	gamma	gamma	gamma
	Rep1	Rep2	ave_Rep1_Rep2
hek_unique:TSS88635_-_30029587.23-CUFF.41284.2,ENST00000437417,CUFF.41284.23	-0.014342758414197007	-0.15539304687642636	-0.08486790264531169
hek_unique:TSS88645_+_30293616.23-P1P2	0.024451880448927887	-0.03802162141530534	-0.006784870483188725
hek_unique:TSS88645_+_30293672.23-P1P2	-0.055302719613262864	-0.18280314511768136	-0.11905293236547211
hek_unique:TSS88645_+_30293694.23-P1P2	0.09002118950903196	-0.19539706232992132	-0.05268793641044468
hek_unique:TSS88645_+_30293970.23-P1P2	-0.009238565309275705	-0.08655833303047371	-0.04789844916987471
hek_unique:TSS88645_-_30293820.23-P1P2	-0.20324546522405101	0.04872299523535684	-0.07726123499434709
hek_unique:TSS88645_-_30293919.23-P1P2	-0.031217081664458007	-0.024270484863648537	-0.027743783264053273
hek_unique:TSS88645_-_30293981.23-P1P2	0.10336417579068159	0.10760914020411416	0.10548665799739787
hek_unique:TSS88645_-_30293989.23-P1P2	-0.02915674020972814	-0.01895302525120625	-0.024054882730467193
hek_unique:TSS88645_-_30293998.23-P1P2	0.03773199212880996	0.02674999005950456	0.03224099109415726
hek_unique:TSS88645_-_30294016.23-P1P2	-0.031146938381842206	0.17509091032246255	0.07197198597031017
hek_unique:TSS88647_+_30294461.23-P1P2			
hek_unique:TSS88647_+_30294571.23-P1P2			
hek_unique:TSS88647_+_30294609.23-P1P2			
hek_unique:TSS88647_+_30294620.23-P1P2			
hek_unique:TSS88647_+_30294628.23-P1P2			
hek_unique:TSS88647_+_30294641.23-P1P2			
hek_unique:TSS88647_-_30294263.23-P1P2			
hek_unique:TSS88647_-_30294599.23-P1P2			
hek_unique:TSS88647_-_30294605.23-P1P2			
hek_unique:TSS88647_-_30294646.23-P1P2			
hek_unique:TSS88648_+_30256935.23-ENST00000602591	0.15802436139492973	-0.01306296067292305	0.07248070036100333
hek_unique:TSS88648_+_30256957.23-ENST00000602591	0.2955523730828651	-0.191388339095503	0.052082016993681035
hek_unique:TSS88648_+_30257023.23-ENST00000602591	-0.005454269927538116	0.1037718634830314	0.04915879677774664
hek_unique:TSS88648_+_30257039.23-ENST00000602591	-0.12376587220728805	-0.04902252619592113	-0.08639419920160459
hek_unique:TSS88648_-_30256911.23-ENST00000602591	0.21873450809399655	0.26777468061918563	0.24325459435659108
hek_unique:TSS88648_-_30256928.23-ENST00000602591	-0.09788818536555456	-0.1633992862057862	-0.13064373578567037
hek_unique:TSS88648_-_30257104.23-ENST00000602591	0.19313417132438707	-0.024289723723610355	0.08442222380038836
hek_unique:TSS88648_-_30257115.23-ENST00000602591	-0.19017727862238484	0.039514327918936096	-0.07533147535172438
hek_unique:TSS88648_-_30257119.23-ENST00000602591	-0.17081690222413914	-0.14344344209127916	-0.15713017215770914
hek_unique:TSS88648_-_30257131.23-ENST00000602591	0.07067288136831602	-0.01787009554418131	0.026401392912067355
hek_unique:TSS88657_+_30538736.23-CUFF.41015.1,CUFF.41015.3	-0.15299943281300676	0.305342904442271	0.07617173581463213
hek_unique:TSS88657_+_30538973.23-CUFF.41015.1,CUFF.41015.3	-0.17920227133674965	-0.18200754739070332	-0.18060490936372647
hek_unique:TSS88657_+_30539093.23-CUFF.41015.1,CUFF.41015.3	-0.1179159827879373	-0.07999352160397746	-0.09895475219595738
hek_unique:TSS88657_+_30539115.23-CUFF.41015.1,CUFF.41015.3	0.03225745400773572	-0.11331746462879493	-0.0405300053105296
hek_unique:TSS88657_+_30539190.23-CUFF.41015.1,CUFF.41015.3	0.1161861139792892	-0.13110053170837324	-0.007457208864542021
hek_unique:TSS88657_-_30539129.23-CUFF.41015.1,CUFF.41015.3	-0.11812765850563854	-0.09918031010667337	-0.10865398430615596
hek_unique:TSS88657_-_30539157.23-CUFF.41015.1,CUFF.41015.3	0.009103893610794046	0.11831995156341255	0.0637119225871033
hek_unique:TSS88657_-_30539199.23-CUFF.41015.1,CUFF.41015.3	-0.06707089393592078	0.19730725063242838	0.0651181783482538
hek_unique:TSS88657_-_30539219.23-CUFF.41015.1,CUFF.41015.3	0.184571190468753	0.08426572547300504	0.13441845797087904
hek_unique:TSS88657_-_30539231.23-CUFF.41015.1,CUFF.41015.3	-0.1649444486480137	0.35563291557888044	0.09534423346543337
hek_unique:TSS88659_+_30565206.23-CUFF.41018.1			
hek_unique:TSS88659_+_30565232.23-CUFF.41018.1			
hek_unique:TSS88659_+_30565286.23-CUFF.41018.1			
hek_unique:TSS88659_+_30565299.23-CUFF.41018.1			
hek_unique:TSS88659_+_30565331.23-CUFF.41018.1			
hek_unique:TSS88659_+_30565429.23-CUFF.41018.1			
hek_unique:TSS88659_-_30565240.23-CUFF.41018.1			
hek_unique:TSS88659_-_30565298.23-CUFF.41018.1			
hek_unique:TSS88659_-_30565336.23-CUFF.41018.1			
hek_unique:TSS88659_-_30565361.23-CUFF.41018.1			
hek_unique:TSS88660_+_30613504.23-CUFF.41017.1			
hek_unique:TSS88660_+_30613598.23-CUFF.41017.1			
hek_unique:TSS88660_+_30613641.23-CUFF.41017.1			
hek_unique:TSS88660_+_30613655.23-CUFF.41017.1			
hek_unique:TSS88660_+_30613678.23-CUFF.41017.1			
hek_unique:TSS88660_+_30613681.23-CUFF.41017.1			
hek_unique:TSS88660_+_30613694.23-CUFF.41017.1			
hek_unique:TSS88660_+_30613713.23-CUFF.41017.1			
hek_unique:TSS88660_-_30613722.23-CUFF.41017.1			
hek_unique:TSS88660_-_30613726.23-CUFF.41017.1			
hek_unique:TSS88685_+_31165490.23-P1P2	-0.25740570251857486	0.028941544138057846	-0.1142320791902585
hek_unique:TSS88685_+_31165592.23-P1P2	0.04567767636384157	0.11503464686701156	0.08035616161542657
hek_unique:TSS88685_+_31165602.23-P1P2	-0.09348273534947214	-0.016204676192293516	-0.05484370577088283
hek_unique:TSS88685_+_31165668.23-P1P2	-0.024505383347180748	0.14777305552623338	0.061633836089526314
hek_unique:TSS88685_-_31165332.23-P1P2	-0.19698274834720741	-0.12145215468502903	-0.1592174515161182
hek_unique:TSS88685_-_31165373.23-P1P2	-0.16741290387395308	0.09213951327680131	-0.037636695298575884
hek_unique:TSS88685_-_31165446.23-P1P2	-0.08016304396661086	0.1258889601585712	0.02286295809598017
hek_unique:TSS88685_-_31165493.23-P1P2	0.024249426439373247	-0.05791061312673935	-0.016830593343683052
hek_unique:TSS88685_-_31165570.23-P1P2	-0.03286885327421731	-0.2538362640131188	-0.14335255864366805
hek_unique:TSS88685_-_31165608.23-P1P2	0.11219729967317711	-0.04239498799221224	0.03490115584048244
hek_unique:TSS88689_+_31362800.23-ENST00000606743	0.026026229929895346	-0.08416614142170875	-0.029069955745906702
hek_unique:TSS88689_+_31362893.23-ENST00000606743	0.1618373718555736	0.2673446517627073	0.21459101180914042
hek_unique:TSS88689_+_31362909.23-ENST00000606743	0.17752773773391758	-0.028585311518239072	0.07447121310783926
hek_unique:TSS88689_+_31362951.23-ENST00000606743	-0.03770909336011553	0.2334867000495908	0.09788880334473764
hek_unique:TSS88689_+_31363042.23-ENST00000606743	0.04423063270069369	0.011158616447112624	0.027694624573903155
hek_unique:TSS88689_+_31363059.23-ENST00000606743	0.19573189506548566	-0.03416482763871735	0.08078353371338415
hek_unique:TSS88689_-_31362942.23-ENST00000606743	-0.0450227354467849	-0.020747752925993644	-0.03288524418638927
hek_unique:TSS88689_-_31363047.23-ENST00000606743	0.18051892971349826	0.17385235841377056	0.1771856440636344
hek_unique:TSS88689_-_31363052.23-ENST00000606743	-0.004402342428724582	0.1380473083949354	0.0668224829831054
hek_unique:TSS88689_-_31363071.23-ENST00000606743	-0.15323037622707866	0.091579870043838	-0.030825253091620333
hek_unique:TSS88703_+_31799486.23-CUFF.41056.1			
hek_unique:TSS88703_+_31799553.23-CUFF.41056.1			
hek_unique:TSS88703_+_31799740.23-CUFF.41056.1			
hek_unique:TSS88703_+_31799764.23-CUFF.41056.1			
hek_unique:TSS88703_+_31799834.23-CUFF.41056.1			
hek_unique:TSS88703_-_31799503.23-CUFF.41056.1			
hek_unique:TSS88703_-_31799581.23-CUFF.41056.1			
hek_unique:TSS88703_-_31799778.23-CUFF.41056.1			
hek_unique:TSS88703_-_31799829.23-CUFF.41056.1			
hek_unique:TSS88703_-_31799881.23-CUFF.41056.1			
hek_unique:TSS88733_+_33179348.23-CUFF.41108.1			
hek_unique:TSS88733_+_33179491.23-CUFF.41108.1			
hek_unique:TSS88733_+_33179528.23-CUFF.41108.1			
hek_unique:TSS88733_+_33179570.23-CUFF.41108.1			
hek_unique:TSS88733_-_33179197.23-CUFF.41108.1			
hek_unique:TSS88733_-_33179523.23-CUFF.41108.1			
hek_unique:TSS88733_-_33179536.23-CUFF.41108.1			
hek_unique:TSS88733_-_33179557.23-CUFF.41108.1			
hek_unique:TSS88733_-_33179580.23-CUFF.41108.1			
hek_unique:TSS88733_-_33179583.23-CUFF.41108.1			
hek_unique:TSS88735_+_33214165.23-ENST00000606432	-0.05435385310680767	0.24420029784999325	0.09492322237159279
hek_unique:TSS88735_+_33214189.23-ENST00000606432	-0.10990188585793406	-0.08207616940829036	-0.0959890276331122
hek_unique:TSS88735_+_33214243.23-ENST00000606432	0.12766090549076972	-0.02675301383487585	0.05045394582794693
hek_unique:TSS88735_+_33214259.23-ENST00000606432	0.14251304987377786	-0.10502015276743586	0.018746448553171
hek_unique:TSS88735_+_33214289.23-ENST00000606432	0.01741577136858162	-0.08604289677111047	-0.03431356270126443
hek_unique:TSS88735_+_33214461.23-ENST00000606432	-0.13005514385755795	0.1246768252042205	-0.0026891593266687233
hek_unique:TSS88735_+_33214626.23-ENST00000606432	-0.1423070013411063	-0.12301937486333853	-0.1326631881022224
hek_unique:TSS88735_-_33214479.23-ENST00000606432	0.1726861900969621	0.022869513820310182	0.09777785195863614
hek_unique:TSS88735_-_33214544.23-ENST00000606432	-0.19676457857873858	-0.02408245429147522	-0.1104235164351069
hek_unique:TSS88735_-_33214548.23-ENST00000606432	0.18025698217950692	0.10316413105486759	0.14171055661718726
hek_unique:TSS88783_+_35257797.23-CUFF.41156.1			
hek_unique:TSS88783_+_35257817.23-CUFF.41156.1			
hek_unique:TSS88783_+_35257855.23-CUFF.41156.1			
hek_unique:TSS88783_+_35257880.23-CUFF.41156.1			
hek_unique:TSS88783_+_35257921.23-CUFF.41156.1			
hek_unique:TSS88783_+_35258035.23-CUFF.41156.1			
hek_unique:TSS88783_+_35258038.23-CUFF.41156.1			
hek_unique:TSS88783_-_35258005.23-CUFF.41156.1			
hek_unique:TSS88783_-_35258019.23-CUFF.41156.1			
hek_unique:TSS88783_-_35258080.23-CUFF.41156.1			
hek_unique:TSS88859_+_38642825.23-CUFF.41274.1	0.017131001696015544	0.06134718748873082	0.03923909459237318
hek_unique:TSS88859_+_38643035.23-CUFF.41274.1	0.23172007798112276	-0.00538722314761154	0.11316642741675562
hek_unique:TSS88859_+_38643070.23-CUFF.41274.1	-0.2103526299411471	-0.008980885663054881	-0.10966675780210099
hek_unique:TSS88859_+_38643138.23-CUFF.41274.1	0.10953992409197832	-0.09792025097052946	0.005809836560724431
hek_unique:TSS88859_+_38643166.23-CUFF.41274.1	-0.03399706535810625	-0.12398548666809198	-0.07899127601309912
hek_unique:TSS88859_+_38643187.23-CUFF.41274.1	-0.276667698941817	-0.01587622194269284	-0.1462719604422549
hek_unique:TSS88859_-_38642905.23-CUFF.41274.1	-0.1283499126182722	0.11897309903336083	-0.0046884067924556835
hek_unique:TSS88859_-_38642913.23-CUFF.41274.1	0.05470659846745721	0.008340112836037512	0.03152335565174736
hek_unique:TSS88859_-_38643004.23-CUFF.41274.1	-0.10628301925587141	-0.1924312230128127	-0.14935712113434207
hek_unique:TSS88859_-_38643088.23-CUFF.41274.1	0.1611826876541033	0.10773192675528308	0.13445730720469318
hek_unique:TSS88959_+_42896885.23-CUFF.41387.3			
hek_unique:TSS88959_+_42896984.23-CUFF.41387.3			
hek_unique:TSS88959_+_42896987.23-CUFF.41387.3			
hek_unique:TSS88959_+_42897013.23-CUFF.41387.3			
hek_unique:TSS88959_+_42897029.23-CUFF.41387.3			
hek_unique:TSS88959_+_42897032.23-CUFF.41387.3			
hek_unique:TSS88959_-_42896840.23-CUFF.41387.3			
hek_unique:TSS88959_-_42896858.23-CUFF.41387.3			
hek_unique:TSS88959_-_42896994.23-CUFF.41387.3			
hek_unique:TSS88959_-_42896997.23-CUFF.41387.3			
hek_unique:TSS88962_+_42915667.23-CUFF.41394.3	0.028033953176304093	0.12131875909160465	0.07467635613395437
hek_unique:TSS88962_+_42915685.23-CUFF.41394.3	-0.19740428196141507	-0.005482354370883841	-0.10144331816614946
hek_unique:TSS88962_+_42915701.23-CUFF.41394.3	-0.049960417945044217	0.20895478231010645	0.07949718218253111
hek_unique:TSS88962_+_42915773.23-CUFF.41394.3	-0.22705268203507342	0.1542257910425027	-0.03641344549628536
hek_unique:TSS88962_+_42915949.23-CUFF.41394.3	0.13826149411930996	-0.2521444082314656	-0.056941457056077824
hek_unique:TSS88962_-_42915720.23-CUFF.41394.3	0.0664591295058024	0.026036151642451592	0.046247640574127
hek_unique:TSS88962_-_42915780.23-CUFF.41394.3	-0.007918267360802412	-0.1189705211258842	-0.0634443942433433
hek_unique:TSS88962_-_42915785.23-CUFF.41394.3	-0.1790025402366568	-0.10530074622437101	-0.1421516432305139
hek_unique:TSS88962_-_42915887.23-CUFF.41394.3	0.06533784190369098	0.06853118090578157	0.06693451140473627
hek_unique:TSS88962_-_42915907.23-CUFF.41394.3	0.10731008873789927	-0.05703055515969701	0.02513976678910113
hek_unique:TSS88968_+_43138834.23-CUFF.41388.1	-0.12275872885915834	0.043214111979223674	-0.03977230843996733
hek_unique:TSS88968_+_43138837.23-CUFF.41388.1	-0.1363719729727951	-0.07802570368101824	-0.10719883832690667
hek_unique:TSS88968_+_43138976.23-CUFF.41388.1	-0.11404271133650833	0.26749715852816014	0.0767272235958259
hek_unique:TSS88968_+_43139047.23-CUFF.41388.1	-0.20314640944425894	0.08024270321174205	-0.06145185311625844
hek_unique:TSS88968_+_43139054.23-CUFF.41388.1	0.20333213112951506	-0.12470302027797395	0.03931455542577056
hek_unique:TSS88968_-_43138957.23-CUFF.41388.1	0.027184262198100925	0.37064485008219983	0.19891455614015038
hek_unique:TSS88968_-_43138985.23-CUFF.41388.1	-0.38137226821655085	-0.12072970986329977	-0.2510509890399253
hek_unique:TSS88968_-_43138990.23-CUFF.41388.1	0.06437184476012082	-0.327024736090042	-0.1313264456649606
hek_unique:TSS88968_-_43139005.23-CUFF.41388.1	0.019908341699712936	0.04973690511932429	0.03482262340951861
hek_unique:TSS88968_-_43139043.23-CUFF.41388.1	-0.014774353485694279	0.5300076449573297	0.2576166457358177
hek_unique:TSS88969_+_43139054.23-CUFF.41388.2	0.20333213112951506	-0.12470302027797395	0.03931455542577056
hek_unique:TSS88969_+_43139115.23-CUFF.41388.2	0.0016839410648501237	-0.13649301516051005	-0.06740453704782996
hek_unique:TSS88969_-_43138957.23-CUFF.41388.2	0.027184262198100925	0.37064485008219983	0.19891455614015038
hek_unique:TSS88969_-_43138985.23-CUFF.41388.2	-0.38137226821655085	-0.12072970986329977	-0.2510509890399253
hek_unique:TSS88969_-_43138990.23-CUFF.41388.2	0.06437184476012082	-0.327024736090042	-0.1313264456649606
hek_unique:TSS88969_-_43139171.23-CUFF.41388.2	-0.13539960990430353	0.11095525397828795	-0.012222177963007785
hek_unique:TSS88969_-_43139207.23-CUFF.41388.2	-0.17434167708171383	0.18379118411867978	0.004724753518482977
hek_unique:TSS88969_-_43139248.23-CUFF.41388.2	-0.27948614612483924	0.019478386912657263	-0.130003879606091
hek_unique:TSS88969_-_43139268.23-CUFF.41388.2	-0.07296702694442467	-0.14914755569730476	-0.11105729132086471
hek_unique:TSS88969_-_43139286.23-CUFF.41388.2	-0.133648454509426	-0.14707585773460627	-0.14036215612201614
hek_unique:TSS88970_+_43191130.23-CUFF.41397.3	-0.07484956008853837	-0.046367456734412685	-0.060608508411475526
hek_unique:TSS88970_+_43191211.23-CUFF.41397.3	-0.2589743183094856	0.0675505686560626	-0.0957118748267115
hek_unique:TSS88970_+_43191364.23-CUFF.41397.3	-0.24253468211108703	0.04029082507920126	-0.10112192851594289
hek_unique:TSS88970_+_43191554.23-CUFF.41397.3	-0.22413632117943455	0.05757273032014419	-0.08328179542964517
hek_unique:TSS88970_-_43191375.23-CUFF.41397.3	-0.22929466252093855	-0.1347445690268499	-0.18201961577389422
hek_unique:TSS88970_-_43191462.23-CUFF.41397.3	0.0037352091531973335	-0.2777038413720808	-0.13698431610944173
hek_unique:TSS88970_-_43191471.23-CUFF.41397.3	-0.011774826225917804	-0.04941685696137774	-0.030595841593647775
hek_unique:TSS88970_-_43191493.23-CUFF.41397.3	0.14293294359685507	0.057101222305167045	0.10001708295101105
hek_unique:TSS88970_-_43191560.23-CUFF.41397.3	0.06993839986611754	0.1449125202040741	0.10742546003509582
hek_unique:TSS88970_-_43191588.23-CUFF.41397.3	0.03225001195059146	0.08028707858094733	0.056268545265769396
hek_unique:TSS8898_+_224140661.23-ENST00000608760	-0.09877280345537814	0.07573434654099517	-0.011519228457191485
hek_unique:TSS8898_+_224140931.23-ENST00000608760	0.07339907807019155	-0.10943692114786792	-0.018018921538838183
hek_unique:TSS8898_+_224140992.23-ENST00000608760	-0.13123090181297206	-0.13954743605447564	-0.13538916893372385
hek_unique:TSS8898_+_224141117.23-ENST00000608760	-0.28369986666770364	-0.07923795113198644	-0.18146890889984504
hek_unique:TSS8898_-_224140830.23-ENST00000608760	-0.02452244691918911	0.057896914422354694	0.016687233751582792
hek_unique:TSS8898_-_224140911.23-ENST00000608760	-0.1369825727973531	-0.2497268586559395	-0.1933547157266463
hek_unique:TSS8898_-_224140916.23-ENST00000608760	0.3980287934707374	0.059009255381912394	0.22851902442632488
hek_unique:TSS8898_-_224141010.23-ENST00000608760	6.0830818322939676e-05	-0.0920950492277299	-0.046017109204703484
hek_unique:TSS8898_-_224141025.23-ENST00000608760	0.09722345124177208	0.279493697772761	0.18835857450726654
hek_unique:TSS8898_-_224141157.23-ENST00000608760	0.09280712443709395	0.061746484472550114	0.07727680445482203
hek_unique:TSS89012_+_44203891.23-CUFF.41423.1,CUFF.41423.3			
hek_unique:TSS89012_+_44203903.23-CUFF.41423.1,CUFF.41423.3			
hek_unique:TSS89012_+_44203963.23-CUFF.41423.1,CUFF.41423.3			
hek_unique:TSS89012_+_44204051.23-CUFF.41423.1,CUFF.41423.3			
hek_unique:TSS89012_-_44203853.23-CUFF.41423.1,CUFF.41423.3			
hek_unique:TSS89012_-_44204244.23-CUFF.41423.1,CUFF.41423.3			
hek_unique:TSS89012_-_44204255.23-CUFF.41423.1,CUFF.41423.3			
hek_unique:TSS89012_-_44204258.23-CUFF.41423.1,CUFF.41423.3			
hek_unique:TSS89012_-_44204277.23-CUFF.41423.1,CUFF.41423.3			
hek_unique:TSS89012_-_44204297.23-CUFF.41423.1,CUFF.41423.3			
hek_unique:TSS89059_+_46097346.23-P1P2	0.06418492269033038	-0.22979980113951584	-0.08280743922459273
hek_unique:TSS89059_+_46097373.23-P1P2	-0.06261869071268714	0.12186324102303657	0.029622275155174717
hek_unique:TSS89059_+_46097461.23-P1P2	0.04133536527923264	-0.020460080926737796	0.010437642176247423
hek_unique:TSS89059_+_46097551.23-P1P2	-0.07787273397232622	0.19132824953755392	0.05672775778261385
hek_unique:TSS89059_+_46097566.23-P1P2	0.01072708907173076	0.07505570900799007	0.04289139903986041
hek_unique:TSS89059_-_46097295.23-P1P2	-0.09421729299100363	0.10295766863185113	0.004370187820423747
hek_unique:TSS89059_-_46097428.23-P1P2	0.27110377653295037	0.13253824699627206	0.2018210117646112
hek_unique:TSS89059_-_46097499.23-P1P2	0.06111205434916742	0.3380642990266758	0.19958817668792161
hek_unique:TSS89059_-_46097533.23-P1P2	-0.15758842232223372	-0.0851191690693718	-0.12135379569580276
hek_unique:TSS89059_-_46097537.23-P1P2	-0.030846861560645582	-0.03503509125133345	-0.03294097640598952
hek_unique:TSS89060_+_46097346.23-P1P2	0.06418492269033038	-0.22979980113951584	-0.08280743922459273
hek_unique:TSS89060_+_46097373.23-P1P2	-0.06261869071268714	0.12186324102303657	0.029622275155174717
hek_unique:TSS89060_+_46097461.23-P1P2	0.04133536527923264	-0.020460080926737796	0.010437642176247423
hek_unique:TSS89060_+_46097551.23-P1P2	-0.07787273397232622	0.19132824953755392	0.05672775778261385
hek_unique:TSS89060_+_46097566.23-P1P2	0.01072708907173076	0.07505570900799007	0.04289139903986041
hek_unique:TSS89060_-_46097295.23-P1P2	-0.09421729299100363	0.10295766863185113	0.004370187820423747
hek_unique:TSS89060_-_46097428.23-P1P2	0.27110377653295037	0.13253824699627206	0.2018210117646112
hek_unique:TSS89060_-_46097499.23-P1P2	0.06111205434916742	0.3380642990266758	0.19958817668792161
hek_unique:TSS89060_-_46097533.23-P1P2	-0.15758842232223372	-0.0851191690693718	-0.12135379569580276
hek_unique:TSS89060_-_46097537.23-P1P2	-0.030846861560645582	-0.03503509125133345	-0.03294097640598952
hek_unique:TSS89061_+_46097346.23-P1P2	0.06418492269033038	-0.22979980113951584	-0.08280743922459273
hek_unique:TSS89061_+_46097373.23-P1P2	-0.06261869071268714	0.12186324102303657	0.029622275155174717
hek_unique:TSS89061_+_46097461.23-P1P2	0.04133536527923264	-0.020460080926737796	0.010437642176247423
hek_unique:TSS89061_+_46097551.23-P1P2	-0.07787273397232622	0.19132824953755392	0.05672775778261385
hek_unique:TSS89061_+_46097566.23-P1P2	0.01072708907173076	0.07505570900799007	0.04289139903986041
hek_unique:TSS89061_-_46097295.23-P1P2	-0.09421729299100363	0.10295766863185113	0.004370187820423747
hek_unique:TSS89061_-_46097428.23-P1P2	0.27110377653295037	0.13253824699627206	0.2018210117646112
hek_unique:TSS89061_-_46097499.23-P1P2	0.06111205434916742	0.3380642990266758	0.19958817668792161
hek_unique:TSS89061_-_46097533.23-P1P2	-0.15758842232223372	-0.0851191690693718	-0.12135379569580276
hek_unique:TSS89061_-_46097537.23-P1P2	-0.030846861560645582	-0.03503509125133345	-0.03294097640598952
hek_unique:TSS89062_+_46097346.23-P1P2	0.06418492269033038	-0.22979980113951584	-0.08280743922459273
hek_unique:TSS89062_+_46097373.23-P1P2	-0.06261869071268714	0.12186324102303657	0.029622275155174717
hek_unique:TSS89062_+_46097461.23-P1P2	0.04133536527923264	-0.020460080926737796	0.010437642176247423
hek_unique:TSS89062_+_46097551.23-P1P2	-0.07787273397232622	0.19132824953755392	0.05672775778261385
hek_unique:TSS89062_+_46097566.23-P1P2	0.01072708907173076	0.07505570900799007	0.04289139903986041
hek_unique:TSS89062_-_46097295.23-P1P2	-0.09421729299100363	0.10295766863185113	0.004370187820423747
hek_unique:TSS89062_-_46097428.23-P1P2	0.27110377653295037	0.13253824699627206	0.2018210117646112
hek_unique:TSS89062_-_46097499.23-P1P2	0.06111205434916742	0.3380642990266758	0.19958817668792161
hek_unique:TSS89062_-_46097533.23-P1P2	-0.15758842232223372	-0.0851191690693718	-0.12135379569580276
hek_unique:TSS89062_-_46097537.23-P1P2	-0.030846861560645582	-0.03503509125133345	-0.03294097640598952
hek_unique:TSS89171_+_53658327.23-CUFF.41599.7	0.029832741964355626	0.34625811080385305	0.18804542638410435
hek_unique:TSS89171_+_53658356.23-CUFF.41599.7		-0.6130349258824765	
hek_unique:TSS89171_+_53658360.23-CUFF.41599.7	0.00047078465938678175	-0.040695984189903854	-0.020112599765258535
hek_unique:TSS89171_-_53658124.23-CUFF.41599.7	-0.10565897046809923	-0.12313798822461902	-0.11439847934635913
hek_unique:TSS89171_-_53658174.23-CUFF.41599.7	-0.1445583467566394	-0.12243810415644321	-0.1334982254565413
hek_unique:TSS89171_-_53658257.23-CUFF.41599.7	0.09898465086378172	-0.16685954800266833	-0.03393744856944331
hek_unique:TSS89171_-_53658281.23-CUFF.41599.7	0.11858532586815282	-0.036803989954248925	0.04089066795695195
hek_unique:TSS89171_-_53658312.23-CUFF.41599.7	-0.03131218567609603	-0.030022554135407366	-0.0306673699057517
hek_unique:TSS89171_-_53658345.23-CUFF.41599.7	0.11688860248952658	0.046333544500584675	0.08161107349505563
hek_unique:TSS89171_-_53658353.23-CUFF.41599.7	-0.1683597306610988	0.16956573896628765	0.0006030041525944274
hek_unique:TSS89173_+_53785294.23-ENST00000474641	0.0004118090246996094	-0.19949818594479476	-0.09954318846004757
hek_unique:TSS89173_+_53785297.23-ENST00000474641	-0.08329700398218524	-0.02807760438412859	-0.05568730418315691
hek_unique:TSS89173_+_53785317.23-ENST00000474641	-0.14321823619929083	0.034357594859873435	-0.054430320669708696
hek_unique:TSS89173_+_53785325.23-ENST00000474641	0.02239749182129556	0.09234736229650244	0.057372427058899
hek_unique:TSS89173_+_53785328.23-ENST00000474641	-0.1105964063512404	0.07491197778330776	-0.017842214283966325
hek_unique:TSS89173_+_53785342.23-ENST00000474641	-0.07716666687243608	-0.09301066391729859	-0.08508866539486734
hek_unique:TSS89173_+_53785430.23-ENST00000474641	-0.035534424714111015	-0.021355142935282206	-0.02844478382469661
hek_unique:TSS89173_-_53785526.23-ENST00000474641	0.20009599408525225	0.12332886726296469	0.16171243067410845
hek_unique:TSS89173_-_53785529.23-ENST00000474641	-0.08771458868077152	-0.2954924907861807	-0.1916035397334761
hek_unique:TSS89173_-_53785564.23-ENST00000474641	-0.3000915734796753	0.04334329911983763	-0.12837413717991883
hek_unique:TSS89226_+_58147380.23-CUFF.41677.11	-0.21258638373475042	-0.08120987529203169	-0.14689812951339104
hek_unique:TSS89226_+_58147390.23-CUFF.41677.11	0.09324016166858498	-0.052702953463467164	0.02026860410255891
hek_unique:TSS89226_+_58147394.23-CUFF.41677.11	-0.032504778773595935	0.10377198265084624	0.03563360193862515
hek_unique:TSS89226_+_58147537.23-CUFF.41677.11	-0.1689876927675658	-0.07924262266584961	-0.12411515771670771
hek_unique:TSS89226_+_58147540.23-CUFF.41677.11	-0.11186053944794302	0.0038167495291253663	-0.05402189495940883
hek_unique:TSS89226_+_58147595.23-CUFF.41677.11	0.2102831169396023	0.07126225669244068	0.1407726868160215
hek_unique:TSS89226_+_58147608.23-CUFF.41677.11	0.09515252592842371	0.1861617005826864	0.14065711325555508
hek_unique:TSS89226_-_58147472.23-CUFF.41677.11	0.12156839453802532	0.1680097619665937	0.14478907825230952
hek_unique:TSS89226_-_58147575.23-CUFF.41677.11	-0.16865739374649386	-0.02668791029815156	-0.09767265202232271
hek_unique:TSS89226_-_58147601.23-CUFF.41677.11	-0.13407772741109644	0.044565987468434945	-0.04475586997133075
hek_unique:TSS89227_+_58147608.23-CUFF.41677.1,CUFF.41677.16			
hek_unique:TSS89227_+_58147742.23-CUFF.41677.1,CUFF.41677.16			
hek_unique:TSS89227_+_58147787.23-CUFF.41677.1,CUFF.41677.16			
hek_unique:TSS89227_+_58147792.23-CUFF.41677.1,CUFF.41677.16			
hek_unique:TSS89227_+_58147875.23-CUFF.41677.1,CUFF.41677.16			
hek_unique:TSS89227_+_58147884.23-CUFF.41677.1,CUFF.41677.16			
hek_unique:TSS89227_+_58147915.23-CUFF.41677.1,CUFF.41677.16			
hek_unique:TSS89227_-_58147472.23-CUFF.41677.1,CUFF.41677.16			
hek_unique:TSS89227_-_58147575.23-CUFF.41677.1,CUFF.41677.16			
hek_unique:TSS89227_-_58147921.23-CUFF.41677.1,CUFF.41677.16			
hek_unique:TSS89228_+_58148455.23-CUFF.41677.10	-0.05296003440424246	-0.17591670287840097	-0.11443836864132172
hek_unique:TSS89228_+_58148835.23-CUFF.41677.10	-0.1035407508091409	-0.06675535672464251	-0.0851480537668917
