	gamma	gamma	gamma
	Rep1	Rep2	ave_Rep1_Rep2
common:TSS38151_-_57286643.23-ENST00000564376	-0.1510216745035297	-0.19287328653632047	-0.1719474805199251
common:TSS38283_+_66603535.23-CUFF.18121.1	0.020449978560965438	-0.04379595016069988	-0.01167298579986722
common:TSS38283_+_66603652.23-CUFF.18121.1	0.2234903757305193	-0.03899385918742741	0.09224825827154595
common:TSS38283_+_66603746.23-CUFF.18121.1	0.04417286532366273	0.08448500642254933	0.06432893587310604
common:TSS38283_+_66603819.23-CUFF.18121.1	0.3457201267282542	-0.2215053383451413	0.06210739419155645
common:TSS38283_+_66603875.23-CUFF.18121.1	-0.05001270957854368	-0.05673122826936656	-0.05337196892395512
common:TSS38283_-_66603419.23-CUFF.18121.1	-0.016127592899215455	-0.057347428463963256	-0.036737510681589355
common:TSS38283_-_66603429.23-CUFF.18121.1	0.21845996092265382	-0.0044983213308807096	0.10698081979588656
common:TSS38283_-_66603622.23-CUFF.18121.1	0.00877894126367002	-0.17793083590445824	-0.08457594732039411
common:TSS38283_-_66603745.23-CUFF.18121.1	-0.12000816607663385	-0.0940703031904874	-0.10703923463356063
common:TSS38283_-_66603851.23-CUFF.18121.1	0.022632856721978827	-0.027852445338543853	-0.0026097943082825127
common:TSS38326_+_68262684.23-ENST00000571197	0.057130885329748485	-0.10502152017065124	-0.023945317420451376
common:TSS38326_+_68262687.23-ENST00000571197	0.03778738750313206	0.0292724225416848	0.033529905022408435
common:TSS38326_+_68262826.23-ENST00000571197	-0.10889810223051972	-0.1867809422075359	-0.14783952221902782
common:TSS38326_+_68262857.23-ENST00000571197	0.47334936808508754	0.10556442768835951	0.2894568978867235
common:TSS38326_-_68262625.23-ENST00000571197	-0.2880824445074961	0.1336952263379439	-0.0771936090847761
common:TSS38326_-_68262727.23-ENST00000571197	0.2990784910313586	0.046597577932965456	0.172838034482162
common:TSS38326_-_68262816.23-ENST00000571197	0.16722306384868385	-0.037386672080939355	0.06491819588387225
common:TSS38326_-_68262852.23-ENST00000571197	0.20501088785998034	0.06696175435148465	0.1359863211057325
common:TSS38326_-_68262928.23-ENST00000571197	-0.22769256792975429	0.031027456108102352	-0.09833255591082597
common:TSS38326_-_68262938.23-ENST00000571197	-0.10592115750557521	0.013847824699550796	-0.046036666403012204
common:TSS38343_+_68981779.23-ENST00000562790	0.24803096529523136	-0.14223060124037612	0.05290018202742762
common:TSS38343_+_68981829.23-ENST00000562790	-0.04299555180155579	-0.192128000314699	-0.1175617760581274
common:TSS38343_+_68981873.23-ENST00000562790	0.062177780066850284	-0.15786999964925041	-0.04784610979120006
common:TSS38343_+_68981889.23-ENST00000562790	-0.26951177950234445	-0.1258347590481158	-0.19767326927523013
common:TSS38343_+_68981903.23-ENST00000562790	-0.1487028226870228	0.1640083882370184	0.007652782774997799
common:TSS38343_+_68981963.23-ENST00000562790	-0.0878181922504679	-0.03900759259031929	-0.0634128924203936
common:TSS38343_+_68982129.23-ENST00000562790	0.03425326793921713	-0.10505801202512177	-0.035402372042952324
common:TSS38343_+_68982161.23-ENST00000562790	-0.14464608733780362	-0.08170140765131605	-0.11317374749455983
common:TSS38343_-_68982042.23-ENST00000562790	-0.05369118568943687	-0.11970217675354268	-0.08669668122148977
common:TSS38343_-_68982132.23-ENST00000562790	0.0016376008288163312	0.006281294681696563	0.003959447755256447
common:TSS38354_+_69496319.23-CUFF.18198.1	0.19245145056624452	0.07078514079363901	0.13161829567994177
common:TSS38354_+_69496327.23-CUFF.18198.1	-0.26129614960198055	0.10797707060647352	-0.07665953949775352
common:TSS38354_+_69496389.23-CUFF.18198.1	0.19041680792582075	0.11535676857723007	0.1528867882515254
common:TSS38354_+_69496418.23-CUFF.18198.1	0.11824017731006388	-0.10193237852198524	0.008153899394039321
common:TSS38354_-_69496339.23-CUFF.18198.1	0.09965902129457223	0.27415962942718103	0.18690932536087662
common:TSS38354_-_69496364.23-CUFF.18198.1	-0.14730998447448762	0.0913087562454825	-0.02800061411450256
common:TSS38354_-_69496379.23-CUFF.18198.1	-0.2437540794479988	0.11922532016608577	-0.06226437964095651
common:TSS38354_-_69496405.23-CUFF.18198.1	-0.08430834331605673	0.27158356585590876	0.09363761126992601
common:TSS38354_-_69496424.23-CUFF.18198.1	-0.13787071919039431	-0.19183916344562948	-0.1648549413180119
common:TSS38354_-_69496427.23-CUFF.18198.1	-0.0011763253618981577	0.05717670293760708	0.02800018878785446
common:TSS38363_+_70099415.23-P1P2	-0.019877908747686173	0.17870585921031243	0.07941397523131313
common:TSS38363_+_70099522.23-P1P2	0.18412934595654623	0.2869408551295978	0.23553510054307203
common:TSS38363_+_70099823.23-P1P2	0.0422385079773682	0.18784305142472033	0.11504077970104426
common:TSS38363_+_70099876.23-P1P2	0.1424366801226783	-0.18756827331766887	-0.02256579659749529
common:TSS38363_-_70099791.23-P1P2	0.2609224565561099	-0.20526138781738634	0.02783053436936178
common:TSS38363_-_70099851.23-P1P2	0.332049062107726	0.01958974342549016	0.17581940276660807
common:TSS38363_-_70099856.23-P1P2	0.16954434397899787	-0.099682665753772	0.03493083911261293
common:TSS38363_-_70099885.23-P1P2	-0.2827738984513823	-0.08004772635540676	-0.18141081240339452
common:TSS38363_-_70099889.23-P1P2	0.024494064650138668	0.23181948728890797	0.12815677596952332
common:TSS38363_-_70099892.23-P1P2	0.004886511949964055	0.12127622079509806	0.06308136637253106
common:TSS38367_+_70206963.23-P1P2	0.011902303668811242	0.14869382843953627	0.08029806605417375
common:TSS38367_+_70206977.23-P1P2	0.039623027968595834	0.10925256506603089	0.07443779651731336
common:TSS38367_+_70207165.23-P1P2	-0.5944386278787825	-0.23360063425841648	-0.4140196310685995
common:TSS38367_+_70207207.23-P1P2	0.07196412357144948	-0.13857297748582484	-0.03330442695718768
common:TSS38367_-_70207078.23-P1P2	-0.18941743946198822	0.18278674877259377	-0.0033153453446972264
common:TSS38367_-_70207084.23-P1P2	0.030234875438821623	-0.01839048950233064	0.005922192968245492
common:TSS38367_-_70207099.23-P1P2	0.045385296842430436	0.08638119855855128	0.06588324770049087
common:TSS38367_-_70207131.23-P1P2	-0.14196484380815236	0.055421200336700276	-0.04327182173572604
common:TSS38367_-_70207193.23-P1P2	0.07520407905051048	-0.21786605133849601	-0.07133098614399278
common:TSS38367_-_70207214.23-P1P2	-0.13034369898775158	-0.17076658398762054	-0.15055514148768606
common:TSS38368_+_70242919.23-CUFF.18212.1	-0.07195982071022938	-0.18272341828156657	-0.12734161949589798
common:TSS38368_+_70242923.23-CUFF.18212.1	0.10894002683581895	-0.24150507443763297	-0.06628252380090702
common:TSS38368_-_70242492.23-CUFF.18212.1	-0.14232733798701003	-0.01698467512997849	-0.07965600655849425
common:TSS38368_-_70242499.23-CUFF.18212.1	0.02404833161205481	-0.04855732642276999	-0.01225449740535759
common:TSS38368_-_70242504.23-CUFF.18212.1	0.15186652073015144	0.06988350729610268	0.11087501401312706
common:TSS38368_-_70242673.23-CUFF.18212.1	-0.19031561164112298	-0.15544489646651005	-0.17288025405381652
common:TSS38368_-_70242680.23-CUFF.18212.1	-0.15386296304886016	0.026415017760457647	-0.06372397264420125
common:TSS38368_-_70242685.23-CUFF.18212.1	-0.03677436119819404	0.006938219021463379	-0.014918071088365332
common:TSS38368_-_70242690.23-CUFF.18212.1	0.16072507948476722	-0.11297993904678684	0.02387257021899019
common:TSS38368_-_70242939.23-CUFF.18212.1	0.15596880874869404	-0.0034404990287713213	0.07626415485996135
common:TSS38369_+_70259673.23-CUFF.18215.1	0.049982378705874235	-0.051019825653402594	-0.0005187234737641794
common:TSS38369_+_70259810.23-CUFF.18215.1	-0.019990892773587884	0.0010712307569800696	-0.009459831008303908
common:TSS38369_+_70259851.23-CUFF.18215.1	0.0714981066778705	-0.20178466407312437	-0.06514327869762693
common:TSS38369_+_70259880.23-CUFF.18215.1	0.3051258678436351	-0.07466863511796248	0.11522861636283631
common:TSS38369_+_70259918.23-CUFF.18215.1	0.15648114123321702	0.46607943929699025	0.3112802902651036
common:TSS38369_+_70259931.23-CUFF.18215.1	0.041124962406960855	-0.05590135724371321	-0.007388197418376177
common:TSS38369_+_70259937.23-CUFF.18215.1	-0.005969008068804003	0.1458268017874905	0.06992889685934324
common:TSS38369_-_70259850.23-CUFF.18215.1	0.42253914598339226	0.151630140296257	0.2870846431398246
common:TSS38369_-_70259914.23-CUFF.18215.1	0.049096227465166425	0.20854957990832934	0.12882290368674787
common:TSS38369_-_70259926.23-CUFF.18215.1	-0.08885368486006046	-0.058306821366956196	-0.07358025311350833
common:TSS38372_+_70611212.23-CUFF.18222.1	0.2342306303268686	-0.04447645850757353	0.09487708590964754
common:TSS38372_+_70611226.23-CUFF.18222.1	0.1353324791879816	0.24124273536669824	0.18828760727733992
common:TSS38372_+_70611253.23-CUFF.18222.1	0.12186597737876341	-0.029083993420965463	0.046390991978898975
common:TSS38372_+_70611265.23-CUFF.18222.1	0.21654258331781506	0.06255860561682094	0.139550594467318
common:TSS38372_-_70610928.23-CUFF.18222.1	0.33586656125803016	0.04129204050383657	0.18857930088093336
common:TSS38372_-_70611069.23-CUFF.18222.1	-0.10803062891751951	-0.044624614210882534	-0.07632762156420102
common:TSS38372_-_70611110.23-CUFF.18222.1	0.18491655265598325	-0.10394267450604561	0.04048693907496882
common:TSS38372_-_70611129.23-CUFF.18222.1	0.16453932387445525	0.09202927907228958	0.12828430147337241
common:TSS38372_-_70611211.23-CUFF.18222.1	-0.027291702271488746	0.09074032041079538	0.03172430906965332
common:TSS38372_-_70611241.23-CUFF.18222.1	0.02500483129201667	-0.07644909648733883	-0.025722132597661082
common:TSS38422_+_74343856.23-ENST00000566411	-0.09174709328103818	-0.042341016983047555	-0.06704405513204287
common:TSS38422_+_74343958.23-ENST00000566411	0.14602938993460612	0.003395671912296998	0.07471253092345156
common:TSS38422_+_74344067.23-ENST00000566411	0.05415274207914398	0.04786824931193947	0.051010495695541724
common:TSS38422_+_74344070.23-ENST00000566411	-0.10402829109130621	-0.14041990791486367	-0.12222409950308494
common:TSS38422_+_74344073.23-ENST00000566411	-0.0062091271834692815	-0.06496878803325164	-0.03558895760836046
common:TSS38422_+_74344148.23-ENST00000566411	0.05638691459215221	-0.15066650276301896	-0.047139794085433374
common:TSS38422_-_74343812.23-ENST00000566411	0.10330708217926146	0.08845784508263012	0.0958824636309458
common:TSS38422_-_74343952.23-ENST00000566411	-0.08299912663073507	-0.19228155071269062	-0.13764033867171285
common:TSS38422_-_74344005.23-ENST00000566411	-0.10902142350067154	-0.11315701538399706	-0.1110892194423343
common:TSS38422_-_74344160.23-ENST00000566411	-0.04221431002615509	-0.19900143021218217	-0.12060787011916863
common:TSS38423_+_74366379.23-ENST00000565313	0.06943821686950535	0.03752227445260233	0.053480245661053846
common:TSS38423_+_74366456.23-ENST00000565313	-0.07581945212532146	0.2962430109097197	0.11021177939219913
common:TSS38423_+_74366463.23-ENST00000565313	-0.028498079719009785	0.021831806957039197	-0.003333136380985294
common:TSS38423_+_74366489.23-ENST00000565313	0.0231094434279178	-0.13812633439635874	-0.057508445484220475
common:TSS38423_+_74366498.23-ENST00000565313	0.18835729782440247	0.09338728174551222	0.14087228978495736
common:TSS38423_-_74366412.23-ENST00000565313	0.014725624722303042	-0.20588990038093585	-0.0955821378293164
common:TSS38423_-_74366427.23-ENST00000565313	0.10698670312755042	-0.038045900886869925	0.03447040112034025
common:TSS38423_-_74366433.23-ENST00000565313	-0.17332357337678642	-0.03156133432896845	-0.10244245385287744
common:TSS38423_-_74366473.23-ENST00000565313	0.10535883323071901	0.11411357620347941	0.10973620471709922
common:TSS38423_-_74366493.23-ENST00000565313	-0.05331981484376755	0.004144343737394298	-0.024587735553186624
common:TSS38429_+_74483709.23-ENST00000566788	-0.03341113993506627	0.07665207588772247	0.0216204679763281
common:TSS38429_+_74483727.23-ENST00000566788	0.06573832985279031	0.05650776570007231	0.06112304777643131
common:TSS38429_+_74483733.23-ENST00000566788	0.1195564881085207	0.03699927132663668	0.07827787971757869
common:TSS38429_-_74483558.23-ENST00000566788	-0.12756041355635314	-0.019384509162807772	-0.07347246135958045
common:TSS38429_-_74483679.23-ENST00000566788	0.1982171579047557	0.0695020399245623	0.13385959891465898
common:TSS38429_-_74483715.23-ENST00000566788	-0.06282852404727596	-0.11666602591203938	-0.08974727497965768
common:TSS38429_-_74483736.23-ENST00000566788	0.020651258407580902	0.22408781297192779	0.12236953568975434
common:TSS38429_-_74483753.23-ENST00000566788	-0.12264768164156047	0.06251042416118792	-0.030068628740186273
common:TSS38429_-_74483764.23-ENST00000566788	0.00992685864324532	-0.10283295585837715	-0.04645304860756592
common:TSS38429_-_74483803.23-ENST00000566788	0.006451854285789115	0.15301651972796518	0.07973418700687715
common:TSS38432_+_75144204.23-ENST00000499110			
common:TSS38432_+_75144255.23-ENST00000499110	0.040170225718835224	-0.047429536980970716	-0.0036296556310677457
common:TSS38432_+_75144272.23-ENST00000499110	-0.025014587280905293	0.02468563770671647	-0.00016447478709441174
common:TSS38432_+_75144335.23-ENST00000499110	-0.19435734151399636	-0.08430370824100904	-0.1393305248775027
common:TSS38432_+_75144344.23-ENST00000499110	-0.07305027675863254	0.15061786128504792	0.03878379226320769
common:TSS38432_-_75144307.23-ENST00000499110	-0.1099912380132959	-0.0865989685336468	-0.09829510327347135
common:TSS38432_-_75144364.23-ENST00000499110	0.18962680471560395	0.051477120701328476	0.12055196270846621
common:TSS38432_-_75144380.23-ENST00000499110	-0.256025450272054	-0.14977019281906942	-0.20289782154556169
common:TSS38432_-_75144526.23-ENST00000499110	0.24200752362102576	-0.24891116403560348	-0.003451820207288861
common:TSS38432_-_75144601.23-ENST00000499110	-0.016972491304389617	-0.05854741092325792	-0.03775995111382377
common:TSS38434_+_75414668.23-ENST00000561956	0.05906572474997839	0.15136797794387447	0.10521685134692643
common:TSS38434_+_75414717.23-ENST00000561956	0.2647280368414399	-0.11764765515000027	0.07354019084571983
common:TSS38434_+_75414749.23-ENST00000561956	-0.015808216835907725	-0.2784767458102347	-0.1471424813230712
common:TSS38434_+_75414920.23-ENST00000561956	-0.09010298665753003	0.17402465290733457	0.04196083312490227
common:TSS38434_-_75414939.23-ENST00000561956	-0.09077453324804065	0.11318020469375925	0.011202835722859301
common:TSS38434_-_75414951.23-ENST00000561956	-0.0665803697789691	0.12785816405296943	0.030638897137000166
common:TSS38434_-_75414990.23-ENST00000561956	-0.13775828882713667	0.08750404000974582	-0.025127124408695425
common:TSS38434_-_75415080.23-ENST00000561956	-0.20195648339109337	0.21985297533597387	0.008948245972440247
common:TSS38434_-_75415149.23-ENST00000561956	-0.08189369411554052	0.04538518920848615	-0.018254252453527187
common:TSS38434_-_75415153.23-ENST00000561956	0.24098325728202522	0.024248159656926803	0.132615708469476
common:TSS38452_+_77283368.23-ENST00000569032	0.1753096182844626	0.04426799811119103	0.10978880819782681
common:TSS38452_+_77283378.23-ENST00000569032	-0.016641803739093203	-0.00859632297348266	-0.012619063356287933
common:TSS38452_+_77283424.23-ENST00000569032	-0.2751655623843621	-0.047958476133549664	-0.16156201925895586
common:TSS38452_+_77283476.23-ENST00000569032	0.2547827323445755	0.12624867755770428	0.1905157049511399
common:TSS38452_+_77283495.23-ENST00000569032	-0.1129564733498698	0.23799595396275047	0.06251974030644034
common:TSS38452_+_77283512.23-ENST00000569032	-0.15552808113263103	-0.3495094047897384	-0.2525187429611847
common:TSS38452_+_77283531.23-ENST00000569032	-0.11348808685246968	-0.044860555631667326	-0.0791743212420685
common:TSS38452_-_77283434.23-ENST00000569032	-0.035873242088560124	0.1796768338487076	0.07190179588007374
common:TSS38452_-_77283541.23-ENST00000569032	-0.06523484918995097	-0.06250318868832279	-0.06386901893913688
common:TSS38452_-_77283634.23-ENST00000569032	0.12914700924547612	-0.1146919960450355	0.0072275066002203125
common:TSS38884_+_89283788.23-P1P2	-0.11078855239405394	-0.04678071645285993	-0.07878463442345693
common:TSS38884_+_89283979.23-P1P2	-0.0031871126249479434	0.1040740127421151	0.050443450058583576
common:TSS38884_+_89283984.23-P1P2	0.06402567116812206	-0.05564242395279097	0.004191623607665548
common:TSS38884_+_89283989.23-P1P2	-0.08658887992899968	-0.09820790078821687	-0.09239839035860828
common:TSS38884_+_89284010.23-P1P2	0.1632379359657061	0.31095480927912444	0.23709637262241529
common:TSS38884_+_89284015.23-P1P2	0.02077901086983298	-0.23102511729476344	-0.10512305321246523
common:TSS38884_+_89284027.23-P1P2	0.10539386826047151	0.06926091459365165	0.08732739142706158
common:TSS38884_-_89283795.23-P1P2	0.07735981062859924	0.11091453171085776	0.0941371711697285
common:TSS38884_-_89283968.23-P1P2	-0.3187570079566449	-0.032034639950941156	-0.17539582395379302
common:TSS38884_-_89284026.23-P1P2	-0.0700125756231167	0.12138284822238296	0.025685136299633128
common:TSS38886_+_89294924.23-CUFF.18691.2	-0.1260368796334653	0.15291880046516257	0.013440960415848635
common:TSS38886_+_89295027.23-CUFF.18691.2	0.04683346602329619	-0.15122323082530514	-0.05219488240100448
common:TSS38886_+_89295110.23-CUFF.18691.2	-0.13670868081924023	0.051076795257942835	-0.042815942780648694
common:TSS38886_+_89295118.23-CUFF.18691.2	0.14993982437937933	0.033984968229582635	0.09196239630448098
common:TSS38886_+_89295184.23-CUFF.18691.2	-0.15774089519782622	-0.04554937756540286	-0.10164513638161454
common:TSS38886_-_89294831.23-CUFF.18691.2	-0.004703706154318703	0.060545413710214345	0.02792085377794782
common:TSS38886_-_89295095.23-CUFF.18691.2	-0.07322068618506503	0.00042566097116436205	-0.03639751260695033
common:TSS38886_-_89295099.23-CUFF.18691.2	-0.09680074421913674	0.26966984178970954	0.08643454878528639
common:TSS38886_-_89295161.23-CUFF.18691.2	0.17500302078327534	0.3705969285498181	0.2727999746665467
common:TSS38886_-_89295180.23-CUFF.18691.2	0.14201176543144067	-0.02684254166499143	0.05758461188322462
common:TSS38920_+_90054564.23-CUFF.18734.2	-0.0587088348867983	-0.01096129966009009	-0.034835067273444195
common:TSS38920_+_90054572.23-CUFF.18734.2	0.07164988970994089	0.5434745638011157	0.3075622267555283
common:TSS38920_+_90054595.23-CUFF.18734.2			
common:TSS38920_+_90054608.23-CUFF.18734.2	-0.2971017637259048	0.16135501657384377	-0.06787337357603052
common:TSS38920_+_90054795.23-CUFF.18734.2	0.020953205520861756	0.08418350290717184	0.0525683542140168
common:TSS38920_+_90054885.23-CUFF.18734.2	-0.05667774761884066	-0.108628072286792	-0.08265290995281632
common:TSS38920_+_90054890.23-CUFF.18734.2	-0.10361677586402347	0.21861721818555147	0.057500221160764
common:TSS38920_-_90054604.23-CUFF.18734.2	0.05526511513806005	0.12199273810695961	0.08862892662250983
common:TSS38920_-_90054808.23-CUFF.18734.2	-0.2130900917105375	0.14575446256942445	-0.03366781457055652
common:TSS38920_-_90054985.23-CUFF.18734.2	-0.18243013460507124	0.36046930706137403	0.0890195862281514
common:TSS39015_+_1420237.23-P1P2	0.06892570206044309	0.16934498286255864	0.11913534246150087
common:TSS39015_+_1420273.23-P1P2	0.016513099101658425	0.2743408556405201	0.14542697737108926
common:TSS39015_+_1420289.23-P1P2	0.30760752727631663	-0.1683027143126777	0.06965240648181946
common:TSS39015_+_1420352.23-P1P2	0.21268228281037604	-0.2938828808239853	-0.04060029900680462
common:TSS39015_+_1420419.23-P1P2	0.1389245046967592	-0.004060276777724074	0.06743211395951756
common:TSS39015_+_1420434.23-P1P2	0.014880516581312439	-0.04103182279042356	-0.013075653104555562
common:TSS39015_-_1420266.23-P1P2	-1.0368382779291807	-0.8331074554593386	-0.9349728666942596
common:TSS39015_-_1420315.23-P1P2	-0.3355709129816819	0.17521146853809003	-0.08017972222179594
common:TSS39015_-_1420322.23-P1P2	-0.021348967336087432	-0.23638522819851035	-0.12886709776729888
common:TSS39015_-_1420325.23-P1P2	0.25746131239420195	0.13651889970709022	0.1969901060506461
common:TSS39019_+_1606251.23-CUFF.18811.1,CUFF.18811.2	-0.1704964988857221	0.0606878915577466	-0.054904303663987755
common:TSS39019_+_1606263.23-CUFF.18811.1,CUFF.18811.2	0.016158697062693364	-0.29452472221318804	-0.13918301257524734
common:TSS39019_+_1606276.23-CUFF.18811.1,CUFF.18811.2	-0.02945730012082439	0.22838673683965424	0.09946471835941492
common:TSS39019_+_1606322.23-CUFF.18811.1,CUFF.18811.2	0.2081829707700465	0.04978551096169927	0.12898424086587287
common:TSS39019_+_1606459.23-CUFF.18811.1,CUFF.18811.2	0.01828598191272143	0.06224869712518027	0.04026733951895085
common:TSS39019_+_1606494.23-CUFF.18811.1,CUFF.18811.2	-0.04505839436365235	-0.12335629591551425	-0.0842073451395833
common:TSS39019_+_1606561.23-CUFF.18811.1,CUFF.18811.2	0.2708222547064311	-0.12095649364736194	0.07493288052953459
common:TSS39019_-_1606143.23-CUFF.18811.1,CUFF.18811.2	-0.20459910590740799	0.140758746362108	-0.03192017977264999
common:TSS39019_-_1606157.23-CUFF.18811.1,CUFF.18811.2	0.024991807114212915	-0.009319496866384046	0.007836155123914435
common:TSS39019_-_1606291.23-CUFF.18811.1,CUFF.18811.2	-0.09042833490184794	0.06736996327165531	-0.011529185815096314
common:TSS39040_+_2288137.23-CUFF.18822.2,ENST00000571775	0.013219811059882163	0.5507410709894449	0.2819804410246635
common:TSS39040_+_2288283.23-CUFF.18822.2,ENST00000571775	0.030153040819128594	0.0914781835836937	0.06081561220141114
common:TSS39040_+_2288394.23-CUFF.18822.2,ENST00000571775	-0.030347767419715205	0.10033979677459434	0.03499601467743957
common:TSS39040_+_2288555.23-CUFF.18822.2,ENST00000571775	-0.08769421414034381	0.2021103671613002	0.0572080765104782
common:TSS39040_-_2288151.23-CUFF.18822.2,ENST00000571775	0.03721889774387559	0.23640121685774135	0.13681005730080847
common:TSS39040_-_2288200.23-CUFF.18822.2,ENST00000571775	0.08982557863237117	-0.05952286412902719	0.01515135725167199
common:TSS39040_-_2288208.23-CUFF.18822.2,ENST00000571775	0.020936973862193658	-0.12084260046885939	-0.049952813303332864
common:TSS39040_-_2288360.23-CUFF.18822.2,ENST00000571775	0.226339557742009	-0.19990555251211634	0.013217002614946335
common:TSS39040_-_2288363.23-CUFF.18822.2,ENST00000571775	-0.2069800936140035	0.0017002272038830653	-0.10263993320506021
common:TSS39040_-_2288474.23-CUFF.18822.2,ENST00000571775	0.15455181854942313	0.005158202728537268	0.07985501063898019
common:TSS39043_+_2320141.23-CUFF.18817.1	-0.07993650158433266	0.0019330424187741816	-0.03900172958277924
common:TSS39043_+_2320145.23-CUFF.18817.1	-0.15394188591741215	0.12240707782253925	-0.01576740404743645
common:TSS39043_+_2320151.23-CUFF.18817.1	-0.20194255509766507	-0.07562360826370104	-0.13878308168068304
common:TSS39043_+_2320201.23-CUFF.18817.1	0.055807212889589466	0.07420101136288643	0.06500411212623794
common:TSS39043_+_2320336.23-CUFF.18817.1	0.025758936684827986	0.10996224823611539	0.06786059246047169
common:TSS39043_+_2320587.23-CUFF.18817.1	-0.014951467898852721	0.06290753444869893	0.0239780332749231
common:TSS39043_-_2320157.23-CUFF.18817.1	0.16014195266542144	-0.031409234445170825	0.06436635911012531
common:TSS39043_-_2320310.23-CUFF.18817.1	0.14009941947341142	0.01137929026064105	0.07573935486702624
common:TSS39043_-_2320335.23-CUFF.18817.1	-0.025171623682802468	-0.1258329325195636	-0.07550227810118303
common:TSS39043_-_2320347.23-CUFF.18817.1	-0.13510675235037625	-0.08672501798211386	-0.11091588516624507
common:TSS39077_+_4067286.23-ENST00000573371	-0.15152729533540327	-0.10457102903727379	-0.12804916218633852
common:TSS39077_+_4067310.23-ENST00000573371	0.10149805559756918	-0.08385212226815833	0.008822966664705424
common:TSS39077_+_4067317.23-ENST00000573371	-0.06063317306404583	-0.15027105456948373	-0.10545211381676478
common:TSS39077_+_4067351.23-ENST00000573371	-0.32830913095651904	0.1383956065724826	-0.09495676219201822
common:TSS39077_+_4067393.23-ENST00000573371	0.11990313649841253	-0.07000585327211173	0.0249486416131504
common:TSS39077_+_4067406.23-ENST00000573371	0.04381230671172971	0.11554195160101952	0.07967712915637462
common:TSS39077_+_4067419.23-ENST00000573371	0.06831945900002966	0.028043309758933037	0.04818138437948134
common:TSS39077_-_4067315.23-ENST00000573371	-0.048102576513140115	0.05388501571942367	0.0028912196031417765
common:TSS39077_-_4067361.23-ENST00000573371	-0.18464316860929025	0.0792015481049894	-0.052720810252150425
common:TSS39077_-_4067439.23-ENST00000573371	0.19407119861359737	-0.09913997540885014	0.047465611602373614
common:TSS39096_+_5015205.23-P1P2	-0.06944669145766366	0.012675376704745361	-0.02838565737645915
common:TSS39096_+_5015296.23-P1P2	-0.17815614032550164	0.1312652866047564	-0.023445426860372626
common:TSS39096_+_5015327.23-P1P2	-0.15462724783959875	-0.21929452232716332	-0.18696088508338105
common:TSS39096_+_5015330.23-P1P2	0.25808465850589163	-0.14666089049036699	0.05571188400776232
common:TSS39096_+_5015562.23-P1P2	0.11309283957522305	-0.05486304172611031	0.02911489892455637
common:TSS39096_+_5015634.23-P1P2	-0.3720600902132965	0.11635159458680769	-0.1278542478132444
common:TSS39096_-_5015261.23-P1P2	-0.20243922097946918	-0.28124421166611335	-0.24184171632279128
common:TSS39096_-_5015310.23-P1P2	0.06758716099497891	0.04087185058855496	0.05422950579176694
common:TSS39096_-_5015347.23-P1P2	-0.0536256859563635	0.06727296493620939	0.006823639489922945
common:TSS39096_-_5015494.23-P1P2	-0.01766332199718921	0.15284865706907316	0.06759266753594198
common:TSS39139_+_7308397.23-CUFF.18947.1,CUFF.18947.2	0.11150289556090731	0.20773484959623834	0.15961887257857282
common:TSS39139_+_7308400.23-CUFF.18947.1,CUFF.18947.2	-0.032963444735051084	-0.057351493624642785	-0.045157469179846935
common:TSS39139_+_7308430.23-CUFF.18947.1,CUFF.18947.2	-0.5147236590412204	-0.4943301955981114	-0.504526927319666
common:TSS39139_+_7308433.23-CUFF.18947.1,CUFF.18947.2	-0.002807264992858518	0.157107465287516	0.07715010014732875
common:TSS39139_+_7308459.23-CUFF.18947.1,CUFF.18947.2	0.15460444820027172	-0.021325407669283147	0.06663952026549429
common:TSS39139_+_7308462.23-CUFF.18947.1,CUFF.18947.2	-0.06590207474185068	0.28133579284211196	0.10771685905013065
common:TSS39139_+_7308488.23-CUFF.18947.1,CUFF.18947.2	0.23767808139823238	0.11781890237035698	0.17774849188429467
common:TSS39139_+_7308496.23-CUFF.18947.1,CUFF.18947.2	0.19875566156362656	-0.3788223157497348	-0.09003332709305412
common:TSS39139_+_7308659.23-CUFF.18947.1,CUFF.18947.2	-0.09704716670754862	-0.10516264579962181	-0.10110490625358522
common:TSS39139_-_7308626.23-CUFF.18947.1,CUFF.18947.2	-0.022947963431157924	0.3232353544753621	0.1501436955221021
common:TSS39144_+_7476141.23-P1P2	0.010243119402674904	-0.01755641337555323	-0.0036566469864391634
common:TSS39144_+_7476226.23-P1P2	0.020777359797235388	0.2576368645369875	0.13920711216711143
common:TSS39144_+_7476510.23-P1P2	0.27860458109600383	-0.1485178730484042	0.06504335402379982
common:TSS39144_-_7476155.23-P1P2	0.06654812765898321	-0.1416391283770305	-0.03754550035902364
common:TSS39144_-_7476191.23-P1P2	0.3189345357900909	0.03176054207793648	0.1753475389340137
common:TSS39144_-_7476210.23-P1P2	0.16972638806565005	-0.14402765496357084	0.012849366551039604
common:TSS39144_-_7476320.23-P1P2	0.09721052334160926	-0.029249941756498792	0.03398029079255523
common:TSS39144_-_7476362.23-P1P2	0.32340828616051975	0.22846111718555906	0.2759347016730394
common:TSS39144_-_7476374.23-P1P2	0.18134687503782312	-0.05201689608409658	0.06466498947686328
common:TSS39144_-_7476394.23-P1P2	0.2549995580530756	0.2845811755436311	0.26979036679835333
