	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma
	Rep1	Rep1	Rep1	Rep1	Rep1	Rep2	Rep2	Rep2	Rep2	Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2
	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg
gene															
pseudo_1107	pseudo_transcript_0	0.577939722924371	-0.04741639601721793	10.0	10.0	pseudo_transcript_0	0.3125525399600054	0.10055059631612795	10.0	10.0	pseudo_transcript_0	0.826575811019814	0.062227941761072915	10.0	10.0
pseudo_1108	pseudo_transcript_0	0.5820632759335088	-0.0449807846205621	10.0	10.0	pseudo_transcript_0	0.8883382859128288	0.05528524455888271	10.0	10.0	pseudo_transcript_0	0.709380755507062	-0.05081742393303195	10.0	10.0
pseudo_1109	pseudo_transcript_0	0.29705336095634327	0.20365624445271738	10.0	10.0	pseudo_transcript_0	0.6692130784762744	-0.033120333396734807	10.0	10.0	pseudo_transcript_0	0.3454815927532683	0.13942975065824484	10.0	10.0
pseudo_111	pseudo_transcript_0	0.14978058707407169	-0.053981205551128425	10.0	10.0	pseudo_transcript_0	0.06528325098449587	-0.04827000346674796	10.0	10.0	pseudo_transcript_0	0.04168938818590373	-0.06280714381114319	10.0	10.0
pseudo_1110	pseudo_transcript_0	0.16802776762899885	-0.002726566289486384	10.0	10.0	pseudo_transcript_0	0.15304748645082195	-0.20988938513825128	10.0	10.0	pseudo_transcript_0	0.06720335705763732	-0.14320949391742374	10.0	10.0
pseudo_1111	pseudo_transcript_0	0.07671394472918369	0.004704328552823711	10.0	10.0	pseudo_transcript_0	0.56468636725705	-0.0857552296513275	10.0	10.0	pseudo_transcript_0	0.3755264835025858	-0.0043996258549671985	10.0	10.0
pseudo_1112	pseudo_transcript_0	0.26097616700488024	0.26895158019379234	10.0	10.0	pseudo_transcript_0	0.32790361633861864	0.21952443183753545	10.0	10.0	pseudo_transcript_0	0.14063385332017664	0.19500250012562068	10.0	10.0
pseudo_1113	pseudo_transcript_0	0.2251567158836555	-0.06610271683014336	10.0	10.0	pseudo_transcript_0	0.9109223297532298	-0.06969425671290408	10.0	10.0	pseudo_transcript_0	0.33405575143882305	-0.12125171345054646	10.0	10.0
pseudo_1114	pseudo_transcript_0	0.328062773406515	-0.20050394616316872	10.0	10.0	pseudo_transcript_0	0.5626579668976703	-0.07848873888328939	10.0	10.0	pseudo_transcript_0	0.32880805779099265	-0.09156535898714628	10.0	10.0
pseudo_1115	pseudo_transcript_0	0.8832769089312894	0.10614125503135292	10.0	10.0	pseudo_transcript_0	0.1539127513872239	-0.005819720625621666	10.0	10.0	pseudo_transcript_0	0.33030191660588004	-0.014388751203852213	10.0	10.0
pseudo_1116	pseudo_transcript_0	0.5119656198116493	-0.05875839122506282	10.0	10.0	pseudo_transcript_0	0.6217990488495133	0.04447964836651852	10.0	10.0	pseudo_transcript_0	0.33707854106626833	-0.04279748548732565	10.0	10.0
pseudo_1117	pseudo_transcript_0	0.9849826085718324	-0.003595027209937929	10.0	10.0	pseudo_transcript_0	0.19267436056952203	0.27245345323763454	10.0	10.0	pseudo_transcript_0	0.3447122073879114	0.18263692661075803	10.0	10.0
pseudo_1118	pseudo_transcript_0	0.8856545969194081	-0.15862008820755344	10.0	10.0	pseudo_transcript_0	0.4335527293733069	0.03424984482680005	10.0	10.0	pseudo_transcript_0	0.6771492549927904	-0.07670729976343962	10.0	10.0
pseudo_1119	pseudo_transcript_0	0.7466981459973567	-0.1337362311143504	10.0	10.0	pseudo_transcript_0	0.6714018033983933	0.10134131549858105	10.0	10.0	pseudo_transcript_0	0.9226273490576165	-0.05424831383006442	10.0	10.0
pseudo_112	pseudo_transcript_0	0.9453762067027192	0.07591879637904612	10.0	10.0	pseudo_transcript_0	0.7736744395471252	0.16942108443884915	10.0	10.0	pseudo_transcript_0	0.6915290827984801	0.0866157402347049	10.0	10.0
pseudo_1120	pseudo_transcript_0	0.6390269641342561	0.14526432239593182	10.0	10.0	pseudo_transcript_0	0.39493473375043453	0.3385072951260948	10.0	10.0	pseudo_transcript_0	0.14267398584042462	0.20073284171923977	10.0	10.0
pseudo_1121	pseudo_transcript_0	0.13901795893014893	-0.23763117309806983	10.0	10.0	pseudo_transcript_0	0.9467211742711413	0.0932707887340094	10.0	10.0	pseudo_transcript_0	0.14308472502633046	-0.026182081173317648	10.0	10.0
pseudo_1122	pseudo_transcript_0	0.31194408434569054	0.04460208799529314	10.0	10.0	pseudo_transcript_0	0.9240314701026751	0.21329266276351447	10.0	10.0	pseudo_transcript_0	0.8043621336480355	0.05705918941290558	10.0	10.0
pseudo_1123	pseudo_transcript_0	0.43140742460600623	0.09630328204862242	10.0	10.0	pseudo_transcript_0	0.9395504550103259	-0.03051821274758292	10.0	10.0	pseudo_transcript_0	0.6982040257747957	0.07768690451444396	10.0	10.0
pseudo_1124	pseudo_transcript_0	0.1884007964823532	-0.16320887712591167	10.0	10.0	pseudo_transcript_0	0.14542585400842153	-0.2216682855149358	10.0	10.0	pseudo_transcript_0	0.0361413032116827	-0.14216729550009946	10.0	10.0
pseudo_1125	pseudo_transcript_0	0.14063385332017664	0.13356505216624712	10.0	10.0	pseudo_transcript_0	0.9228388228631187	0.0509055155809677	10.0	10.0	pseudo_transcript_0	0.4367160122423187	0.12882411678454522	10.0	10.0
pseudo_1126	pseudo_transcript_0	0.7049023934578904	0.12384717320227834	10.0	10.0	pseudo_transcript_0	0.7348891735840821	-0.09919078344373423	10.0	10.0	pseudo_transcript_0	0.8289225192380278	-0.005359294376312061	10.0	10.0
pseudo_1127	pseudo_transcript_0	0.0036529349625268933	0.23450635971335101	9.0	9.0	pseudo_transcript_0	0.33764774049374424	0.6000781483972137	10.0	10.0	pseudo_transcript_0	0.025639633761220814	0.1630956031505368	9.0	9.0
pseudo_1128	pseudo_transcript_0	0.5820632759335088	0.21211224467745451	10.0	10.0	pseudo_transcript_0	0.7610590092282113	0.0622343976812516	10.0	10.0	pseudo_transcript_0	0.7985418067518534	0.1518687106620404	10.0	10.0
pseudo_1129	pseudo_transcript_0	0.1456899087751589	0.17628974958125343	9.0	9.0	pseudo_transcript_0	0.5759050041634322	-0.07679268106852395	10.0	10.0	pseudo_transcript_0	0.639382582347138	-0.007392793276715858	9.0	9.0
pseudo_113	pseudo_transcript_0	0.19506190958262493	-0.2766442426607993	10.0	10.0	pseudo_transcript_0	0.4920707017807011	0.010915804756817013	10.0	10.0	pseudo_transcript_0	0.15106225365845527	-0.14887157307004373	10.0	10.0
pseudo_1130	pseudo_transcript_0	0.5830963076983267	-0.1332921744763851	10.0	10.0	pseudo_transcript_0	0.9598782910871607	-0.03548897541144742	10.0	10.0	pseudo_transcript_0	0.5354943894948888	-0.07932137421947211	10.0	10.0
pseudo_1131	pseudo_transcript_0	0.3722899192609166	0.06601664863925857	10.0	10.0	pseudo_transcript_0	0.9898158474137918	-0.02923136338248884	10.0	10.0	pseudo_transcript_0	0.5335130466104181	0.13885138015156837	10.0	10.0
pseudo_1132	pseudo_transcript_0	0.6650726946309774	0.08845422606242387	10.0	10.0	pseudo_transcript_0	0.1682674015685468	0.055311407059354646	10.0	10.0	pseudo_transcript_0	0.6749472202148461	0.07854600494609072	10.0	10.0
pseudo_1133	pseudo_transcript_0	0.4537726529143513	-0.04397791450381022	10.0	10.0	pseudo_transcript_0	0.7450948317496615	-0.02852610573998926	10.0	10.0	pseudo_transcript_0	0.391136252522461	-0.03202018320288139	10.0	10.0
pseudo_1134	pseudo_transcript_0	0.39363647468628193	-0.2663367056523787	10.0	10.0	pseudo_transcript_0	0.11711370751922141	-0.48772605447982414	10.0	10.0	pseudo_transcript_0	0.12924062412372833	-0.3313487449559035	10.0	10.0
pseudo_1135	pseudo_transcript_0	0.678251309493413	-0.09961297532323775	10.0	10.0	pseudo_transcript_0	0.9958064308410327	0.10207272244201211	10.0	10.0	pseudo_transcript_0	0.8702189775046234	-0.08548502136137674	10.0	10.0
pseudo_1136	pseudo_transcript_0	0.6028843036791044	-0.11722469357681113	10.0	10.0	pseudo_transcript_0	0.6377999819607459	0.1402809553991751	10.0	10.0	pseudo_transcript_0	0.9393845808285824	0.03650337377293571	10.0	10.0
pseudo_1137	pseudo_transcript_0	0.331800154186375	-0.04479382255642198	10.0	10.0	pseudo_transcript_0	0.7622032979529119	0.13686485640407683	10.0	10.0	pseudo_transcript_0	0.561584483842132	-0.036817639936774185	10.0	10.0
pseudo_1138	pseudo_transcript_0	0.1929941929032455	-0.08992691189562123	10.0	10.0	pseudo_transcript_0	0.10695005492750714	-0.25233951422157	10.0	10.0	pseudo_transcript_0	0.11368312887244487	-0.24666611137987474	10.0	10.0
pseudo_1139	pseudo_transcript_0	0.19819387699661983	-0.07271444507526055	10.0	10.0	pseudo_transcript_0	0.2052740358833539	0.1833461728673534	10.0	10.0	pseudo_transcript_0	0.9202360848664909	-0.014573511669548117	10.0	10.0
pseudo_114	pseudo_transcript_0	0.4358286434314441	-0.058399120504201006	10.0	10.0	pseudo_transcript_0	0.06206393363597639	-0.23443853168409098	10.0	10.0	pseudo_transcript_0	0.0557312668354241	-0.0893912293174901	10.0	10.0
pseudo_1140	pseudo_transcript_0	0.48898786838116526	0.35626442942368536	10.0	10.0	pseudo_transcript_0	0.3338781974123596	0.10947511422794827	10.0	10.0	pseudo_transcript_0	0.07546821494584395	0.17541144899509234	10.0	10.0
pseudo_1141	pseudo_transcript_0	0.7319207022292589	-0.25819678979599664	10.0	10.0	pseudo_transcript_0	0.6812853621058936	-0.19345895839327498	10.0	10.0	pseudo_transcript_0	0.755838869546191	-0.13419927086133773	10.0	10.0
pseudo_1142	pseudo_transcript_0	0.36347887806670875	-0.3079479336647412	10.0	10.0	pseudo_transcript_0	0.6367278764267607	0.05296836852382782	10.0	10.0	pseudo_transcript_0	0.31338747457953986	-0.10423019177054375	10.0	10.0
pseudo_1143	pseudo_transcript_0	0.9741730732781534	0.07682230373519801	10.0	10.0	pseudo_transcript_0	0.8623023144667652	0.10805332182480265	10.0	10.0	pseudo_transcript_0	0.8043621336480355	0.02392310938305375	10.0	10.0
pseudo_1144	pseudo_transcript_0	0.9011337282757825	0.05514002150904387	10.0	10.0	pseudo_transcript_0	0.27462526436756474	-0.08146342842109855	10.0	10.0	pseudo_transcript_0	0.25779593703632664	-0.02108077988712836	10.0	10.0
pseudo_1145	pseudo_transcript_0	0.21274329771704048	0.4816501130786303	10.0	10.0	pseudo_transcript_0	0.8340700279970779	0.10321843918026652	10.0	10.0	pseudo_transcript_0	0.44295666449817006	0.2362379048031111	10.0	10.0
pseudo_1146	pseudo_transcript_0	0.38451627097124863	-0.10113546336584334	10.0	10.0	pseudo_transcript_0	0.28871822882843845	0.2380763253829273	10.0	10.0	pseudo_transcript_0	0.7776833495111819	0.01740780684547591	10.0	10.0
pseudo_1147	pseudo_transcript_0	0.5424581607690488	0.07590941044713771	10.0	10.0	pseudo_transcript_0	0.30968308712256165	0.07318911298779039	10.0	10.0	pseudo_transcript_0	0.35636773467765037	0.0799847673688442	10.0	10.0
pseudo_1148	pseudo_transcript_0	0.2350971270835418	0.09026724580207428	10.0	10.0	pseudo_transcript_0	0.8037257419432828	0.029417514969865857	10.0	10.0	pseudo_transcript_0	0.31411081555120257	0.0887005203228941	10.0	10.0
pseudo_1149	pseudo_transcript_0	0.3508979037239346	-0.051331847616861825	10.0	10.0	pseudo_transcript_0	0.41269112942034336	-0.04549906897100444	10.0	10.0	pseudo_transcript_0	0.2099923345465936	-0.04908356721557189	10.0	10.0
pseudo_115	pseudo_transcript_0	0.9777758227907319	-0.03510668276205164	10.0	10.0	pseudo_transcript_0	0.09810685321261102	0.2458586686842311	10.0	10.0	pseudo_transcript_0	0.2018941371407562	0.06843462127586329	10.0	10.0
pseudo_1150	pseudo_transcript_0	0.46209321609555964	0.0996510083849451	9.0	9.0	pseudo_transcript_0	0.5759050041634322	0.5796516322408022	10.0	10.0	pseudo_transcript_0	0.6473520875803502	0.12678847525363113	9.0	9.0
pseudo_1151	pseudo_transcript_0	0.7684631296782893	0.12978938879287236	10.0	10.0	pseudo_transcript_0	0.3406829854590976	0.035542105751062314	10.0	10.0	pseudo_transcript_0	0.709380755507062	0.05292451414131077	10.0	10.0
pseudo_1152	pseudo_transcript_0	0.9897878496658172	-0.0016331115738695094	10.0	10.0	pseudo_transcript_0	0.10793386351487816	-0.19866981209277923	10.0	10.0	pseudo_transcript_0	0.37390603460737837	-0.23031138103766371	10.0	10.0
pseudo_1153	pseudo_transcript_0	0.019634920105179515	-0.2863467619672478	10.0	10.0	pseudo_transcript_0	0.35066778280628974	0.052366058090882205	10.0	10.0	pseudo_transcript_0	0.013557646282549655	-0.09059907691610736	10.0	10.0
pseudo_1154	pseudo_transcript_0	0.5707567637743247	-0.12229046397346961	10.0	10.0	pseudo_transcript_0	0.10695005492750714	-0.0759094293117492	10.0	10.0	pseudo_transcript_0	0.09902181777550344	-0.1352694768025832	10.0	10.0
pseudo_1155	pseudo_transcript_0	0.4601501530073465	0.1972395006000658	10.0	10.0	pseudo_transcript_0	0.2610095160407734	0.06844652029142193	10.0	10.0	pseudo_transcript_0	0.1884007964823532	0.05293821969276571	10.0	10.0
pseudo_1156	pseudo_transcript_1	0.2850889484931307	-0.0984092975735545	9.0	9.0	pseudo_transcript_0	0.5989987938583472	-0.027779363372963713	6.0	6.0	pseudo_transcript_1	0.35115081211315935	-0.06643578886038615	9.0	9.0
pseudo_1157	pseudo_transcript_0	0.04214453592038932	0.23817200130542104	10.0	10.0	pseudo_transcript_0	0.5150602110717809	0.1179113048451813	10.0	10.0	pseudo_transcript_0	0.1961018400341883	0.06318635770429738	10.0	10.0
pseudo_1158	pseudo_transcript_0	0.9274119546024215	0.03571605559635582	10.0	10.0	pseudo_transcript_0	0.24725387064027493	0.024042211554451704	10.0	10.0	pseudo_transcript_0	0.3206702627550707	0.0004937458192560418	10.0	10.0
pseudo_1159	pseudo_transcript_0	0.6102500498516594	0.2499894529596327	10.0	10.0	pseudo_transcript_0	0.6989909970713435	0.3186317232639804	10.0	10.0	pseudo_transcript_0	0.26097616700488024	0.21430845918332878	10.0	10.0
pseudo_116	pseudo_transcript_0	0.915455741033016	-0.027021050465432673	10.0	10.0	pseudo_transcript_0	0.4733415758554961	-0.044817362119569416	10.0	10.0	pseudo_transcript_0	0.6948635972559	0.02747930661432396	10.0	10.0
pseudo_1160	pseudo_transcript_0	0.3836936190909819	-0.0963259794334861	10.0	10.0	pseudo_transcript_0	0.0291692375148768	-0.1909114738489408	10.0	10.0	pseudo_transcript_0	0.07899847677567046	-0.20257355775373145	10.0	10.0
pseudo_1161	pseudo_transcript_0	0.1580393361642618	-0.28394030689855343	10.0	10.0	pseudo_transcript_0	0.2140001257843458	-0.5081103427503662	10.0	10.0	pseudo_transcript_0	0.08003143720258238	-0.4171017534599019	10.0	10.0
pseudo_1162	pseudo_transcript_0	0.406282139343484	-0.08983449160564855	10.0	10.0	pseudo_transcript_0	0.1762909420843869	-0.05770028964121518	10.0	10.0	pseudo_transcript_0	0.22573300440779065	-0.08985757010280086	10.0	10.0
pseudo_1163	pseudo_transcript_0	0.7997049880761676	-0.090313637425475	10.0	10.0	pseudo_transcript_0	0.2381710924208731	-0.02743695475719381	10.0	10.0	pseudo_transcript_0	0.32657549506324557	-0.12212239364298898	10.0	10.0
pseudo_1164	pseudo_transcript_0	0.07135570659636124	-0.05256983641535856	10.0	10.0	pseudo_transcript_0	0.35222022063095926	0.045037161457852304	10.0	10.0	pseudo_transcript_0	0.06675451763497593	-0.13189301882395665	10.0	10.0
pseudo_1165	pseudo_transcript_0	0.48145394642065253	-0.11214291963590882	10.0	10.0	pseudo_transcript_0	0.41871347468428843	0.14983197460589523	10.0	10.0	pseudo_transcript_0	0.8904130416502724	-0.03355621981892505	10.0	10.0
pseudo_1166	pseudo_transcript_0	0.915455741033016	-0.08256920691999957	10.0	10.0	pseudo_transcript_0	0.11817044754415301	0.18848968516342612	10.0	10.0	pseudo_transcript_0	0.48804266791050177	0.11244134814001955	10.0	10.0
pseudo_1167	pseudo_transcript_0	0.5986933534992869	0.08680817990700547	10.0	10.0	pseudo_transcript_0	0.5903336022629947	0.0774584215223958	10.0	10.0	pseudo_transcript_0	0.4376044208988442	0.09662668584310237	10.0	10.0
pseudo_1168	pseudo_transcript_0	0.07772255456058774	-0.14386416058191573	10.0	10.0	pseudo_transcript_0	0.5267607002914088	-0.026714804897216348	10.0	10.0	pseudo_transcript_0	0.5474597727692168	-0.07251216445605006	10.0	10.0
pseudo_1169	pseudo_transcript_0	0.42351509747090754	-0.08881649877320696	10.0	10.0	pseudo_transcript_0	0.002689977267732481	-0.23737935511664623	10.0	10.0	pseudo_transcript_0	0.00606330635687713	-0.14641870638003826	10.0	10.0
pseudo_117	pseudo_transcript_0	0.1123143239343275	-0.11332695439495151	10.0	10.0	pseudo_transcript_0	0.20260091426341054	0.05962794363379256	10.0	10.0	pseudo_transcript_0	0.8020326817508333	-0.08528323282123573	10.0	10.0
pseudo_1170	pseudo_transcript_0	0.03695152530604078	0.26511001373936977	10.0	10.0	pseudo_transcript_0	0.8682075074157198	0.0035642915580898216	10.0	10.0	pseudo_transcript_0	0.1634303275146547	0.14098400415703569	10.0	10.0
pseudo_1171	pseudo_transcript_0	0.07874193830850042	0.21328204466848563	10.0	10.0	pseudo_transcript_0	0.4613811103141162	0.05106459793342468	10.0	10.0	pseudo_transcript_0	0.16206975680095115	0.1922082656742461	10.0	10.0
pseudo_1172	pseudo_transcript_0	0.8797123543018741	-0.09119730226543138	10.0	10.0	pseudo_transcript_0	0.6049264258876099	-0.03911755046599758	10.0	10.0	pseudo_transcript_0	0.6304410383872524	0.019285481906764046	10.0	10.0
pseudo_1173	pseudo_transcript_0	0.9705708506330956	-0.02293807666858679	10.0	10.0	pseudo_transcript_0	0.9718488919828833	-0.06686092290946875	10.0	10.0	pseudo_transcript_0	0.8619275389211014	-0.08383440289556326	10.0	10.0
pseudo_1174	pseudo_transcript_0	0.4842717414067391	-0.09613273476403428	10.0	10.0	pseudo_transcript_0	0.19063089380997267	0.18820864641925972	10.0	10.0	pseudo_transcript_0	0.9525702088273201	0.05900994515634308	10.0	10.0
pseudo_1175	pseudo_transcript_0	0.5820632701599958	0.0716456213213829	10.0	10.0	pseudo_transcript_0	0.7348891697130386	-0.09334519592421435	10.0	10.0	pseudo_transcript_0	0.9549690970864033	0.07998277544416381	10.0	10.0
pseudo_1176	pseudo_transcript_0	0.8927937560903715	0.25849779561301406	10.0	10.0	pseudo_transcript_0	0.25344219569549964	0.20007980254314575	10.0	10.0	pseudo_transcript_0	0.473983643550532	0.19985578655649236	10.0	10.0
pseudo_1177	pseudo_transcript_0	0.5615844898287521	0.21721359986511823	10.0	10.0	pseudo_transcript_0	0.6281785519756862	0.13769216936797987	10.0	10.0	pseudo_transcript_0	0.36109869477427603	0.09947605489722407	10.0	10.0
pseudo_1178	pseudo_transcript_0	0.1063148467921125	-0.290543459285764	10.0	10.0	pseudo_transcript_0	0.1762909420843869	0.2474612784077981	10.0	10.0	pseudo_transcript_0	0.651996767757879	0.01888038978873022	10.0	10.0
pseudo_1179	pseudo_transcript_0	0.9813790257161142	0.15004050872129285	10.0	10.0	pseudo_transcript_0	0.9156866752324342	0.15578296489515397	10.0	10.0	pseudo_transcript_0	0.6815615966217146	0.1583300514904716	10.0	10.0
pseudo_118	pseudo_transcript_0	0.03560960993953137	-0.23401191138322872	10.0	10.0	pseudo_transcript_0	0.7679325167183091	0.19391554056176022	10.0	10.0	pseudo_transcript_0	0.30479295624666347	-0.028801560482513644	10.0	10.0
pseudo_1180	pseudo_transcript_0	0.12924062998224314	0.38546848425553315	10.0	10.0	pseudo_transcript_0	0.46688023452669536	0.03527486131505426	10.0	10.0	pseudo_transcript_0	0.07182978798961333	0.07834753613726157	10.0	10.0
pseudo_1181	pseudo_transcript_0	0.044165722363003194	0.32299520071199156	10.0	10.0	pseudo_transcript_0	0.38008885968718964	-0.07471828188763653	10.0	10.0	pseudo_transcript_0	0.21719880849801643	0.145398465377705	10.0	10.0
pseudo_1182	pseudo_transcript_0	0.606036154359245	-0.11742808957804969	10.0	10.0	pseudo_transcript_0	0.4977659876287478	-0.09472804585132671	10.0	10.0	pseudo_transcript_0	0.45558969093839774	-0.15299741612256623	10.0	10.0
pseudo_1183	pseudo_transcript_0	0.15321690538227944	0.29944890945331654	10.0	10.0	pseudo_transcript_0	0.8446341314475665	-0.036881302846187035	10.0	10.0	pseudo_transcript_0	0.28129856464166003	0.17959962312443986	10.0	10.0
pseudo_1184	pseudo_transcript_0	0.3618910007647582	0.07849300496443032	10.0	10.0	pseudo_transcript_0	0.5830984918863905	0.10570915025136017	10.0	10.0	pseudo_transcript_0	0.38287204559787846	0.08365528659420211	10.0	10.0
pseudo_1185	pseudo_transcript_0	0.8838204368752317	0.23596153919566934	9.0	9.0	pseudo_transcript_0	0.6101770682151808	0.6133754506048995	10.0	10.0	pseudo_transcript_0	0.36780503256969366	0.07081815724209692	9.0	9.0
pseudo_1186	pseudo_transcript_0	0.6039341007938405	-0.024567780503724185	10.0	10.0	pseudo_transcript_0	0.45591836051068113	0.07301276721693496	10.0	10.0	pseudo_transcript_0	0.9909892246338633	0.055863806332970355	10.0	10.0
pseudo_1187	pseudo_transcript_0	0.6379510428043977	-0.125631731648957	10.0	10.0	pseudo_transcript_0	0.6442484712343263	0.14590205248605842	10.0	10.0	pseudo_transcript_0	0.7938935757286827	0.010157521800469574	10.0	10.0
pseudo_1188	pseudo_transcript_0	0.7857768492106973	-0.14699579142219155	10.0	10.0	pseudo_transcript_0	0.21566561767992987	-0.08765126632242326	10.0	10.0	pseudo_transcript_0	0.2609761597106778	-0.10255597612206531	10.0	10.0
