	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma
	Rep1	Rep1	Rep1	Rep1	Rep1	Rep2	Rep2	Rep2	Rep2	Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2
	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg
gene															
pseudo_1004	pseudo_transcript_0	0.6509118507791156	-0.07195131723659737	10.0	10.0	pseudo_transcript_0	0.296291494761594	-0.14783769795829768	10.0	10.0	pseudo_transcript_0	0.24048371525694856	-0.09927140420183844	10.0	10.0
pseudo_1005	pseudo_transcript_0	0.23038124289532436	-0.19263550186762138	10.0	10.0	pseudo_transcript_0	0.043642474425864525	0.29013261188849954	10.0	10.0	pseudo_transcript_0	0.6541688108208463	0.06819164824471928	10.0	10.0
pseudo_1006	pseudo_transcript_0	0.6826663932864169	0.12812482946347276	10.0	10.0	pseudo_transcript_0	0.22816506617711885	-0.27227885299969434	10.0	10.0	pseudo_transcript_0	0.3431767186257494	-0.01202363925115065	10.0	10.0
pseudo_1007	pseudo_transcript_0	0.5345032547512373	0.18362958964959417	10.0	10.0	pseudo_transcript_0	0.13298560284556715	0.15283611782952153	10.0	10.0	pseudo_transcript_0	0.26353980984244685	0.15216839378107558	10.0	10.0
pseudo_1008	pseudo_transcript_0	0.23214175631100398	-0.01751703964687601	10.0	10.0	pseudo_transcript_0	0.5257805016455163	-0.017561487532481518	10.0	10.0	pseudo_transcript_0	0.5434566581092983	-0.044879456541090434	10.0	10.0
pseudo_1009	pseudo_transcript_0	0.6639790639364167	0.3010160001794943	10.0	10.0	pseudo_transcript_0	0.8375881691411853	0.12394428953582393	10.0	10.0	pseudo_transcript_0	0.6509118507791156	0.1847848425034265	10.0	10.0
pseudo_101	pseudo_transcript_0	0.002961411511078521	-0.4080567178867307	10.0	10.0	pseudo_transcript_0	0.04090035201699097	-0.462012552542957	10.0	10.0	pseudo_transcript_0	0.001081727546560376	-0.4259653452350722	10.0	10.0
pseudo_1010	pseudo_transcript_0	0.9561686965996142	0.23765912921449175	10.0	10.0	pseudo_transcript_0	0.08458503147036243	0.24763615696431288	10.0	10.0	pseudo_transcript_0	0.4702725181802011	0.27927472867924236	10.0	10.0
pseudo_1011	pseudo_transcript_0	0.9429791664343763	-0.06287548325140381	10.0	10.0	pseudo_transcript_0	0.7224790401471239	0.010183317977780035	10.0	10.0	pseudo_transcript_0	0.9717715284409818	0.026180525752412184	10.0	10.0
pseudo_1012	pseudo_transcript_0	0.7206203838506584	0.06392295040568237	10.0	10.0	pseudo_transcript_0	0.38912014227913483	0.26474047049551375	10.0	10.0	pseudo_transcript_0	0.25779593703632664	0.06328294431248838	10.0	10.0
pseudo_1013	pseudo_transcript_0	0.5266076494692549	0.19960907461874497	10.0	10.0	pseudo_transcript_0	0.16367750063746023	0.21862414901343952	10.0	10.0	pseudo_transcript_0	0.9969963514568531	0.1760404106803158	10.0	10.0
pseudo_1014	pseudo_transcript_0	0.4537726529143513	0.1100857338812415	10.0	10.0	pseudo_transcript_0	0.786349937559191	-0.0007284718648341848	10.0	10.0	pseudo_transcript_0	0.5013647247946208	0.03396451123032191	10.0	10.0
pseudo_1015	pseudo_transcript_0	0.22746818567273108	0.03336325399665638	10.0	10.0	pseudo_transcript_0	0.9204540514228192	-0.03780879959333816	10.0	10.0	pseudo_transcript_0	0.48898786838116526	-0.02133932789908082	10.0	10.0
pseudo_1016	pseudo_transcript_0	0.6144769024525347	-0.1606091935149241	10.0	10.0	pseudo_transcript_0	0.7067896949064929	0.13959968611523396	10.0	10.0	pseudo_transcript_0	0.5374794332556891	0.024226898519498	10.0	10.0
pseudo_1017	pseudo_transcript_0	0.8395013171167159	0.11362789686254533	10.0	10.0	pseudo_transcript_0	0.2661403753260587	0.16172870371024103	10.0	10.0	pseudo_transcript_0	0.4842717414067391	0.14861418758854028	10.0	10.0
pseudo_1018	pseudo_transcript_0	0.15653991640916656	0.21575070031712082	9.0	9.0	pseudo_transcript_0	0.23996854004275692	0.7055744415650196	10.0	10.0	pseudo_transcript_0	0.15747103425403985	0.13971986755535332	9.0	9.0
pseudo_1019	pseudo_transcript_0	0.8832769089312894	0.03533808584850242	10.0	10.0	pseudo_transcript_0	0.7269835726248347	-0.022873718839571112	10.0	10.0	pseudo_transcript_0	0.6422592817388899	0.0330125354069144	10.0	10.0
pseudo_102	pseudo_transcript_0	0.6793540526469497	0.06734958201104942	10.0	10.0	pseudo_transcript_0	0.5356242731296769	0.04303591843715351	10.0	10.0	pseudo_transcript_0	0.577939722924371	0.1335540231745273	10.0	10.0
pseudo_1020	pseudo_transcript_0	0.7138691817910696	0.3391531142440214	10.0	10.0	pseudo_transcript_0	0.7840409768293914	-0.042277145799369115	10.0	10.0	pseudo_transcript_0	0.6926399269459027	0.15136173477938217	10.0	10.0
pseudo_1021	pseudo_transcript_0	0.7026670301681179	-0.1539272141263239	10.0	10.0	pseudo_transcript_0	0.9491124023768275	-0.10530251265730117	10.0	10.0	pseudo_transcript_0	0.8160350713166437	-0.10683261772841689	10.0	10.0
pseudo_1022	pseudo_transcript_0	0.5687123266912282	0.10435794893230003	10.0	10.0	pseudo_transcript_0	0.2983797951566026	0.048988292745712675	10.0	10.0	pseudo_transcript_0	0.8820884577717026	0.05890771983407294	10.0	10.0
pseudo_1023	pseudo_transcript_0	0.0400559542351395	-0.3178231950478752	10.0	10.0	pseudo_transcript_0	0.9252242881360515	0.11250217972550676	10.0	10.0	pseudo_transcript_0	0.17083245865172536	-0.12537440386965884	10.0	10.0
pseudo_1024	pseudo_transcript_0	0.1878954397589635	-0.03043409851186767	10.0	10.0	pseudo_transcript_0	0.24480841290953226	-0.06770188938921641	10.0	10.0	pseudo_transcript_0	0.061558474608034736	-0.022508378833472346	10.0	10.0
pseudo_1025	pseudo_transcript_0	0.3869906923845936	0.15853821194147374	10.0	10.0	pseudo_transcript_0	0.7679325167183091	-0.03371791692028469	10.0	10.0	pseudo_transcript_0	0.5758831135349278	0.08154296819025576	10.0	10.0
pseudo_1026	pseudo_transcript_0	0.6059971778204267	0.11566479599511824	7.0	7.0	pseudo_transcript_0	0.31832159127522186	1.081596582626234	9.0	9.0	pseudo_transcript_0	0.9209862545339422	0.061077027272641304	7.0	7.0
pseudo_1027	pseudo_transcript_0	0.46289864472019426	0.1218943185615801	10.0	10.0	pseudo_transcript_0	0.9586816837609335	0.03940278785735895	10.0	10.0	pseudo_transcript_0	0.48145394642065253	-0.039551709576742006	10.0	10.0
pseudo_1028	pseudo_transcript_0	0.795054954421974	0.17201210834151306	10.0	10.0	pseudo_transcript_0	0.48359374559775326	-0.05236768252906346	10.0	10.0	pseudo_transcript_0	0.9142611258298042	0.1323360328531517	10.0	10.0
pseudo_1029	pseudo_transcript_0	0.21719880849801643	0.31702540640432003	10.0	10.0	pseudo_transcript_0	0.20473737094728217	-0.09940403136305159	10.0	10.0	pseudo_transcript_0	0.9059043916630704	0.06831687854543576	10.0	10.0
pseudo_103	pseudo_transcript_0	0.6102500498516594	0.06580668363078065	10.0	10.0	pseudo_transcript_0	0.04720329982050944	0.21892791972906975	10.0	10.0	pseudo_transcript_0	0.22688873869448445	0.052086652920020265	10.0	10.0
pseudo_1030	pseudo_transcript_0	0.18289679192723762	-0.1109173257209339	10.0	10.0	pseudo_transcript_0	0.5892974879526267	-0.1371332274100523	10.0	10.0	pseudo_transcript_0	0.25906478858182436	-0.2531898683052565	10.0	10.0
pseudo_1031	pseudo_transcript_0	0.5197481869703944	0.059237330070583856	10.0	10.0	pseudo_transcript_0	0.39160570334576306	-0.055821586675298344	10.0	10.0	pseudo_transcript_0	0.8832769089312894	0.0023213341645971475	10.0	10.0
pseudo_1032	pseudo_transcript_0	0.04949198987989078	-0.19380648827850763	10.0	10.0	pseudo_transcript_0	0.4335527293733069	0.16796303411021998	10.0	10.0	pseudo_transcript_0	0.473983643550532	-0.08383707449316273	10.0	10.0
pseudo_1033	pseudo_transcript_0	0.8880333148716321	0.11081410997522227	10.0	10.0	pseudo_transcript_0	0.9994009159896633	0.1968358527244112	10.0	10.0	pseudo_transcript_0	0.93579122982279	0.0778741566829942	10.0	10.0
pseudo_1034	pseudo_transcript_0	0.5615844898287521	0.006110384380795679	10.0	10.0	pseudo_transcript_0	0.7012160004185019	-0.07677079964642518	10.0	10.0	pseudo_transcript_0	0.8702189775046234	0.05019413265486302	10.0	10.0
pseudo_1035	pseudo_transcript_0	0.1638857592634997	-0.1118608014730413	10.0	10.0	pseudo_transcript_0	0.4415303555265506	0.20828706666578278	10.0	10.0	pseudo_transcript_0	0.5893123777144106	-0.04237203127419919	10.0	10.0
pseudo_1036	pseudo_transcript_0	0.6607024709552266	0.17509425266090975	10.0	10.0	pseudo_transcript_0	0.7450948317496615	0.1326811445361424	10.0	10.0	pseudo_transcript_0	0.3447122073879114	0.0038008675452774615	10.0	10.0
pseudo_1037	pseudo_transcript_0	0.9621681257560785	0.1528715921776498	10.0	10.0	pseudo_transcript_0	0.3183438245539417	0.12075828090359919	10.0	10.0	pseudo_transcript_0	0.5595559282582149	0.1809009119816216	10.0	10.0
pseudo_1038	pseudo_transcript_0	0.3447122073879114	-0.07573121198304002	10.0	10.0	pseudo_transcript_0	0.4751966676822019	-0.012797922069700008	10.0	10.0	pseudo_transcript_0	0.22979651982967386	0.047889140664353826	10.0	10.0
pseudo_1039	pseudo_transcript_0	0.9501717495531958	-0.24185100525823752	10.0	10.0	pseudo_transcript_0	0.8516925503812733	-0.09875307529161369	10.0	10.0	pseudo_transcript_0	0.7927326538373605	-0.13964715553396082	10.0	10.0
pseudo_104	pseudo_transcript_0	0.2183230990607682	-0.24970156043640965	10.0	10.0	pseudo_transcript_0	0.4050240153350242	-0.13214609251227338	10.0	10.0	pseudo_transcript_0	0.9633682795986998	-0.2929144654867358	10.0	10.0
pseudo_1040	pseudo_transcript_0	0.8078595648018854	0.052608424502361695	10.0	10.0	pseudo_transcript_0	0.968256922778046	0.05480630392803038	10.0	10.0	pseudo_transcript_0	0.9250193128017048	-0.03818972313729951	10.0	10.0
pseudo_1041	pseudo_transcript_0	0.3969851349932897	0.1429741625246542	10.0	10.0	pseudo_transcript_0	0.161868194738661	-0.13647706445716437	10.0	10.0	pseudo_transcript_0	0.8371478947647445	-0.014265480084427823	10.0	10.0
pseudo_1042	pseudo_transcript_0	0.3635960446773574	0.01767434370757161	9.0	9.0	pseudo_transcript_0	0.5089180732276299	0.14879437969260256	9.0	9.0	pseudo_transcript_0	0.2974323921275823	0.06890073827117243	9.0	9.0
pseudo_1043	pseudo_transcript_0	0.26482811852033017	-0.11791093181736685	10.0	10.0	pseudo_transcript_0	0.1272697883247196	-0.1602022510118748	10.0	10.0	pseudo_transcript_0	0.0687938910636411	-0.16356139349611018	10.0	10.0
pseudo_1044	pseudo_transcript_0	0.6683578576297692	0.10148638811612541	10.0	10.0	pseudo_transcript_0	0.17013017621580306	0.2743991047254359	10.0	10.0	pseudo_transcript_0	0.44116843793134863	0.15510554765985132	10.0	10.0
pseudo_1045	pseudo_transcript_0	0.5004068042202902	0.11319807851671708	10.0	10.0	pseudo_transcript_0	0.2622857717806091	-0.002207062011788413	10.0	10.0	pseudo_transcript_0	0.7194936532091998	0.10817446193982788	10.0	10.0
pseudo_1046	pseudo_transcript_0	0.05748841023194871	-0.30442075117862927	10.0	10.0	pseudo_transcript_0	0.5208935363712466	0.10126975635768852	10.0	10.0	pseudo_transcript_0	0.31847390456771885	-0.07418186480301751	10.0	10.0
pseudo_1047	pseudo_transcript_0	0.054964799936246804	0.1393068864887854	10.0	10.0	pseudo_transcript_0	0.7851952209352139	-0.029874824183836166	10.0	10.0	pseudo_transcript_0	0.25027336587601456	0.08175384407999671	10.0	10.0
pseudo_1048	pseudo_transcript_0	0.06031313696142739	-0.2530740874761934	10.0	10.0	pseudo_transcript_0	0.5248012364457645	-0.06245747449653702	10.0	10.0	pseudo_transcript_0	0.03443765070549885	-0.0755241711102342	10.0	10.0
pseudo_1049	pseudo_transcript_0	0.8916032767364992	-0.05909754671005163	10.0	10.0	pseudo_transcript_0	0.9790344708556299	0.019054381193136682	10.0	10.0	pseudo_transcript_0	0.6574323686690613	-0.004212919519698544	10.0	10.0
pseudo_105	pseudo_transcript_0	0.31266523085412057	-0.13360849284830428	10.0	10.0	pseudo_transcript_0	0.9586816837609335	-0.06741282675055335	10.0	10.0	pseudo_transcript_0	0.4217727909803307	-0.048273556450258125	10.0	10.0
pseudo_1050	pseudo_transcript_0	0.2991510086167847	-0.2883699010224342	10.0	10.0	pseudo_transcript_0	0.1840998585235305	0.25108289405211176	10.0	10.0	pseudo_transcript_0	0.8761502357076134	0.016845554324413686	10.0	10.0
pseudo_1051	pseudo_transcript_0	0.5799997813676958	-0.07224075990129304	10.0	10.0	pseudo_transcript_0	0.7805811036896481	0.10484422768750484	10.0	10.0	pseudo_transcript_0	0.6970898960447321	0.024405186045872506	10.0	10.0
pseudo_1052	pseudo_transcript_0	0.07375198234227455	0.17952304717249865	10.0	10.0	pseudo_transcript_0	0.06705576974854066	-0.0889269455203897	10.0	10.0	pseudo_transcript_0	0.7341878515575754	0.10512546864344906	10.0	10.0
pseudo_1053	pseudo_transcript_0	0.493728627987173	0.3242445930021205	10.0	10.0	pseudo_transcript_0	0.4317913098277154	0.2722556327032413	10.0	10.0	pseudo_transcript_0	0.19662332608155308	0.19878054832431502	10.0	10.0
pseudo_1054	pseudo_transcript_0	0.1346479568799167	-0.24036608793203904	10.0	10.0	pseudo_transcript_0	0.6703070911214178	0.17713638632156906	10.0	10.0	pseudo_transcript_0	0.23038124289532436	-0.03640359241032721	10.0	10.0
pseudo_1055	pseudo_transcript_0	0.1620697503795483	-0.09533530417241261	10.0	10.0	pseudo_transcript_0	0.31111562394328585	-0.14995233811752096	10.0	10.0	pseudo_transcript_0	0.031353676348028256	-0.13757097438478508	10.0	10.0
pseudo_1056	pseudo_transcript_0	0.010539189884773236	-0.22816015264927406	10.0	10.0	pseudo_transcript_0	0.18114203000974638	0.08448142816389459	10.0	10.0	pseudo_transcript_0	0.21607868845884992	-0.04230175258614064	10.0	10.0
pseudo_1057	pseudo_transcript_0	0.0557312668354241	0.27156326934506253	10.0	10.0	pseudo_transcript_0	0.49396523741478826	0.029118205698587918	10.0	10.0	pseudo_transcript_0	0.14935521338735963	0.1088750405515276	10.0	10.0
pseudo_1058	pseudo_transcript_0	0.867848497538983	0.05410828472424476	10.0	10.0	pseudo_transcript_0	0.7805811036896481	0.07366080228397769	10.0	10.0	pseudo_transcript_0	0.9861838745819259	0.028066974669532344	10.0	10.0
pseudo_1059	pseudo_transcript_0	0.23569138356748986	-0.23041065123022716	10.0	10.0	pseudo_transcript_0	0.5297068836513534	0.2502358116545497	10.0	10.0	pseudo_transcript_0	0.7353222972207114	-0.03965780753784346	10.0	10.0
pseudo_106	pseudo_transcript_0	0.35872830368386466	0.04287091911557961	10.0	10.0	pseudo_transcript_0	0.40587168060693346	-0.16012262820814868	10.0	10.0	pseudo_transcript_0	0.9549690970864033	0.031300774978090855	10.0	10.0
pseudo_1060	pseudo_transcript_0	0.4956317973943386	0.27392989462636097	10.0	10.0	pseudo_transcript_0	0.5121563243215472	-0.13293199744164116	10.0	10.0	pseudo_transcript_0	0.9333963843678499	0.03989539016035315	10.0	10.0
pseudo_1061	pseudo_transcript_0	0.5148769447509408	0.09979754869772846	10.0	10.0	pseudo_transcript_0	0.14501110944318665	0.15323717552011384	10.0	10.0	pseudo_transcript_0	0.14978058707407169	0.13113680942672076	10.0	10.0
pseudo_1062	pseudo_transcript_0	0.21385093850032733	-0.20567820620040833	10.0	10.0	pseudo_transcript_0	0.8235357886702996	-0.021873907747065185	10.0	10.0	pseudo_transcript_0	0.3674676043755809	-0.14588493845361583	10.0	10.0
pseudo_1063	pseudo_transcript_0	0.8230586573683313	-0.004112163785259655	10.0	10.0	pseudo_transcript_0	0.9192619325478101	0.13529236471741035	10.0	10.0	pseudo_transcript_0	0.6070884073187862	-0.02820156743191719	10.0	10.0
pseudo_1064	pseudo_transcript_0	0.8560143262705713	0.003656004294017412	10.0	10.0	pseudo_transcript_0	0.3966056393580134	-0.10674707374915121	10.0	10.0	pseudo_transcript_0	0.7375929152935847	-0.0666514977811473	10.0	10.0
pseudo_1065	pseudo_transcript_0	0.292427180328493	-0.19536028087554283	8.0	8.0	pseudo_transcript_0	0.47985180304498476	0.5969299707871236	10.0	10.0	pseudo_transcript_0	0.3269279345765539	-0.04180582364813045	8.0	8.0
pseudo_1066	pseudo_transcript_0	0.34139142855819005	-0.17265115302777237	9.0	9.0	pseudo_transcript_0	0.3874684478791385	0.7538707319703231	10.0	10.0	pseudo_transcript_0	0.7749528941305078	-0.04840906475763703	9.0	9.0
pseudo_1067	pseudo_transcript_0	0.271334764672574	-0.053948550843590036	10.0	10.0	pseudo_transcript_0	0.7101414960037221	-0.012218701927531004	10.0	10.0	pseudo_transcript_0	0.3416456070237144	0.08697282459071465	10.0	10.0
pseudo_1068	pseudo_transcript_0	0.5275913331455612	0.0805555445491941	10.0	10.0	pseudo_transcript_0	0.4058716877302262	0.2503733274908861	10.0	10.0	pseudo_transcript_0	0.13622459653216132	0.03971164299664131	10.0	10.0
pseudo_1069	pseudo_transcript_0	0.14390892463391308	-0.10206676258427753	10.0	10.0	pseudo_transcript_0	0.5034961717711395	-0.04794927729815001	10.0	10.0	pseudo_transcript_0	0.16161813815606518	-0.08798816993679996	10.0	10.0
pseudo_107	pseudo_transcript_0	0.678251309493413	-0.06738305180675065	10.0	10.0	pseudo_transcript_0	0.4949139668130904	0.18093039026877178	10.0	10.0	pseudo_transcript_0	0.7627169897152537	0.07151141261436103	10.0	10.0
pseudo_1070	pseudo_transcript_0	0.2853527727009385	0.10698670682714666	10.0	10.0	pseudo_transcript_0	0.15478172961798348	0.12053182003790408	10.0	10.0	pseudo_transcript_0	0.1638857592634997	0.20477845452366314	10.0	10.0
pseudo_1071	pseudo_transcript_0	0.8300964474824735	0.10060521645024517	10.0	10.0	pseudo_transcript_0	0.3874684478791385	0.05747193805239271	10.0	10.0	pseudo_transcript_0	0.7296558907007828	0.03909429442654073	10.0	10.0
pseudo_1072	pseudo_transcript_0	0.8195450547859062	0.11423871493751765	10.0	10.0	pseudo_transcript_0	0.5267607002914088	0.0945041010050795	10.0	10.0	pseudo_transcript_0	0.8690335903818975	0.17972372938622483	10.0	10.0
pseudo_1073	pseudo_transcript_0	0.1402285319860248	0.045933341997737305	10.0	10.0	pseudo_transcript_0	0.9503081896693312	0.2664600001857535	10.0	10.0	pseudo_transcript_0	0.36427444876097337	0.16854748656311092	10.0	10.0
pseudo_1074	pseudo_transcript_0	0.0216123457371208	0.2384044007161509	10.0	10.0	pseudo_transcript_0	0.12652234495457348	0.20505730995044757	10.0	10.0	pseudo_transcript_0	0.005898465947526943	0.16384779698787352	10.0	10.0
pseudo_1075	pseudo_transcript_0	0.7799933609284604	0.026639760592926293	10.0	10.0	pseudo_transcript_0	0.0688677159731678	0.2464805634135765	10.0	10.0	pseudo_transcript_0	0.40969483600853784	0.15899107856054714	10.0	10.0
pseudo_1076	pseudo_transcript_0	0.18141659111712893	-0.28216194346572393	10.0	10.0	pseudo_transcript_0	0.07727383074984123	0.18165530131021637	10.0	10.0	pseudo_transcript_0	0.8066933239522194	-0.06756905431113312	10.0	10.0
pseudo_1077	pseudo_transcript_0	0.2949655713335868	-0.04494445630289556	10.0	10.0	pseudo_transcript_0	0.5728349594168172	0.02386322333775262	10.0	10.0	pseudo_transcript_0	0.5434566581092983	0.019488968215133583	10.0	10.0
pseudo_1078	pseudo_transcript_0	0.8856545969194081	-0.0941881173060084	10.0	10.0	pseudo_transcript_0	0.711260014124578	0.17024586217891424	10.0	10.0	pseudo_transcript_0	0.9801779122305528	0.06618285169588865	10.0	10.0
pseudo_1079	pseudo_transcript_0	0.4492479884624745	0.09567175538253159	10.0	10.0	pseudo_transcript_0	0.45049218503568333	0.1839752777466175	10.0	10.0	pseudo_transcript_0	0.23927924487138197	0.10031913056270236	10.0	10.0
pseudo_108	pseudo_transcript_0	0.4393843475510698	0.3015868138889915	10.0	10.0	pseudo_transcript_0	0.7886607755817191	0.17471430707732868	10.0	10.0	pseudo_transcript_0	0.4157079027324134	0.1373708000691223	10.0	10.0
pseudo_1080	pseudo_transcript_0	0.5364864494589947	0.07559198687391339	10.0	10.0	pseudo_transcript_0	0.4705664233297139	0.06209098726670905	10.0	10.0	pseudo_transcript_0	0.42264341830017704	0.05737869710278729	10.0	10.0
pseudo_1081	pseudo_transcript_0	0.06994882485494709	0.23772120291903667	10.0	10.0	pseudo_transcript_0	0.34068297813297577	0.05216185858685907	10.0	10.0	pseudo_transcript_0	0.058284016530495746	0.15340805552979037	10.0	10.0
pseudo_1082	pseudo_transcript_0	0.5071325827967417	0.08406317661948652	10.0	10.0	pseudo_transcript_0	0.5535739438357388	0.13330819604970653	10.0	10.0	pseudo_transcript_0	0.3579403621666001	0.07266309846162715	10.0	10.0
pseudo_1083	pseudo_transcript_0	0.6336549975080309	0.05302434391389582	10.0	10.0	pseudo_transcript_0	0.7519236745735308	-0.01635184414080455	10.0	10.0	pseudo_transcript_0	0.8904130416502724	0.12219974172406324	10.0	10.0
pseudo_1084	pseudo_transcript_0	0.8160350685528575	0.08051600635724838	10.0	10.0	pseudo_transcript_0	0.5657018790795081	-0.03128220967019659	10.0	10.0	pseudo_transcript_0	0.7857768492106973	-0.023223043566642416	10.0	10.0
pseudo_1085	pseudo_transcript_0	0.8240270200965507	-0.12149496067689136	9.0	9.0	pseudo_transcript_0	0.13144230368928564	0.14373610367578965	10.0	10.0	pseudo_transcript_0	0.36949708980243956	0.08768754468784541	9.0	9.0
pseudo_1086	pseudo_transcript_0	0.7004342351814493	-0.12433604689663184	10.0	10.0	pseudo_transcript_0	0.09128837273029032	-0.1825027200314564	10.0	10.0	pseudo_transcript_0	0.14144719793381055	-0.10038693685715605	10.0	10.0
pseudo_1087	pseudo_transcript_0	0.9178455417056884	0.03651092982243715	10.0	10.0	pseudo_transcript_0	0.9109223297532298	0.03395525568713614	10.0	10.0	pseudo_transcript_0	0.9669692282780312	0.016872763609195523	10.0	10.0
pseudo_1088	pseudo_transcript_0	0.5851649320179242	0.35613221155990366	10.0	10.0	pseudo_transcript_0	0.938355795693688	0.08178004596586562	10.0	10.0	pseudo_transcript_0	0.45015086856849784	0.19308062361481634	10.0	10.0
pseudo_1089	pseudo_transcript_0	0.08107534644163991	0.19760665266414892	10.0	10.0	pseudo_transcript_0	0.9982027493199508	0.06519273384159269	10.0	10.0	pseudo_transcript_0	0.12437200298337943	0.028037769732238996	10.0	10.0
pseudo_109	pseudo_transcript_0	0.9633682795986998	-0.04383343356053485	10.0	10.0	pseudo_transcript_0	0.3858210349856084	-0.24727093306168937	10.0	10.0	pseudo_transcript_0	0.7776833495111819	-0.1013801338852363	10.0	10.0
pseudo_1090	pseudo_transcript_0	0.5595559282582149	-0.034157054241404645	10.0	10.0	pseudo_transcript_0	0.5728349594168172	0.16726109987052373	10.0	10.0	pseudo_transcript_0	0.5862005212874838	0.08512940757379008	10.0	10.0
pseudo_1091	pseudo_transcript_0	0.4984938787504839	-0.1042746050691221	10.0	10.0	pseudo_transcript_0	0.3545570099716515	-0.055029059297843075	10.0	10.0	pseudo_transcript_0	0.2471846531854568	-0.0712504985027723	10.0	10.0
pseudo_1092	pseudo_transcript_0	0.06476518473607545	-0.09599426455606404	10.0	10.0	pseudo_transcript_0	0.043020055109677074	-0.012346894671108064	10.0	10.0	pseudo_transcript_0	0.022664516769464894	-0.16411935958185855	10.0	10.0
pseudo_1093	pseudo_transcript_0	0.09040162599838691	0.23176506648859652	10.0	10.0	pseudo_transcript_0	0.49018007123596663	0.2321505198828467	10.0	10.0	pseudo_transcript_0	0.13982410986320618	0.21899471529472173	10.0	10.0
pseudo_1094	pseudo_transcript_0	0.7161171251295477	0.08002347541957032	10.0	10.0	pseudo_transcript_0	0.4958636690799064	0.16417486214299448	10.0	10.0	pseudo_transcript_0	0.4252616085270433	0.05274378583352011	10.0	10.0
pseudo_1095	pseudo_transcript_0	0.1519213296589439	-0.24791097543212381	10.0	10.0	pseudo_transcript_0	0.7530637221391144	0.05099782142570567	10.0	10.0	pseudo_transcript_0	0.4367160122423187	-0.1538750994491003	10.0	10.0
pseudo_1096	pseudo_transcript_0	0.5484628255600364	-0.1532152033619439	10.0	10.0	pseudo_transcript_0	0.2603730012812794	0.2324392325252704	10.0	10.0	pseudo_transcript_0	0.5504716499381113	0.03827089071118666	10.0	10.0
pseudo_1097	pseudo_transcript_0	0.05401909521967189	0.13942866569730636	10.0	10.0	pseudo_transcript_0	0.6196788226450756	0.1912583552196003	10.0	10.0	pseudo_transcript_0	0.08400318670633089	0.1979488900338986	10.0	10.0
pseudo_1098	pseudo_transcript_0	0.5976476841501639	0.10899262117117396	10.0	10.0	pseudo_transcript_0	0.7134989139532559	0.10194459160078762	10.0	10.0	pseudo_transcript_0	0.958568189394763	0.08565485412811465	10.0	10.0
pseudo_1099	pseudo_transcript_0	0.4574108165353803	-0.08328365954415408	10.0	10.0	pseudo_transcript_0	0.6122829759749506	0.1482395897859592	10.0	10.0	pseudo_transcript_0	0.7834620171291085	-0.01158870557107806	10.0	10.0
pseudo_11	pseudo_transcript_0	0.21607868845884992	-0.07548812236986356	10.0	10.0	pseudo_transcript_0	0.19165062381732145	-0.1071789342327464	10.0	10.0	pseudo_transcript_0	0.05969834305982566	-0.14448257777703466	10.0	10.0
pseudo_110	pseudo_transcript_0	0.8619275389211014	0.2204324760197037	10.0	10.0	pseudo_transcript_0	0.8516925503812733	0.19434696152872685	10.0	10.0	pseudo_transcript_0	0.7696138972127754	0.16712334125815365	10.0	10.0
pseudo_1100	pseudo_transcript_0	0.6639790639364167	0.1665449670523418	10.0	10.0	pseudo_transcript_0	0.863482748566457	0.12346532702705248	10.0	10.0	pseudo_transcript_0	0.531535415639321	0.10517032734298178	10.0	10.0
pseudo_1101	pseudo_transcript_0	0.19662332608155308	-0.20553076498818001	10.0	10.0	pseudo_transcript_0	0.5882622132682322	0.10457353408850989	10.0	10.0	pseudo_transcript_0	0.5013647247946208	0.08457646463144723	10.0	10.0
pseudo_1102	pseudo_transcript_0	0.029171196176783497	-0.24785460093528724	10.0	10.0	pseudo_transcript_0	0.6431718448663486	0.11596418686514642	10.0	10.0	pseudo_transcript_0	0.2453442905394133	-0.11701784911845829	10.0	10.0
pseudo_1103	pseudo_transcript_0	0.461065300921238	-0.07720949068567029	10.0	10.0	pseudo_transcript_0	0.2687316696994877	0.13256962766307576	10.0	10.0	pseudo_transcript_0	0.7799933609284604	0.08233634103273903	10.0	10.0
pseudo_1104	pseudo_transcript_0	0.29705336095634327	-0.04084222211331598	10.0	10.0	pseudo_transcript_0	0.4513939994648488	-0.07761682905885886	10.0	10.0	pseudo_transcript_0	0.1819090003065459	-0.1329161634141116	10.0	10.0
pseudo_1105	pseudo_transcript_0	0.7985418067518534	0.04881542135144366	10.0	10.0	pseudo_transcript_0	0.6923315500838335	-0.1740885542045454	10.0	10.0	pseudo_transcript_0	0.41570790986558526	0.046953997341877766	10.0	10.0
pseudo_1106	pseudo_transcript_0	0.2674177613527937	0.28415019847339557	10.0	10.0	pseudo_transcript_0	0.11330238193277342	0.23185054013734743	10.0	10.0	pseudo_transcript_0	0.027861219395092462	0.17832054846013032	10.0	10.0
