		gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma
		Rep1	Rep1	Rep1	Rep1	Rep2	Rep2	Rep2	Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2
		Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg
gene	transcripts												
LH03552	P1P2	0.09120138272478039	-0.10670809882821501	10	10	0.016334596917788716	-0.17314226522813134	10	10	0.003855049404353565	-0.07872045453585165	10	10
LH03553	CUFF.9571.2,CUFF.9571.3,CUFF.9571.4	0.3627994351646898	0.04995814836798023	10	10	0.8689713544813423	0.07278862600818096	10	10	0.38931813963826634	0.03928006542263419	10	10
LH03554	CUFF.9572.1	0.08751187058843593	-0.2182262313351465	10	10	0.021842076974813975	-0.2585541388584629	10	10	0.004185296841171999	-0.19300220250703473	10	10
LH03556	CUFF.9606.3	0.7007241970617906	-0.3600560620784919	10	10	0.5676767631411836	0.046126655976751973	10	10	0.666570467036025	-0.14528733810823022	10	10
LH03557	ENST00000543308	0.6744545232789501	0.06897056971372566	10	10	0.4570948751556708	-0.09985387838415354	10	10	0.6013171535779478	0.049200527815795	10	10
LH03560	P1P2	0.0970849959891131	-0.17759376691728823	10	10	0.31073221120488004	0.07156068177215398	10	10	0.5273715432138064	-0.046696311240261086	10	10
LH03562	ENST00000447687	0.8171737000262455	0.02483125333914585	10	10	0.07754711133330312	-0.1531121429228336	10	10	0.3428915100775287	-0.04510406325305244	10	10
LH03563	P1P2	0.6415518630217668	-0.06480009891901657	10	10	0.3847583529500386	-0.11911032942381528	10	10	0.9157652007445944	-0.1050149064268232	10	10
LH03564	CUFF.9714.31	0.21201811948914373	-0.07401952423603324	10	10	0.040747812890917424	-0.239272660825798	10	10	0.04514714134947299	-0.18962225442633177	10	10
LH03567	CUFF.9683.1	0.47934032221675815	0.046210132146224	10	10	0.7525736073033286	0.017071402852708206	10	10	0.715429799225189	-0.01830561252277209	10	10
LH03570	ENST00000607421	0.03373345288828983	0.26107073073156983	10	10	0.49959987216206214	-0.061811201163394135	10	10	0.1763919334435008	0.12195840086722055	10	10
LH03571	P1P2	0.6214869297198367	-0.048241072966276666	10	10	0.7622098116665645	-0.029349023993871726	10	10	0.5179986596855477	-0.034339166738642235	10	10
LH03572	P1P2	0.10572821028231942	-0.13753933521791908	10	10	0.626375588748135	0.022756445719660495	10	10	0.33792848547685894	-0.047214547291623034	10	10
LH03573	CUFF.9688.1	0.9602767827392058	-0.061509411064052714	10	10	0.07979860266090019	0.13207102666412976	10	10	0.27483692629648615	0.048707169443137875	10	10
LH03574	CUFF.9702.1	0.9277407536428961	0.006702837383363219	10	10	0.36219245610616335	0.12904718452342703	10	10	0.526618541326636	0.11028765272376563	10	10
LH03575	CUFF.9702.2,CUFF.9702.3	0.2926779474825497	-0.25437572271945147	10	10	0.039462610590796546	-0.5516390418112692	10	10	0.06762782498152896	-0.4482287603275698	10	10
LH03575	CUFF.9702.5	0.5499018929213368	-0.07678443689289471	6	6	0.5061280817435972	0.07139269909599222	6	6	0.8449706384449862	-0.06196803804804666	6	6
LH03576	CUFF.9694.1	0.6715126455217677	0.1306066051626333	10	10	0.45814086056645464	-0.030054348026957712	10	10	0.44795327561895393	0.010353407855453101	10	10
LH03578	P1P2	0.09673750278009671	-0.08696857896730387	10	10	0.12115909928225922	-0.004532466334725566	9	9	0.140707926776422	-0.06510467011507036	9	9
LH03579	P1P2	0.01862335331760952	-0.33606860184285064	10	10	0.019476257781607047	-0.3946363571959581	10	10	0.012700142786104028	-0.5108339727792283	10	10
LH03580	CUFF.9704.1	0.4196800356550636	0.17628995434458747	10	10	0.669414377568468	-0.0546091049230125	10	10	0.5402560499560081	0.16402079979323694	10	10
LH03581	CUFF.9724.1	0.547561801246206	-0.02999314316239098	10	10	0.9423932036357743	0.05854895414581592	10	10	0.9349960445638683	0.08925409384530825	10	10
LH03582	CUFF.9726.1	0.5032648989709443	0.018674289197519744	10	10	0.0454977370643449	0.24137010267919545	10	10	0.09883587751839212	0.1459425727639188	10	10
LH03583	P1P2	0.9882852665597122	-0.006012513131281909	10	10	0.3463398677587344	-0.007944280583340952	10	10	0.44898849340209646	0.038537104352337724	10	10
LH03584	CUFF.9722.2	0.07989768675814488	-0.07325241857391886	10	10	0.837360507320704	0.021002766509369376	10	10	0.19416957192806672	-0.09424577506590474	10	10
LH03585	CUFF.9711.1	0.7389093523514472	0.035218146969812764	9	9	0.41538044109808603	0.17135902079231136	10	10	0.4610082209623748	0.012547765378813339	9	9
LH03586	CUFF.9709.1	0.7371058575871392	0.05380914983666266	10	10	0.614185212460334	-0.0796149940325896	10	10	0.9368297120074358	-0.01659608054107946	10	10
LH03587	CUFF.9727.1	0.40816378058137404	0.10600053914654411	10	10	0.7482061265119098	0.03760591022532011	10	10	0.48859479125793226	0.07972381659839016	10	10
LH03588	CUFF.9729.1	0.8839498129444702	-0.030319072810591454	10	10	0.49941699337379075	-0.01510269174546286	10	10	0.7102723723434199	-0.019452106917215075	10	10
LH03589	CUFF.9755.1	0.03773186569624329	-0.17768509554369186	10	10	0.980935974786386	-0.05221716781775739	10	10	0.06608393370417143	-0.03692223650849132	10	10
LH03595	P1P2	0.19573070524164193	0.22292294781302657	10	10	0.02359026822967337	-0.22386466940903338	10	10	0.6069460031210283	0.01563547171022522	10	10
LH03597	P1P2	0.5868856396507862	-0.08367159262198116	9	9	0.09410632667476435	-0.4870571521429122	10	10	0.41822262697646573	-0.271690370503374	9	9
LH03603	CUFF.9835.1	0.9689971028616775	0.07324553220716695	10	10	0.5630035952127412	-0.06292205821611307	10	10	0.7089850753121862	-0.0334144302373958	10	10
LH03604	CUFF.9837.1,CUFF.9837.2	0.012711468811649305	-0.2771332474380092	10	10	0.13793221215937684	-0.09462633705831704	10	10	0.019679353352829998	-0.2258691923980609	10	10
LH03607	CUFF.9845.1	0.45639829802371823	-0.08518095484691816	10	10	0.1471802730047023	0.1056347468810575	10	10	0.7818103752514357	0.0225925238713439	10	10
LH03608	CUFF.9845.2	0.05559077841084123	-0.16132436413732945	10	10	0.8549432854374975	0.09465645358737364	10	10	0.24722146278248514	-0.09192473139754886	10	10
LH03609	CUFF.9845.3,CUFF.9845.4	0.384443537601623	-0.05978001240107133	10	10	0.7688012536380135	0.09397690161570371	10	10	0.7698864704044566	-0.035798256993320954	10	10
LH03610	CUFF.9845.5,CUFF.9845.8	0.514344621994445	0.07169963055601233	10	10	0.14383571440400036	0.24329603832962396	10	10	0.5224868681052364	0.08764235872715426	10	10
LH03611	ENST00000562691	0.14510289390031247	0.14270149470796376	10	10	0.7635267380838616	0.031509708151658634	10	10	0.42452047634844514	0.09546472913582493	10	10
LH03614	CUFF.9890.1	0.9497270589992443	-0.04581857948028939	10	10	0.3277957792912629	0.1251069253034791	10	10	0.6416137899480525	0.0681931094939283	10	10
LH03615	CUFF.9896.1	0.1702953454433881	0.31844849395780617	10	10	0.6731931054430662	0.061211627997408265	10	10	0.05540736460931679	0.13728403090342764	10	10
LH03616	CUFF.9908.2	0.7251962053645722	0.13083488183145328	10	10	0.7975519608499725	0.048366088913379096	10	10	0.5743186828390239	0.049059258140084765	10	10
LH03618	CUFF.9957.1	0.7161459382849629	-0.04494723805778315	10	10	0.9350642290583036	-0.033668708650217545	10	10	0.89248063999575	-0.05080152291937091	10	10
LH03624	CUFF.10022.1	0.03583935896367342	0.1680728836521476	9	9	0.7066179788504996	-0.059317651729313636	9	9	0.12208317144269445	0.12151539502566418	9	9
LH03627	CUFF.10001.1	0.9137978349108523	-0.062026034052182925	10	10	0.7508256554885923	0.1109770882770758	10	10	0.908908382351178	-0.03320533622963084	10	10
LH03628	ENST00000543604	0.6531374496901365	0.22566314456321035	10	10	0.9094601680809226	-0.04120590807053891	10	10	0.6174614975380031	0.0410001054196549	10	10
LH03632	P1P2	0.6535527931057875	-0.048342140518970456	10	10	0.614185212460334	0.05074410717670977	10	10	0.9501332183715587	0.03992937634534075	10	10
LH03634	P1P2	0.5521722736444202	0.062036525142673854	10	10	0.3355390514874663	-0.08368789790538428	10	10	0.9712623853791518	-0.08950919347617083	10	10
LH03635	P1P2	0.8445646557545536	-0.40540337356064043	10	10	3.8251165422936807e-05	-0.6697494364225206	10	10	0.022885414561486	-0.6095125979077883	10	10
LH03638	P1P2	0.0014241842815890188	0.5246924911518076	9	9	0.00013650845378689722	-0.2863030325898448	9	9	0.7332819424230845	0.04115137108628763	8	8
LH03639	P1P2	0.00207652806567801	0.36692375095334756	10	10	0.2969240406945992	-0.026183201088335856	10	10	0.01195751479683074	0.13822933114652367	10	10
LH03640	P1P2	0.3929988065315565	0.18083521665568922	10	10	0.7727641901763359	-0.1433710348362529	10	10	0.9427913952717999	-0.03765304893134127	10	10
LH03641	ENST00000540625	0.19873145305282214	0.11588879231020771	10	10	0.4134048222325528	0.04755952711088893	10	10	0.14675508193211756	0.13940305362452785	10	10
LH03642	ENST00000537724	0.036735114746796374	-0.2066885546867402	10	10	0.7512625239607144	-0.019841386675929787	10	10	0.1219183497586986	-0.10806851301152036	10	10
LH03643	CUFF.10055.1	0.2515075172813811	0.08104246479411105	10	10	0.24654296495071515	-0.10230659784545111	10	10	0.9657478809399812	0.013822446231421847	10	10
LH03646	P1P2	0.7534480601421967	-0.06996882580995209	10	10	0.40328643333240277	0.04313665854196064	10	10	0.7942302733164787	0.016281244949009215	10	10
LH03647	ENST00000543527	0.6206737670755179	-0.038086418535987356	10	10	0.767921416810762	0.018753866342474723	10	10	0.4424550723666081	-0.02427635924147289	10	10
LH03648	P1	0.2020709664264042	0.1738244480844904	10	10	0.011470544026697439	-0.1820212226023553	10	10	0.39634120661942907	-0.02609204609235608	10	10
LH03648	P2	0.11247222417704306	0.2488322412243705	10	10	0.9451428606663896	0.04189261926119645	10	10	0.2284390871454013	0.13656813783431118	10	10
LH03651	P1P2	0.439860509938091	0.08377648407872562	10	10	0.8020007082524702	0.10055134041439455	10	10	0.6399639229575178	0.12750054213696713	10	10
LH03652	CUFF.10166.1	0.05537052454107258	-0.07968433059720265	10	10	0.6981656519185633	0.08422079960161094	10	10	0.2781440146051145	-0.10833373587382834	10	10
LH03653	CUFF.10173.7	0.49704281095451996	0.06197757256468469	10	10	0.7030725163087577	-0.05764357125910374	10	10	0.9336210197152469	0.034810417448453417	10	10
LH03654	CUFF.10200.17	0.9488100813399926	-0.13969961602122513	10	10	0.5810173063157964	-0.0977113519497672	10	10	0.5715723234223253	-0.07357522591718267	10	10
LH03657	CUFF.10175.4	0.5841774512597673	-0.11225417434430769	10	10	0.27105691774656027	-0.17665640161500706	10	10	0.1788013492178423	-0.07167688295355185	10	10
LH03658	CUFF.10175.1,CUFF.10175.2	0.9772618966192047	0.048675446585759286	10	10	0.7745274060379403	-0.10694564670433548	10	10	0.9047975131935055	0.029362278684289516	10	10
LH03660	CUFF.10186.1	0.3816172897170562	-0.20530091164022726	10	10	0.12307879376068814	0.19746522865370478	10	10	0.6927523059879013	0.01290013452344848	10	10
LH03661	CUFF.10185.4	0.5361195696072844	-0.11332034840986867	10	10	0.28249962217753344	0.07057145851632297	10	10	0.99793044650866	-0.027421684845882883	10	10
LH03662	CUFF.10189.1	0.07218978015951447	0.28743269054293746	10	10	0.46198760573245745	-0.057590334901496454	10	10	0.3330118445656629	0.09660146218825748	10	10
LH03663	CUFF.10191.3	0.29933048407350804	-0.206820600208246	10	10	0.5251743403620649	-0.04755404048052037	10	10	0.11248556488556763	-0.08579965504535246	10	10
LH03664	CUFF.10190.1	0.8612731422851971	-0.15366562203066	10	10	0.5206789648834453	-0.1473472579714135	10	10	0.6097692256390101	-0.13229294883876228	10	10
LH03665	CUFF.10190.2	0.7377573246546909	-0.0601573078877192	10	10	0.31932925828879477	-0.1945247990459147	10	10	0.2502957293238556	-0.10585803130291287	10	10
LH03668	CUFF.10259.2	0.027901209142536642	-0.18802941624904135	10	10	0.45814086056645464	0.0012080861512470027	10	10	0.01995365528974772	-0.12329938934253959	10	10
LH03672	NLT_00001683	0.770561820146002	0.04609394507316205	10	10	0.9556889825057993	-0.006533897159262822	10	10	0.8929363769830254	-0.013784389069944848	10	10
LH03675	CUFF.10461.1	0.7913347763777308	0.07946378545609077	10	10	0.16201765917881317	-0.05335003518291213	10	10	0.5157620563465843	-0.03912710929777773	10	10
LH03676	CUFF.10460.13	0.11927759371716118	0.2988017767340306	10	10	0.24937137768031525	0.08587600772851227	10	10	0.0321779113169176	0.14413684829054005	10	10
LH03677	CUFF.10460.11,CUFF.10460.12	0.3914058523141428	0.07060161541539924	10	10	0.5909191845148998	-0.17679194120927136	10	10	0.862940668273481	-0.08029187037238351	10	10
LH03678	CUFF.10460.15	0.4697349155446303	0.05360131266248642	10	10	0.2032954201033822	0.1758833446378525	10	10	0.15528299601015513	0.044830232244086325	10	10
LH03679	CUFF.10466.2	0.439860509938091	0.10287760538787549	10	10	0.5548704885249371	-0.21938642700821256	10	10	0.7340159851237585	-0.050345422607739186	10	10
LH03687	CUFF.10423.1	0.43849805827640154	-0.051600730393104165	10	10	0.4013453109589964	-0.0980184237266206	10	10	0.2510089505584495	-0.07275957309808774	10	10
LH03689	P1P2	0.1239909383965922	-0.1401088761552741	10	10	0.31932925828879477	-0.1316324285905994	10	10	0.08198387349405452	-0.19316203678185254	10	10
LH03692	CUFF.10436.1	0.5762921489670123	-0.023362756499245657	10	10	0.9740474711719919	-0.029966200052069458	10	10	0.635847050616328	-0.009522963046745013	10	10
LH03693	CUFF.10451.1	0.29612477675858706	0.14233507604944165	10	10	0.16726545059415532	0.155904919859597	10	10	0.09813115618854878	0.11591816251113572	10	10
LH03698	CUFF.10485.1	0.14734100903126734	-0.10619150127388187	10	10	0.8644414415885989	0.06391761394722673	10	10	0.32106390197675516	-0.02439246627350034	10	10
LH03699	CUFF.10510.1	0.42735077076667427	-0.0072733300116921695	10	10	0.9749658377092377	0.04796073902620638	10	10	0.6569581342828554	0.025909091436336892	10	10
LH03701	CUFF.10511.1	0.6316902196648324	0.00384543101306703	10	10	0.6280088111939411	0.042798994937944125	10	10	0.9708027872189287	0.043838598774864145	10	10
LH03705	CUFF.10526.1	0.8011104403618782	-0.03616205328238669	10	10	0.7926659277005933	-0.1406515536368931	10	10	0.6251959594705427	-0.038274173966479606	10	10
LH03706	P1P2	0.8553951138217424	-0.10548921096667337	10	10	0.09076093559536254	-0.16936092029431313	10	10	0.15411357016759616	-0.05290698023807783	10	10
LH03707	CUFF.10534.1,ENST00000564363	0.11430913915179453	0.1596438464527088	10	10	0.1592701386873827	-0.10851283085116836	10	10	0.9285809871767877	-0.03182530731508132	10	10
LH03709	CUFF.10531.1	0.19242319807401176	0.3949263155353104	9	9	0.9830474207196703	-0.14592130897089797	9	9	0.24771387495320474	0.19796432424565136	9	9
LH03713	P1P2	0.9181380709144874	0.016776982918364602	10	10	0.055150998101563875	-0.1872538273537334	10	10	0.21771268540793098	-0.12203546131626501	10	10
LH03714	P1P2	0.8884971958160388	0.10892022957889973	10	10	0.6556311174443121	-0.07642668883220129	10	10	0.8421481689335722	-0.07726214015694012	10	10
LH03732	P1P2	0.2524609979519795	-0.07172701195388509	10	10	0.03720442844460892	-0.06250319284466364	10	10	0.022678925687203907	-0.12502201574573876	10	10
LH03737	CUFF.10594.1	0.29004494307027695	-0.16178852367943566	10	10	0.010546005353507663	0.29173622742737404	10	10	0.15361444139793903	0.04618695597661746	10	10
LH03738	ENST00000547009	0.5259254965823513	0.3204015654313578	10	10	0.34281289235409684	0.06759246539233131	10	10	0.42318438829927263	0.1393921586719151	10	10
LH03740	CUFF.10606.1	0.5084196972389288	-0.11299573447175776	10	10	0.4412253870220726	-0.09552644358287421	10	10	0.32614973335255837	-0.06323212995357287	10	10
LH03743	P1P2	0.5080505813923568	0.10183763861803564	10	10	0.49631350422332254	0.1375314249912988	10	10	0.28096339506300316	0.09468774497184601	10	10
LH03746	CUFF.10617.1	0.46902766069247936	-0.24850880284728974	10	10	0.5346030824126888	-0.07606530691306103	10	10	0.38205737267656803	-0.1896517038526665	10	10
LH03747	CUFF.10618.2	0.8522333202323062	-0.07871585628105994	10	10	0.017555329377333062	0.32836123040646054	10	10	0.051490383567315966	0.13844842425663298	10	10
LH03752	CUFF.10624.1	0.6807752820157159	0.2062745557768921	10	10	0.582991459290225	0.04896878922339674	10	10	0.5300113679404073	0.07097317571806407	10	10
LH03754	CUFF.10639.1	0.5755063888116252	0.10083975905094905	10	10	0.3841288786367222	-0.19176874830225435	10	10	0.9606943507630319	-0.05673592815134734	10	10
LH03760	CUFF.10662.1	0.001735985484439204	0.4318408305547808	10	10	0.4408839403236665	0.18628335057886328	10	10	0.004516468499252026	0.25731863482074974	10	10
LH03761	CUFF.10652.1	0.5901241850716193	-0.02582546904453018	10	10	0.9869071798066299	-0.10241013430665051	10	10	0.668667438349003	-0.10529020908541258	10	10
LH03763	CUFF.10666.6	0.029239143672146067	-0.1888379255737214	10	10	0.7468974490645999	-0.05587378138507468	10	10	0.05592325508248268	-0.12102691674227134	10	10
LH03768	CUFF.10668.1	0.03946261084663731	0.33633246753171403	10	10	0.49959987216206214	0.056151925243738306	10	10	0.302320837669502	0.22022907495350028	10	10
LH03771	CUFF.10703.1	0.43747781334960967	-0.1281782327251376	10	10	0.8930482511202013	-0.033991901995881854	10	10	0.4749497178148374	-0.0589277800829025	10	10
LH03772	CUFF.10689.1,CUFF.10689.2	0.7882311277419188	0.18372235506142387	10	10	0.5124892338114307	-0.14408296548464586	10	10	0.9855139052424609	-0.018283962304818373	10	10
LH03773	CUFF.10690.1	0.3099084215475518	-0.0705527463515047	10	10	0.26731425212856286	-0.06640792899612845	10	10	0.192000748082082	-0.12418917875279756	10	10
LH03774	CUFF.10709.1	0.027092081560444247	-0.26383131761069484	10	10	0.24748326073592897	0.12470846769830823	10	10	0.234734839729705	-0.12245962278175838	10	10
LH03775	CUFF.10710.1	0.1984298736807032	-0.053486327423676754	10	10	0.2107557233745675	0.07868872038239831	10	10	0.9960908546612129	0.03498483669766028	10	10
LH03776	CUFF.10717.2	0.1702953454433881	-0.030118755810776107	10	10	0.5692386019063591	0.08340463443983677	10	10	0.5913247153469117	0.038387571748807664	10	10
LH03777	ENST00000509615	0.9735883007634802	0.014410705294914722	10	10	0.8055643409579607	-0.07081162153734102	10	10	0.7076986087982637	0.008542897999886778	10	10
LH03780	ENST00000536455	0.8944142619195566	0.021343999473198736	10	10	0.8499763459490153	-0.02780053317936974	10	10	0.755386622029303	-0.010715858351506768	10	10
LH03782	CUFF.10737.1	0.14101560526068938	-0.09470589134336294	10	10	0.24724795173990477	0.09865640927133536	10	10	0.7210316996536912	-0.028860933351159707	10	10
LH03784	ENST00000355869	0.5218536441236395	-0.007345983734071772	9	9	0.291916842435761	-0.09450082828360223	9	9	0.9244678726628083	-0.01877286612284503	9	9
LH03786	CUFF.10794.2	0.6300529033992048	0.0672778920032523	10	10	0.07246398260001491	0.10245642212895854	10	10	0.4066920564350789	0.09287640450799815	10	10
LH03787	CUFF.10772.1	0.2008518966463163	-0.0979205150063967	10	10	0.614185212460334	0.2485462831597097	10	10	0.8313424906723099	-0.04350502879410039	10	10
LH03788	P1P2	0.10253920165283502	0.23360324328555215	10	10	0.7580441013777696	0.002875844356137173	10	10	0.28666019113478436	0.17774074660487607	10	10
LH03790	ENST00000535721	0.10241809271969811	-0.2899097265292891	10	10	0.800220430192744	-0.005597576740272683	10	10	0.08569835508176592	-0.02980173098198735	10	10
LH03791	CUFF.10816.2	0.5618382102077557	0.1203313688646025	10	10	0.32865037120095164	0.0959002625108301	10	10	0.99425128359383	0.11281304969248473	10	10
LH03792	ENST00000425371	0.37290635721528753	-0.2495910279379048	10	10	0.04253602977234914	0.10200352164915759	10	10	0.5758908307672219	0.001568586362066642	10	10
LH03793	CUFF.10816.4	0.8414112036676522	0.10002064061606436	10	10	0.18000543444722095	-0.11194885727935715	10	10	0.7738552179625543	-0.027270712890000538	10	10
LH03800	CUFF.10835.1	0.9172241298808876	-0.0383603914148511	10	10	0.5881388432580767	-0.010758725460187241	10	10	0.7875700491511907	-0.02274551122464762	10	10
LH03801	CUFF.10842.1	0.12942942737966587	-0.21357747960629467	10	10	0.32865037120095164	0.013158154755190407	10	10	0.653627872377732	-0.07451072217948496	10	10
LH03802	CUFF.10844.1	0.24397006958317524	-0.10029094130301457	10	10	0.12554657291209845	-0.18517410288980599	10	10	0.09954463302255624	-0.18499100728439152	10	10
LH03806	P1P2	0.11430913915179453	-0.20139353018301	10	10	0.8567508821358367	-0.03274976638956691	10	10	0.16699599137500643	-0.11865726202205858	10	10
LH03811	CUFF.10867.1	0.971751708048595	-0.0012095930718476662	10	10	0.1876019153390911	-0.11873796733261299	10	10	0.3671742578898838	-0.0472042885305316	10	10
LH03812	CUFF.10870.1	0.23888099104030303	0.14573179470413977	10	10	0.14911796650308182	0.11462436587300036	10	10	0.10887752879310461	0.1679695154186767	10	10
LH03813	CUFF.10900.1	0.15807924324065037	-0.18656854933481312	10	10	0.32495756430414857	0.15668066447818274	10	10	0.8738276954292962	-0.020700661143094806	10	10
LH03822	ENST00000547326	0.7749683924495558	-0.1286072462248737	10	10	0.14008507396946646	0.23614180162284013	10	10	0.1969558291522866	-0.011468167763891613	10	10
LH03823	ENST00000552466	0.22259217943180065	0.036796193372793995	9	9	0.6473339749105361	-0.09597727816119594	10	10	0.3921654910114716	0.0830569848074644	9	9
LH03824	ENST00000548702	0.603705614367762	-0.04890855479271733	10	10	0.7394954895518666	-0.14428776257967013	10	10	0.7051281805488544	-0.07950902991140796	10	10
LH03825	CUFF.10988.1	0.1555500491709915	-0.1851229291629377	10	10	0.8628570160546695	0.0405705341865763	10	10	0.36656207175063615	-0.06053347042402576	10	10
LH03828	CUFF.11046.1	0.2524609979519795	-0.2346381258306256	10	10	0.12342899640056293	0.1249263832596746	10	10	0.9721816101778743	0.060684964531583514	10	10
LH03829	CUFF.11047.1	0.48616342081940644	0.09091319646655209	10	10	0.2791608186848772	0.023230304607784222	10	10	0.8448543239242228	0.013362314083411117	10	10
LH03830	CUFF.11048.1	0.14526189066301223	0.23510727888575786	10	10	0.4223388924166237	-0.2521265561370903	10	10	0.31994079088382144	-0.14651698723758994	10	10
LH03831	CUFF.11049.1	0.22692977949881954	0.12403165332173277	10	10	0.5218009474715177	0.32178363579412594	10	10	0.860222890180126	0.07193939022516282	10	10
LH03832	CUFF.10985.1	0.644027276341602	0.04581128936731565	10	10	0.03139473640586696	0.18177431678371514	10	10	0.12714821873222418	0.141200321850149	10	10
LH03837	CUFF.11145.1	0.757386996302195	0.06090040246351885	10	10	0.8517818277931614	0.03992559706058674	10	10	0.36017259753631925	-0.02064193897765308	10	10
LH03838	CUFF.11149.7	0.02220929627894802	-0.3893281557067694	10	10	0.08322393520200465	-0.22531111291112882	10	10	0.019318743502236786	-0.3073196343089491	10	10
LH03839	CUFF.11149.1,CUFF.11149.3,CUFF.11149.4	0.34281289298044626	-0.1608518222092111	10	10	0.7824761537873623	0.002283066587120202	10	10	0.35655305834653517	-0.056249820929536946	10	10
LH03839	CUFF.11149.5	0.16485841648946298	0.36648984726716743	6	6	0.5253543518420429	0.10095955686773901	6	6	0.13617244016229907	0.16016078844393775	6	6
LH03846	CUFF.11164.2,CUFF.11164.3,CUFF.11164.4	0.644027276341602	0.04541987303043695	10	10	0.9972434985704792	-0.027152243692077933	10	10	0.7275140634498898	0.02344886744672342	10	10
LH03850	P1P2	0.15723274082899694	-0.1811981685123639	10	10	0.25823478032534086	-0.3881246779502865	10	10	0.15113721679005568	-0.33823997518999643	10	10
LH03853	CUFF.11234.1	0.15239064250829457	0.1763792853085986	10	10	0.3232623345879061	0.11052586213052788	10	10	0.08771293878309211	0.10904731976517769	10	10
LH03854	CUFF.11242.2	0.6218936845260108	0.1061720753437871	10	10	0.7999979681064174	-0.10835871619529115	10	10	0.6741316402893397	-0.012649478071882372	10	10
LH03855	P1P2	0.23590925205924473	0.11553222084270985	10	10	0.9593591125249544	-0.07143381743848122	10	10	0.34377214973879666	0.10119140307779277	10	10
LH03856	CUFF.11408.2	0.48364355418767735	-0.04587949035187872	10	10	0.5456464053100057	0.13207798285846586	10	10	0.9602350141727892	0.020825612026396757	10	10
LH03857	P1P2	0.9625711857685306	-0.09930082734708633	10	10	0.951561212788322	-0.07263449148261662	10	10	0.968504944908683	-0.08569220127451226	10	10
LH03860	P1P2	0.6190488325088495	-0.016047293282609242	10	10	0.08099421971784145	-0.07897782493108256	10	10	0.6041286345566488	-0.09956414124814027	10	10
LH03861	CUFF.11269.2	0.9749658377417152	-0.13776916745140486	10	10	0.941934993312293	-0.07384127255612019	10	10	0.6590430184595406	0.023718515850505256	10	10
LH03862	CUFF.11278.1,CUFF.11278.8,CUFF.11278.9	0.8784980091925176	-0.009576879930111712	10	10	0.9694561788893363	-0.0740683023194429	10	10	0.9363712633527143	0.006430791193998767	10	10
LH03862	CUFF.11278.2,CUFF.11278.3,CUFF.11278.4,CUFF.11278.5	0.9648407290952993	0.07108236506850467	7	7	0.9237302533622989	-0.0020972305449279277	7	7	0.9516191003611865	0.04329571383170091	7	7
LH03863	CUFF.11279.1	0.9616533862941392	0.08162639663626162	10	10	0.8144909548809627	-0.0106331998007761	10	10	0.8870146080180993	-0.01349175414324912	10	10
LH03865	CUFF.11302.1	0.04189404883670445	0.22171685773633087	10	10	0.37818035036233233	0.0634066254973551	10	10	0.024014493114126047	0.12068609317285235	10	10
LH03866	ENST00000547360	0.8486227503132544	0.006037441051632231	10	10	0.961194505486173	0.06468102657688674	10	10	0.8210168533909836	0.06240998822669983	10	10
LH03868	CUFF.11339.1	0.9382700153000327	0.034687522536027186	10	10	0.5010641800419331	-0.046052016082242096	10	10	0.5505988396060185	0.030734071433641357	10	10
LH03869	P1P2	0.9928791183534614	-0.06697157912667832	10	10	0.7926659277005933	-0.06690228376146831	10	10	0.6978636433748888	-0.04528907100390082	10	10
LH03870	CUFF.11355.1	0.7105632160675341	0.08322100326343347	10	10	0.38728255120349986	0.06495118405209689	10	10	0.7240543418045418	0.04314076762364958	10	10
LH03871	P1P2	0.46444489249629983	0.061097156097924425	10	10	0.41439193532288177	-0.033778767697788835	10	10	0.9327044462440572	0.03130119287096148	10	10
LH03872	CUFF.11368.1	0.25896288984970495	-0.04864289508215558	10	10	0.3378557911096076	0.10121445163987398	10	10	0.668247836585532	0.08990733623755938	10	10
LH03874	CUFF.11401.2,CUFF.11401.3	0.461637158844561	-0.05502995925782831	10	10	0.7966629948813186	-0.017301694567988735	10	10	0.6821487293030559	0.006809861088847578	10	10
LH03875	CUFF.11400.1	0.2725639906130105	-0.1549383965428309	10	10	0.10314645579494965	0.1621732586329194	10	10	0.8593173302830659	0.08805029983588909	10	10
LH03879	ENST00000578927	0.10548014147464645	0.19827074954618396	10	10	0.7170061755734551	-0.021215654158607624	10	10	0.264089885668899	0.17660526188781592	10	10
LH03883	CUFF.11479.1	0.06109977416433562	-0.13150606402646722	10	10	0.7182972051225673	0.05468758279606457	10	10	0.28070628888894855	-0.1082787490252574	10	10
LH03885	P1P2	0.2414160905367121	0.19990615293746158	10	10	0.5614500071315782	0.019864542775714433	10	10	0.1147217372306652	0.11243369866306306	10	10
LH03886	P1P2	0.06368948883571059	0.19036736415003916	10	10	0.007910791838666774	0.25327131714838347	10	10	0.0007210297939392125	0.16515699285279328	10	10
