		gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma
		Rep1	Rep1	Rep1	Rep1	Rep2	Rep2	Rep2	Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2
		Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg
gene	transcripts												
LH03887	CUFF.11530.2	0.39363708663628394	0.02017527689071988	10	10	0.6473339749105361	-0.3173239321322941	10	10	0.6974371708156271	-0.07200036047115264	10	10
LH03888	CUFF.11523.1	0.10205544868536236	-0.12589962510725955	10	10	0.5158314416967756	-0.04764441332134991	10	10	0.09615622593573887	-0.09021571722717388	10	10
LH03889	CUFF.11525.2	0.7723235693305728	-0.0023463584123428055	10	10	0.627191971602685	-0.06198392701006403	10	10	0.9308715681712275	0.05119701841246077	10	10
LH03894	CUFF.11537.1	0.22231434714542442	-0.056763402219938607	10	10	0.93231724815126	-0.06525147801754248	10	10	0.3061189468241282	-0.07632946911324955	10	10
LH03895	CUFF.11532.1	0.2251635269815061	-0.1155879128381988	10	10	0.8962360958527924	0.08675019287688861	10	10	0.45836632012257017	-0.07296281965006844	10	10
LH03898	P1P2	0.6423765599373471	0.13111823007246365	10	10	0.7234693370132377	-0.09326388627332872	10	10	0.9066242578424777	0.04635411084560184	10	10
LH03899	CUFF.11678.3	0.5383983526763164	0.18959447141601263	10	10	0.843212867959976	-0.21212315221265857	10	10	0.4724591654293344	0.03975566543152707	10	10
LH03900	CUFF.11678.2	0.6129719436512919	0.07613524660325638	10	10	0.10133322659024976	0.027205573351192346	10	10	0.2850988396988666	0.1476950398386435	10	10
LH03906	CUFF.11637.4	0.9933385190299848	0.1484052822589498	10	10	0.07668029878664237	-0.16960933699018096	10	10	0.21599640083505944	0.00915014140548496	10	10
LH03908	P1P2	0.6689950333157373	0.08624154590332744	10	10	0.08666148734095172	0.18379138800597636	10	10	0.3529565273320078	0.12491288185348537	10	10
LH03910	ENST00000535511	0.5266772010958926	0.1172348995350066	10	10	0.21180734106553245	0.18905749948736128	10	10	0.2596783283601771	0.17647132664684748	10	10
LH03911	ENST00000509470	0.5173204903748118	0.08708597881882328	10	10	0.9740474711719919	-0.22121376618156696	10	10	0.9919518638783451	-0.07682173103223212	10	10
LH03912	P1P2	0.09087088697911364	-0.18957820387719845	10	10	0.8648942349979032	-0.12031893061287607	10	10	0.17992160876750896	-0.1047181734068663	10	10
LH03913	CUFF.11779.2	0.35766041872007304	0.13334166622317362	10	10	0.018565755513511726	0.1923581991608282	10	10	0.04465475316576374	0.1820177251632922	10	10
LH03918	ENST00000541383,ENST00000535720	0.5433523270502523	-0.1261223677884901	10	10	0.05745476342296176	0.10630829981358891	10	10	0.4664407346097297	0.06898696067856876	10	10
LH03923	ENST00000606238	0.5448811793390766	0.16338016849574444	10	10	0.2238452959236047	-0.06908171394021075	10	10	0.7871265801797999	-0.041664932165745454	10	10
LH03924	CUFF.11711.1	0.3006730040292832	-0.06671756547100866	10	10	0.8816775447334045	-0.18553320621866642	10	10	0.18694535078239805	-0.06480661495394094	10	10
LH03925	CUFF.11725.2	0.7338513643199644	-0.0401299611432838	10	10	0.8149379288923206	-0.1981590335045477	10	10	0.45244900648606523	-0.03510031745996056	10	10
LH03928	P1	0.36859745282386747	0.22698637328773205	10	10	0.1514031500388868	-0.07174305551056251	10	10	0.7668038223336044	0.11800436769676609	10	10
LH03928	P2	0.21830439553252212	0.18828808941337696	10	10	0.5136020475223486	-0.09275082188440438	10	10	0.9414153254726056	0.12189029233803816	10	10
LH03929	P1P2	0.9966092392168324	-0.04542241184742701	9	9	0.8817591576372684	0.03288415683334466	9	9	0.9713966901687503	-0.023233492783620843	9	9
LH03933	CUFF.11736.1	0.23911067549087683	-0.032467467995825366	10	10	0.36158611425286413	0.07025430611468154	10	10	0.8498203438510813	0.02041963291426459	10	10
LH03935	CUFF.11740.1	0.29692404132148675	-0.15168968485803663	10	10	0.5711937807858124	0.06809525186047882	10	10	0.6923269880559032	-0.03315304100245708	10	10
LH03936	CUFF.11742.1	0.8662528809885066	-0.03441932123232797	10	10	0.19305854621008778	-0.18852019593375893	10	10	0.3284268197877377	-0.06134930458058884	10	10
LH03938	CUFF.11745.1	0.4186855064635443	-0.19541968620659422	10	10	0.40328643333240277	0.12348354437639404	10	10	0.8643001679479823	-0.05405384187609243	10	10
LH03942	P1P2	0.8819847945064735	0.011535319618781523	6	6	0.8673253420258312	0.014194226289393597	6	6	0.9812795666492429	0.00331085400558515	6	6
LH03944	CUFF.11757.2	0.5047348760184578	-0.0769106519023605	10	10	0.11040147666880845	-0.22978556517830986	10	10	0.08933023867865128	-0.1484898259657561	10	10
LH03945	CUFF.11757.7	0.22296954775598898	-0.06950267139999099	10	10	0.30148043834316285	0.2661686926080771	10	10	0.9327044462440572	0.1368714056837238	10	10
LH03948	CUFF.11772.1,CUFF.11772.2	0.2971907831376073	-0.12800938239568527	10	10	0.20384939469517704	-0.1149342344838387	9	9	0.02195318462870541	-0.1784369922861747	9	9
LH03950	ENST00000538837	0.0690530942088699	0.2152321150720864	10	10	0.46058670715154704	-0.11336236419433154	10	10	0.2908519809313803	0.08089138453905884	10	10
LH03952	ENST00000602952	0.9012489331702634	-0.11475621485505028	10	10	0.18548967728794308	-0.06108450230650778	10	10	0.4788779615651716	-0.08941535084250751	10	10
LH03953	ENST00000602292	0.8274771468066365	0.02982425636808994	10	10	0.500697890011423	-0.05717847403186158	10	10	0.6013171535779478	-0.0546925526852724	10	10
LH03955	ENST00000602474	0.4743464095815494	0.1488233815676556	10	10	0.5672866242257156	0.1383186785355191	10	10	0.42251726845840276	0.06450510375888534	10	10
LH03956	ENST00000602988	0.8102477333128681	0.05229428632137941	10	10	0.47221494262894637	0.09675131543888348	10	10	0.5731409068604432	0.06556540661870404	10	10
LH03957	ENST00000602601	0.9156249969505924	0.1292967122857109	10	10	0.11643729556312751	-0.17130485494936135	10	10	0.39923618640248126	-0.03823004239713976	10	10
LH03958	ENST00000602741	0.6411396802609252	0.02408468353228217	10	10	0.21498493595040025	0.04731965375326719	10	10	0.7571397107617092	0.08697942374928498	10	10
LH03959	ENST00000602558	0.6556311182804249	-0.02390916407924844	10	10	0.7243325956819611	0.029699019910177833	10	10	0.9441676358392107	0.034948125623259885	10	10
LH03960	CUFF.11778.1	0.13625864071511698	-0.18244133939601062	10	10	0.8113638353663212	-0.13036475377268586	10	10	0.2745836516055328	-0.16378472172803238	10	10
LH03963	ENST00000545508	0.9112862328238327	0.03183449046204255	10	10	0.9062657114313858	0.01966185321417874	10	10	0.734450131488563	0.05975453873088201	10	10
LH03964	P1P2	0.20596691994927008	-0.16279454901586923	10	10	0.15689510293602849	0.07251463781204803	10	10	0.788013587008064	-0.057876758028688614	10	10
LH03965	P1P2	0.8725983914506709	-0.0291420527478424	10	10	0.17354809991027775	0.07251463781204803	10	10	0.302320837669502	-0.03491199567214612	10	10
LH03970	P1P2	0.14330823467100792	0.15043359117680635	5	5	0.4270985546650087	-0.04366432964395592	5	5	0.497592229102516	0.03995310716431237	5	5
LH03971	CUFF.11858.4	0.5514025398358218	-0.06653615899393871	10	10	0.23318940727381865	0.2186109347309737	10	10	0.5379709207803539	-0.03761188898313936	10	10
LH03972	CUFF.11858.12	0.05118455265314083	-0.3629823917240496	10	10	0.8944142617833356	-0.1337527696400521	10	10	0.1514657436841407	-0.18070187899755694	10	10
LH03976	CUFF.11910.2	0.07940326651060754	0.21598816102228433	10	10	0.3210110119754176	-0.05806400067288048	10	10	0.4749497178148374	0.05066420689387721	10	10
LH03978	CUFF.11924.1	0.052783742371561276	-0.30316239861638145	10	10	0.6643890789190356	-0.11439226114270983	10	10	0.32218958545226906	-0.24204331548600325	10	10
LH03980	CUFF.12351.4	0.6744545232789501	0.036383582217106324	10	10	0.3971588337599271	-0.10101585743973102	10	10	0.5668788637160387	-0.05094365252185339	10	10
LH03987	P1P2	0.5214268156989755	0.08319228847723065	10	10	0.994716733694459	0.05515207333990213	10	10	0.7379263478347422	0.06261744466796003	10	10
LH03988	CUFF.11961.1	0.37383373698804867	-0.10008996467908388	10	10	0.16149979237201662	0.2092419056384903	10	10	0.7875700491511907	0.03951912219217905	10	10
LH03992	CUFF.11968.1	0.27445587964313534	0.17088988569076935	10	10	0.006521428017470126	0.21090508220238743	10	10	0.008821975265959724	0.15628821494012524	10	10
LH03993	CUFF.11967.1,CUFF.11967.2	0.8418615423285436	-0.04529937559449245	10	10	0.5158314422415493	0.0355139111403957	10	10	0.8116160603109922	0.017788931845991673	10	10
LH03994	P1P2	0.12492004450348604	0.29547134275616255	9	9	0.671512645120421	-0.3088265338680209	10	10	0.11269408616708874	0.08077429984435254	9	9
LH03995	CUFF.12033.21	0.3193292589168184	-0.1138621203613203	10	10	0.36219245610616335	-0.11236209903081773	10	10	0.1588316990048344	-0.1769831590363924	10	10
LH03999	CUFF.12022.2	0.7891175438545218	-0.08440265460405139	10	10	0.06569072386567412	0.24260452409969346	10	10	0.2404590347951523	0.10825737746494167	10	10
LH04001	CUFF.12061.2	0.06377185642041995	-0.38887090113048933	10	10	0.7097057031343352	0.0845386562718301	10	10	0.16646562055581327	-0.2079287830295793	10	10
LH04002	ENST00000423023	0.46902766069247936	0.03358426672087115	10	10	0.2892581599530245	0.14985049867179925	10	10	0.2974838119373747	0.116764418439189	10	10
LH04003	CUFF.12064.1	0.060387336264140494	-0.12947130344903632	10	10	0.3235444718338304	0.1644434183378389	10	10	0.5213629456845967	-0.029851782939660388	10	10
LH04009	CUFF.12106.1	0.23251293528464123	0.07010545848973689	10	10	0.6259675688555222	-0.08508829165478989	10	10	0.6374924589763811	0.026803133844257716	10	10
LH04011	CUFF.12118.1	0.3652337119543968	0.03919057442063027	10	10	0.2755953082367326	0.13566437552882	10	10	0.15461393049399885	0.08629952554670439	10	10
LH04012	CUFF.12121.1	0.27432947553945	-0.07944634396383662	10	10	0.05097898429813954	0.056849720515503605	10	10	0.5269949736282541	-0.05612655556082472	10	10
LH04015	CUFF.12183.1	0.6271919720496374	0.062187916048690776	10	10	0.34076612990781585	-0.28615621531039565	10	10	0.2822513236363021	-0.16118193323715088	10	10
LH04019	CUFF.12201.1	0.7477698201879228	-0.13602439177135212	10	10	0.2524609973363461	0.06343489017334375	10	10	0.6219342463157185	0.0026875932170491814	10	10
LH04021	CUFF.12238.1	0.4764831506629542	0.0664322275317783	10	10	0.4226719422491324	-0.24693105704900772	10	10	0.22666259258947585	-0.1300712433338064	10	10
LH04023	CUFF.12327.4	0.05118455265314083	-0.3508142903038827	10	10	0.6606299657172656	0.06065831190239121	10	10	0.20220776620399383	-0.19564482801428137	10	10
LH04026	CUFF.12348.15	0.05428013637061213	0.2509435874790529	10	10	0.5992962587639389	0.13003839963116376	10	10	0.077042612152658	0.17332293413992972	10	10
LH04027	CUFF.12465.3	0.3448674961543938	-0.04044068336913377	10	10	0.6752959766886886	0.04263302243928516	10	10	0.5168797313175393	0.044010964903511425	10	10
LH04029	CUFF.12388.1	0.8694245851156376	0.01099910509387915	10	10	0.5143446214485592	0.08084235813510081	10	10	0.5692232837923576	0.023832799570777028	10	10
LH04033	CUFF.12412.1	0.2022746679675672	0.1274863131327241	10	10	0.016593438008744302	0.18436200549979517	10	10	0.018817769211403445	0.14908488054757046	10	10
LH04034	ENST00000608803	0.40263876915697216	-0.03355806504036965	10	10	0.4498106516267675	-0.016482486130440382	10	10	0.31938020000634626	-0.02881945347895101	10	10
LH04041	CUFF.12442.1	0.3121084039894527	-0.054822846529464946	10	10	0.8046730509778457	0.03797526150639862	10	10	0.5139020553041982	-0.023486761083809513	10	10
LH04043	CUFF.12448.1	0.13340490117365084	-0.0232564098589693	10	10	0.6489899436707083	-0.16122261516694267	10	10	0.4998809207323722	-0.017989050649770678	10	10
LH04045	CUFF.12566.1	0.3800526752960629	0.0057386508706577894	10	10	0.00434178044444822	0.262200372906482	10	10	0.133443664191562	0.12587013993407695	10	10
LH04046	CUFF.12537.1	0.30744571238259344	-0.016814051969734244	10	10	0.9336906399040914	0.058347424015625655	10	10	0.6515499507675795	-0.033158038436090616	10	10
LH04047	ENST00000604480	0.9749658377417152	-0.09970632737279955	10	10	0.03320653161932238	-0.22776417540728958	10	10	0.2486370536140905	-0.13369271366139582	10	10
LH04052	CUFF.12556.1	0.3425200182231637	-0.04159977574057461	10	10	0.9524783865590598	-0.030784861671124358	10	10	0.6923269880559032	-0.07030060703136157	10	10
LH04053	CUFF.12583.1	0.3766244283132918	-0.1528287409039258	10	10	0.8581070734477039	-0.17781810735042702	10	10	0.35057163460932195	-0.03149422547413452	10	10
LH04054	CUFF.12585.1	0.5150877537560212	0.31603681897758523	10	10	0.1068502513672804	-0.13072700600085704	10	10	0.4441691011075738	-0.07094152119400642	10	10
LH04056	CUFF.12587.2	0.48616342081940644	-0.2167414714770889	10	10	0.10169382694872937	-0.05230223792971619	10	10	0.22821648462386945	-0.18848030290979123	10	10
LH04058	P1P2	0.5687996608739758	0.08690173708592007	18	18	0.0007454578133445046	-0.4278659506609921	19	19	0.0221938709062281	-0.16444433354709884	18	18
LH04061	P1P2	0.8412122901601213	-0.07141041509950277	9	9	0.2558180068203315	0.12251471969063732	10	10	0.7552151540380635	0.032125973546648735	9	9
LH04062	ENST00000519454	0.08988517563963762	-0.030086604698316182	10	10	0.5247989685179724	0.036145082543376866	10	10	0.1306328330965531	0.035180119808711836	10	10
LH04064	ENST00000330825	0.6807752820157159	0.013601955825403808	10	10	0.44533454665816263	0.029913004827348436	10	10	0.8638469565475622	-0.024379201088112725	10	10
LH04065	P1P2	0.8292721390430887	-0.03813634709655191	10	10	0.8522333200427498	0.02553705578710661	10	10	0.8371917462309741	0.008191949281794541	10	10
LH04069	CUFF.12628.1	0.22494343770296632	0.20127631151944467	10	10	0.8921377533257079	-0.02933196992771588	10	10	0.2616326809027948	0.04534795167635367	10	10
LH04070	P1P2	0.8037820150438034	0.14087278688932367	10	10	0.6109521838652421	-0.024904035008910166	10	10	0.7545105491829972	0.0896016336797466	10	10
LH04074	CUFF.12726.8	0.6471295243119898	-0.0016195721114570794	9	9	0.6761378365036419	-0.04228825379840583	10	10	0.7487571637788135	0.01667770051623413	9	9
LH04075	CUFF.12714.2	0.1913898835388138	-0.043633801341982144	10	10	0.46973491496821684	-0.05773986313050641	10	10	0.20098681342839464	-0.06361576352309452	10	10
LH04076	P1P2	0.9533956233368237	0.0332522083822497	10	10	0.3190495275528036	0.04310423708414433	10	10	0.4559245385419419	-0.003801768536676973	10	10
LH04078	ENST00000456688	0.19325556062897642	-0.0401966478735098	10	10	0.5905216229745598	-0.07711139036280386	10	10	0.1598568034470259	-0.03053833630506512	10	10
LH04080	CUFF.12738.1	0.6710927864890399	0.040963059566584865	10	10	0.3917241285958851	0.02058515321523328	10	10	0.9868934026852398	0.043849260629875784	10	10
LH04081	CUFF.12738.3	0.7701215673547717	0.021663744379584033	10	10	0.1066000968343342	0.19305582349399822	10	10	0.2690519197876168	0.03942587260591785	10	10
LH04082	CUFF.12739.1	0.28249962280215346	-0.07379856650584694	10	10	0.9295710731241006	0.047769808251577	10	10	0.3373476489320919	-0.016218226352547483	10	10
LH04087	CUFF.12785.8	0.633665760195808	-0.07380995803965079	9	9	0.09634298999841992	-0.15410594008844394	9	9	0.2072876262983948	-0.14088048235693043	9	9
LH04089	CUFF.12804.1	0.02423563221881994	-0.21923999746868786	10	10	0.9648658987524401	-0.04913944797171515	10	10	0.07570341250885178	-0.13104261364527367	10	10
LH04090	CUFF.12804.3	0.45257780637775535	0.10731764845536966	10	10	0.20887233926597604	-0.09175436954925109	10	10	0.16088690301928943	0.044572348084788514	10	10
LH04091	CUFF.12808.1	0.11855807380795594	-0.05848424767687576	9	9	0.42256491457788836	0.09602749424362682	9	9	0.4330497296254934	-0.0005611551000879733	9	9
LH04092	CUFF.12811.3,CUFF.12811.4	0.8306189688937464	-0.027873367506877317	10	10	0.14054974713814494	0.0959574572633944	10	10	0.2650772095619863	0.14959577242648114	10	10
LH04093	CUFF.12811.5,CUFF.12811.6	0.4588389300428988	-0.15888404590846014	10	10	0.624336635255693	0.06886734627137753	10	10	0.6594603140904339	-0.07762417633819671	10	10
LH04094	P1P2	0.7183854028516654	0.07380290442633473	9	9	0.8680650228404456	0.1101125675262875	10	10	0.5229960355347361	-0.004156086804453428	9	9
LH04101	CUFF.12908.1	0.48220681866623394	-0.06706653277004894	10	10	0.04752425502184704	-0.1687060990219654	10	10	0.05833281997979692	-0.13038538602794708	10	10
LH04106	P1P2	0.7264922746881236	-0.02845719354342287	10	10	0.004263771950521883	-0.2817570447491629	10	10	0.04998984271285634	-0.15087674867774492	10	10
LH04111	ENST00000422231,ENST00000448470,ENST00000593933,ENST00000596342	0.2858653939863147	0.1455786010768151	10	10	0.9758842374348516	-0.024755342117431064	10	10	0.5221120890245896	0.030086149127278552	10	10
LH04115	P1P2	0.014807562653242849	0.34304305951192854	10	10	0.027494077628439657	-0.20077130910727256	10	10	0.6594603140904339	0.16432671893082434	10	10
LH04116	CUFF.13369.1,NLT_00001855	0.8064558838708518	-0.05592693127684139	10	10	0.4662045399366327	-0.05984033498664978	10	10	0.4096320416777576	-0.021543841091089325	10	10
LH04121	P1P2	0.34339912253113536	0.048397918062641036	10	10	0.46550023691046993	0.18768610061748892	10	10	0.3151962681816892	0.061263006589996484	10	10
LH04122	CUFF.13216.1	0.19266496184762016	0.057353573739348705	10	10	0.672772836962561	-0.15846622581757744	10	10	0.323035536122368	-0.08719575714555057	10	10
LH04125	CUFF.13254.1	0.4286930999128523	-0.03740432375100683	10	10	0.47791056836426926	0.21706248632810385	10	10	0.8965835332143319	-0.007733258134900491	10	10
LH04127	CUFF.13263.7	0.5579751991564191	0.2205981252246011	9	9	0.3553249292322307	0.09647674561239909	9	9	0.200794572990742	0.14464104399622843	9	9
LH04128	CUFF.13269.1	0.052572812995239394	0.19057759487672113	10	10	0.8903171854251606	-0.03541896734921312	10	10	0.0886804597693576	0.03563812277586543	10	10
LH04129	CUFF.13408.1	0.8405106821308083	0.20577218751060164	10	10	0.23138857699551174	-0.09804184296360485	10	10	0.6081552407883846	-0.0760058770644374	10	10
LH04136	P1P2	0.02320326454116892	-0.27324336655402837	10	10	0.817844722051239	-0.048821183941711276	10	10	0.029282704152411645	-0.12925573310604294	10	10
LH04138	CUFF.13415.1	0.7114210951813724	0.01666596548492269	10	10	0.07375489178395266	0.13725630032897543	10	10	0.24745700182257047	0.08894189923715856	10	10
LH04139	P1P2	0.29772474725908404	-0.1587803072715764	10	10	0.30174990385595724	0.21976965332066578	10	10	0.9868934026852398	0.04492975891494124	10	10
LH04145	CUFF.13533.1	0.8585592306814626	-0.01339722875853712	10	10	0.2107557233745675	0.10625774820611676	10	10	0.40246771022084615	0.04498785469747544	10	10
LH04146	CUFF.13534.2	0.5853645644893497	0.06803087773297657	10	10	0.22715125325772068	0.05579028000636826	10	10	0.6150277682691149	-0.016260676235766252	10	10
LH04148	CUFF.13537.2	0.933690639989946	0.05635404950763146	10	10	0.5514025393193069	-0.043606860464346274	10	10	0.6507195381224171	-0.03339392561407022	10	10
LH04152	CUFF.13614.1	0.12037378561150645	-0.15627291047604408	10	10	0.5229241722355784	0.1000807926102976	10	10	0.4864263532437124	-0.06282110993687831	10	10
LH04153	CUFF.13625.1	0.9506441032400819	0.16105252033683679	10	10	0.4337486233555675	0.03881542709376275	10	10	0.6931777207966875	0.039745670911814156	10	10
LH04154	NLT_00001905	0.8207540223361504	-0.028723161436977267	10	10	0.8180684259295767	0.11859281219475278	10	10	0.8538878968815146	-0.00919689261972049	10	10
