	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho
	Rep1	Rep1	Rep1	Rep1	Rep1	Rep2	Rep2	Rep2	Rep2	Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2
	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg
gene															
pseudo_2143	pseudo_transcript_0	0.5405585197043963	-0.4246454982962087	10.0	10.0	pseudo_transcript_0	0.6190488309922907	-0.4087615318778856	10.0	10.0	pseudo_transcript_0	0.4992341501423614	-0.3074287483479708	10.0	10.0
pseudo_2144	pseudo_transcript_0	0.2060625061473672	0.11111902513685305	10.0	10.0	pseudo_transcript_0	0.46690943286142306	-0.25711035693362494	10.0	10.0	pseudo_transcript_0	0.15239064162132346	-0.06466923567205624	10.0	10.0
pseudo_2145	pseudo_transcript_0	0.6470253293544797	-0.17964838610106862	10.0	10.0	pseudo_transcript_0	0.8220976101981812	-0.12114992815604057	10.0	10.0	pseudo_transcript_0	0.6362021442736276	-0.0794950282190297	10.0	10.0
pseudo_2146	pseudo_transcript_0	0.5146360738113908	-0.002359197388776648	10.0	10.0	pseudo_transcript_0	0.373215323289144	-0.24380254231582796	10.0	10.0	pseudo_transcript_0	0.30662769521501454	-0.05650850756618082	10.0	10.0
pseudo_2147	pseudo_transcript_0	0.27357148592571745	0.143886140855054	10.0	10.0	pseudo_transcript_0	0.20064923924928635	0.30261193520329893	10.0	10.0	pseudo_transcript_0	0.19903336677945216	0.27464848307900686	10.0	10.0
pseudo_2148	pseudo_transcript_0	0.5659502138377424	-0.28089688156089254	10.0	10.0	pseudo_transcript_0	0.9639479774449216	-0.15845348419625402	10.0	10.0	pseudo_transcript_0	0.6833099066436672	-0.2018392036508847	10.0	10.0
pseudo_2149	pseudo_transcript_0	0.8800481439604647	0.03995832377066862	10.0	10.0	pseudo_transcript_0	0.15824895534645655	0.17982709441587544	10.0	10.0	pseudo_transcript_0	0.43713803454055444	0.011221210848863647	10.0	10.0
pseudo_215	pseudo_transcript_0	0.4284139344221375	0.04453138047087107	10.0	10.0	pseudo_transcript_0	0.8427623740472333	-0.15280515974325495	10.0	10.0	pseudo_transcript_0	0.6065191353013096	-0.013828163849832042	10.0	10.0
pseudo_2150	pseudo_transcript_0	0.43887926977869407	0.2704526978824937	10.0	10.0	pseudo_transcript_0	0.6610472236141536	0.07111850334300189	10.0	10.0	pseudo_transcript_0	0.42433949713336294	0.0681432749215055	10.0	10.0
pseudo_2151	pseudo_transcript_0	0.35691546294926213	-0.28813454830084106	10.0	10.0	pseudo_transcript_0	0.14755064852992636	0.12483729483288918	9.0	9.0	pseudo_transcript_0	0.07991483109712685	0.2142645437243117	9.0	9.0
pseudo_2152	pseudo_transcript_0	0.6888547685976802	-0.13114270491453897	10.0	10.0	pseudo_transcript_0	0.7251962042239801	0.08747678767831955	10.0	10.0	pseudo_transcript_0	0.3738337359545799	-0.14367635418972416	10.0	10.0
pseudo_2153	pseudo_transcript_0	0.15603406283588409	-0.3881344582006339	10.0	10.0	pseudo_transcript_0	0.06303370578902323	-0.4023852460970953	10.0	10.0	pseudo_transcript_0	0.053849025830859674	-0.37811349003313	10.0	10.0
pseudo_2154	pseudo_transcript_0	0.9200918578653265	0.003638218306553439	10.0	10.0	pseudo_transcript_0	0.8481716500249015	0.19468765383797157	10.0	10.0	pseudo_transcript_0	0.8916825575742017	0.030759388784098046	10.0	10.0
pseudo_2155	pseudo_transcript_0	0.6686479487963545	0.15419484227112698	10.0	10.0	pseudo_transcript_0	0.07677621859832358	0.2582181498616971	10.0	10.0	pseudo_transcript_0	0.05647910590077714	0.09839378940884119	10.0	10.0
pseudo_2156	pseudo_transcript_0	0.9779854570861746	0.16439495065247375	10.0	10.0	pseudo_transcript_0	0.6719326057514337	0.10943075593912654	10.0	10.0	pseudo_transcript_0	0.9167672001270047	0.13065137347986713	10.0	10.0
pseudo_2157	pseudo_transcript_0	0.12164955108024163	0.16117331643839275	10.0	10.0	pseudo_transcript_0	0.46902765876964325	-0.2255522027591501	10.0	10.0	pseudo_transcript_0	0.7282215845306628	-0.0640731710515361	10.0	10.0
pseudo_2158	pseudo_transcript_0	0.45017949659560186	0.17626391882182535	10.0	10.0	pseudo_transcript_0	0.24513721843890024	0.08097691800474408	10.0	10.0	pseudo_transcript_0	0.13162650971203488	0.06699773696756157	10.0	10.0
pseudo_2159	pseudo_transcript_0	0.21379561712340345	0.27189653438617983	10.0	10.0	pseudo_transcript_0	0.95568898237176	-0.07629150384528088	10.0	10.0	pseudo_transcript_0	0.562226541621921	0.10524708181922639	10.0	10.0
pseudo_216	pseudo_transcript_0	0.8569739785271706	0.0558741928756969	10.0	10.0	pseudo_transcript_0	0.9584414960861017	-0.14794895408530057	10.0	10.0	pseudo_transcript_0	0.9731291390165305	-0.11674358768176925	10.0	10.0
pseudo_2160	pseudo_transcript_0	0.6888547685976802	-0.2062924756479487	10.0	10.0	pseudo_transcript_0	0.8581070730225993	-0.10942445569990823	10.0	10.0	pseudo_transcript_0	0.8194109590877798	-0.12386582651721308	10.0	10.0
pseudo_2161	pseudo_transcript_0	0.6318181092570376	-0.21086821789879973	10.0	10.0	pseudo_transcript_0	0.9575239348334984	0.0302579234561481	10.0	10.0	pseudo_transcript_0	0.5346030820591903	-0.18505236127422517	10.0	10.0
pseudo_2162	pseudo_transcript_0	0.7033045273823957	-0.08061599018611716	10.0	10.0	pseudo_transcript_0	0.6858481060339462	0.08028135534032932	10.0	10.0	pseudo_transcript_0	0.9547715936865769	-0.029817066733751573	10.0	10.0
pseudo_2163	pseudo_transcript_0	0.44690961140096064	0.5030831885147724	10.0	10.0	pseudo_transcript_0	0.5962982701212962	-0.013359491710933655	10.0	10.0	pseudo_transcript_0	0.17445982955174233	0.2316297430243397	10.0	10.0
pseudo_2164	pseudo_transcript_0	0.9740883161328034	0.07652278525445923	10.0	10.0	pseudo_transcript_0	0.30391139692134206	0.1898739158597236	10.0	10.0	pseudo_transcript_0	0.5136020471580561	0.07668277268831557	10.0	10.0
pseudo_2165	pseudo_transcript_0	0.09127033097265128	-0.0568663261612228	10.0	10.0	pseudo_transcript_0	0.7758505814147815	0.08727526317555655	10.0	10.0	pseudo_transcript_0	0.4230051454747027	-0.17634153148244416	10.0	10.0
pseudo_2166	pseudo_transcript_0	0.6947912909057667	-0.1627563800054526	10.0	10.0	pseudo_transcript_0	0.8657999543551986	-0.06164083481618199	10.0	10.0	pseudo_transcript_0	0.9749658376875862	0.07133397607434001	10.0	10.0
pseudo_2167	pseudo_transcript_0	0.7187218517180575	-0.016532248922051435	10.0	10.0	pseudo_transcript_0	0.14148264720977466	-0.2370194367044143	10.0	10.0	pseudo_transcript_0	0.6174257568899745	-0.15955888885240602	10.0	10.0
pseudo_2168	pseudo_transcript_0	0.1756887043632398	-0.31076435011298403	10.0	10.0	pseudo_transcript_0	0.11616958482808448	-0.5329726745192863	10.0	10.0	pseudo_transcript_0	0.06303370635899101	-0.3774504157405448	10.0	10.0
pseudo_2169	pseudo_transcript_0	0.7687155880895177	-0.19293819499782472	10.0	10.0	pseudo_transcript_0	0.33467291615840455	-0.5501349633063417	10.0	10.0	pseudo_transcript_0	0.4460215207410524	-0.36551197148176273	10.0	10.0
pseudo_217	pseudo_transcript_0	0.25881609253951465	0.13084588998241747	14.0	14.0	pseudo_transcript_0	0.3696410995968409	-0.07009362041531743	14.0	14.0	pseudo_transcript_0	0.7666344567305409	0.06184875795068797	14.0	14.0
pseudo_2170	pseudo_transcript_0	0.9745467730009254	0.037135664230637085	10.0	10.0	pseudo_transcript_0	0.9515612126418258	0.11150497361893878	10.0	10.0	pseudo_transcript_0	0.9763434493425945	0.0618477642208837	10.0	10.0
pseudo_2171	pseudo_transcript_0	0.588330209099895	0.08547652925798893	10.0	10.0	pseudo_transcript_0	0.280441782857927	0.006996568845391071	10.0	10.0	pseudo_transcript_0	0.21884322215974827	-0.006424122033001402	10.0	10.0
pseudo_2172	pseudo_transcript_0	0.937909693296581	0.1154350564490912	10.0	10.0	pseudo_transcript_0	0.6685757905278333	0.07961511003831696	10.0	10.0	pseudo_transcript_0	0.5794402397207721	0.08534736801660288	10.0	10.0
pseudo_2173	pseudo_transcript_0	0.32969760545012405	0.19038526636636655	10.0	10.0	pseudo_transcript_0	0.9314017650598716	-0.28576573834678926	10.0	10.0	pseudo_transcript_0	0.5158314415151846	-0.1530553883978544	10.0	10.0
pseudo_2174	pseudo_transcript_0	0.9970184925788672	-0.17583065587633182	10.0	10.0	pseudo_transcript_0	0.5143446201748263	-0.35566086219735665	10.0	10.0	pseudo_transcript_0	0.5548704881825391	-0.17361446904277286	10.0	10.0
pseudo_2175	pseudo_transcript_0	0.5405585197043963	0.03869770781820531	10.0	10.0	pseudo_transcript_0	0.1515673914199576	-0.05282394089948587	10.0	10.0	pseudo_transcript_0	0.5637811658670093	-0.0820572606823403	10.0	10.0
pseudo_2176	pseudo_transcript_0	0.46937462469423696	0.2550888778669334	10.0	10.0	pseudo_transcript_0	0.9855291320885072	0.09987044433462922	10.0	10.0	pseudo_transcript_0	0.6934839017436548	0.09675652511307836	10.0	10.0
pseudo_2177	pseudo_transcript_0	0.6355031717451667	-0.3568897481731157	10.0	10.0	pseudo_transcript_0	0.5483288876578543	0.043254794150897925	10.0	10.0	pseudo_transcript_0	0.9126560891796653	-0.10637762640579242	10.0	10.0
pseudo_2178	pseudo_transcript_0	0.33716793612850393	0.08641084974548248	10.0	10.0	pseudo_transcript_0	0.7438467100566206	-0.06017357353778146	10.0	10.0	pseudo_transcript_0	0.48113079071865195	0.005277827900134942	10.0	10.0
pseudo_2179	pseudo_transcript_0	0.6135311690738969	-0.08894215644124404	10.0	10.0	pseudo_transcript_0	0.011508222743962116	0.2678295467740548	10.0	10.0	pseudo_transcript_0	0.05349195437132146	0.16900716798638218	10.0	10.0
pseudo_218	pseudo_transcript_0	0.40370346992929773	-0.14418861639868114	10.0	10.0	pseudo_transcript_0	0.4405426437300164	0.07977683346604969	10.0	10.0	pseudo_transcript_0	0.9163102980461761	0.0017792403743990641	10.0	10.0
pseudo_2180	pseudo_transcript_0	0.38268056460013733	-0.14099061964922877	10.0	10.0	pseudo_transcript_0	0.8194109587039204	-0.18114813777821878	10.0	10.0	pseudo_transcript_0	0.5010641796715618	-0.14375684898183835	10.0	10.0
pseudo_2181	pseudo_transcript_0	0.4082501816539218	-0.31703295139527904	10.0	10.0	pseudo_transcript_0	0.25726617666655716	0.23139813479453372	10.0	10.0	pseudo_transcript_0	0.9318594954118228	-0.05323474193787613	10.0	10.0
pseudo_2182	pseudo_transcript_0	0.11122120129647287	0.15796884280945475	10.0	10.0	pseudo_transcript_0	0.8944142614654864	-0.18794458517945864	10.0	10.0	pseudo_transcript_0	0.4374778123583615	0.05040572149250677	10.0	10.0
pseudo_2183	pseudo_transcript_0	0.4508696166691677	-0.20799704191147397	10.0	10.0	pseudo_transcript_0	0.8055643403809896	-0.24926868046174552	10.0	10.0	pseudo_transcript_0	0.4213406656763251	-0.13247063953116475	10.0	10.0
pseudo_2184	pseudo_transcript_0	0.7538236593317926	0.2401171494468911	10.0	10.0	pseudo_transcript_0	0.08560790423211499	-0.4536899618368633	10.0	10.0	pseudo_transcript_0	0.427350769767023	-0.23168862388902364	10.0	10.0
pseudo_2185	pseudo_transcript_0	0.6187900835228487	0.07165293116636437	10.0	10.0	pseudo_transcript_0	0.8857683154343419	0.03226682310948943	10.0	10.0	pseudo_transcript_0	0.720019828842495	0.05777866049792516	10.0	10.0
pseudo_2186	pseudo_transcript_0	0.14024588595438225	-0.1187476416912348	10.0	10.0	pseudo_transcript_0	0.16904279629001584	-0.4255704021427245	10.0	10.0	pseudo_transcript_0	0.03311148827233227	-0.2568392328479883	10.0	10.0
pseudo_2187	pseudo_transcript_0	0.5059572495366913	-0.19912494932594152	10.0	10.0	pseudo_transcript_0	0.18282687609644177	-0.398385923666619	10.0	10.0	pseudo_transcript_0	0.8662528807019478	-0.2578362908337393	10.0	10.0
pseudo_2188	pseudo_transcript_0	0.886400948708392	0.11286480578730511	10.0	10.0	pseudo_transcript_0	0.09731721064738563	-0.22794107923907533	10.0	10.0	pseudo_transcript_0	0.41209083913059674	-0.06679058309329751	10.0	10.0
pseudo_2189	pseudo_transcript_0	0.6584247167716877	0.0851157634978137	10.0	10.0	pseudo_transcript_0	0.6374350240944298	-0.23412707095337215	10.0	10.0	pseudo_transcript_0	0.9983920387218882	-0.1350640465691739	10.0	10.0
pseudo_219	pseudo_transcript_0	0.10541005398278952	-0.4163792644830531	10.0	10.0	pseudo_transcript_0	0.0583677689006153	-0.677009802114799	10.0	10.0	pseudo_transcript_0	0.014251110818454068	-0.47933103721622977	10.0	10.0
pseudo_2190	pseudo_transcript_0	0.9255704167196454	0.19138128816694092	10.0	10.0	pseudo_transcript_0	0.5147161163624538	-0.28677863758880734	10.0	10.0	pseudo_transcript_0	0.9790988802463133	-0.08269441308374255	10.0	10.0
pseudo_2191	pseudo_transcript_0	0.8317784204449061	-0.10916075295807093	10.0	10.0	pseudo_transcript_0	0.16184489655866607	0.23876154550725368	10.0	10.0	pseudo_transcript_0	0.5723684197910033	0.04855560362621677	10.0	10.0
pseudo_2192	pseudo_transcript_0	0.45919762775607487	-0.222170939960614	10.0	10.0	pseudo_transcript_0	0.7269244709100411	-0.14228770043714378	10.0	10.0	pseudo_transcript_0	0.5095278870444675	-0.14247568376460287	10.0	10.0
pseudo_2193	pseudo_transcript_0	0.2595919935668577	0.30220345464901116	10.0	10.0	pseudo_transcript_0	0.03918781836323349	-0.21008096078400562	10.0	10.0	pseudo_transcript_0	0.6833099066436672	-0.024420111507067754	10.0	10.0
pseudo_2194	pseudo_transcript_0	0.2905425400382149	0.07613726626093989	10.0	10.0	pseudo_transcript_0	0.20166401005880596	0.3498096389895948	10.0	10.0	pseudo_transcript_0	0.18625571921336603	0.2578728563728398	10.0	10.0
pseudo_2195	pseudo_transcript_0	0.8089812148498892	-0.07599148798946226	10.0	10.0	pseudo_transcript_0	0.6960361460142621	-0.029863280291089523	10.0	10.0	pseudo_transcript_0	0.7886743011514497	-0.0499180618206486	10.0	10.0
pseudo_2196	pseudo_transcript_0	0.8904887793772784	0.16802589852207095	10.0	10.0	pseudo_transcript_0	0.7482061257752886	-0.24828575457903465	10.0	10.0	pseudo_transcript_0	0.7617709887382698	-0.13002325433289935	10.0	10.0
pseudo_2197	pseudo_transcript_0	0.4422862597708139	0.15031454112445672	10.0	10.0	pseudo_transcript_0	0.6871185386853618	-0.13441414824549638	10.0	10.0	pseudo_transcript_0	0.44396240826427547	-0.05948777481354809	10.0	10.0
pseudo_2198	pseudo_transcript_0	0.07580834060769256	0.2772164990270368	10.0	10.0	pseudo_transcript_0	0.20350001857698796	0.048034966042561994	10.0	10.0	pseudo_transcript_0	0.06262668425279692	0.0965447186160967	10.0	10.0
pseudo_2199	pseudo_transcript_0	0.3687390133545685	-0.19281691197530282	10.0	10.0	pseudo_transcript_0	0.4088167359561201	0.06777814737507455	10.0	10.0	pseudo_transcript_0	0.9213377084083666	-0.05555484060554373	10.0	10.0
pseudo_22	pseudo_transcript_0	0.6068849517742384	0.12692113320716156	10.0	10.0	pseudo_transcript_0	0.45292437357090176	-0.13178963155499335	10.0	10.0	pseudo_transcript_0	0.7587013816119581	-0.030100540249340845	10.0	10.0
pseudo_220	pseudo_transcript_0	0.04537232184741845	0.08004007547416465	10.0	10.0	pseudo_transcript_0	0.3643196633202068	-0.03741575643274422	10.0	10.0	pseudo_transcript_0	0.13133190602382613	0.24353569194511926	10.0	10.0
pseudo_2200	pseudo_transcript_0	0.4937197447854703	0.1947186367209225	10.0	10.0	pseudo_transcript_0	0.3528657718892576	0.10356342272477781	10.0	10.0	pseudo_transcript_0	0.1733661815579337	0.08813914088423543	10.0	10.0
pseudo_2201	pseudo_transcript_0	0.8398594634379618	0.06401029349483088	10.0	10.0	pseudo_transcript_0	0.8169500547289403	-0.005286560633393454	10.0	10.0	pseudo_transcript_0	0.9611945054526263	0.03990821131228407	10.0	10.0
pseudo_2202	pseudo_transcript_0	0.7485891485142552	-0.2350535580608619	10.0	10.0	pseudo_transcript_0	0.707991780681547	0.031039380553636437	10.0	10.0	pseudo_transcript_0	0.7891175434091736	0.039850140771335134	10.0	10.0
pseudo_2203	pseudo_transcript_0	0.43278483985468774	-0.29472337811535815	10.0	10.0	pseudo_transcript_0	0.6125677543709085	-0.10430262566143121	10.0	10.0	pseudo_transcript_0	0.5786524606223744	-0.22049715543615286	10.0	10.0
pseudo_2204	pseudo_transcript_0	0.06676051485604517	-0.32137549354518463	9.0	9.0	pseudo_transcript_0	0.4252036168244486	-0.23460861748339257	9.0	9.0	pseudo_transcript_0	0.11135769713843012	-0.26166021020716346	9.0	9.0
pseudo_2205	pseudo_transcript_0	0.21326660349421622	-0.04135993736082486	10.0	10.0	pseudo_transcript_0	0.09021278387534012	-0.6672751631671144	10.0	10.0	pseudo_transcript_0	0.9809359747698955	-0.4951451439352897	10.0	10.0
pseudo_2206	pseudo_transcript_0	0.6956409058953501	0.12210950625111283	10.0	10.0	pseudo_transcript_0	0.24072282698065128	-0.15550593637442103	10.0	10.0	pseudo_transcript_0	0.33611727477629183	-0.2211615333559754	10.0	10.0
pseudo_2207	pseudo_transcript_0	0.7731121367293072	-0.10765128258913796	10.0	10.0	pseudo_transcript_0	0.616817583528458	0.02331669733530776	10.0	10.0	pseudo_transcript_0	0.8131503955472975	0.072581930603635	10.0	10.0
pseudo_2208	pseudo_transcript_0	0.021262528250290538	-0.4527803239544446	10.0	10.0	pseudo_transcript_0	0.33872720992861716	-0.16193854009235495	10.0	10.0	pseudo_transcript_0	0.048631362561531444	-0.3442150274470446	10.0	10.0
pseudo_2209	pseudo_transcript_0	0.5770890934965949	-0.0442654100402064	10.0	10.0	pseudo_transcript_0	0.8024459382277456	-0.13832283857966696	10.0	10.0	pseudo_transcript_0	0.5483288885229832	-0.0009498311260622283	10.0	10.0
pseudo_221	pseudo_transcript_0	0.6783015526727754	0.021581197992891692	10.0	10.0	pseudo_transcript_0	0.7159309336968938	-0.28916576429534885	10.0	10.0	pseudo_transcript_0	0.8454661017733806	-0.2493529618069629	10.0	10.0
pseudo_2210	pseudo_transcript_0	0.6952160505601371	-0.05369648044299208	10.0	10.0	pseudo_transcript_0	0.4310480653057236	-0.15533347887825635	10.0	10.0	pseudo_transcript_0	0.5452637250870989	-0.13810683138673188	10.0	10.0
pseudo_2211	pseudo_transcript_0	0.26423678156231123	0.05096808352620994	10.0	10.0	pseudo_transcript_0	0.5984961268543019	-0.24116399050505274	10.0	10.0	pseudo_transcript_0	0.8060100806104188	0.039155845321881155	10.0	10.0
pseudo_2212	pseudo_transcript_0	0.8398594634379618	-0.12046113549107486	10.0	10.0	pseudo_transcript_0	0.3207303171305118	0.2604840570480503	10.0	10.0	pseudo_transcript_0	0.5786524606223744	0.22920043005452842	10.0	10.0
pseudo_2213	pseudo_transcript_0	0.10765461872030978	-0.024175128558417396	10.0	10.0	pseudo_transcript_0	0.9172241294527435	-0.3913506431015165	10.0	10.0	pseudo_transcript_0	0.34398599060311696	-0.1446054410016475	10.0	10.0
pseudo_2214	pseudo_transcript_0	0.3285579121758626	0.17272251264605631	10.0	10.0	pseudo_transcript_0	0.21138623843147453	0.2950246979146452	10.0	10.0	pseudo_transcript_0	0.104369541028295	0.21651982440370085	10.0	10.0
pseudo_2215	pseudo_transcript_0	0.6212238961916565	-0.2142958306085969	10.0	10.0	pseudo_transcript_0	0.3978011858509167	0.3035291959470596	10.0	10.0	pseudo_transcript_0	0.32269854094481365	0.02251239281709569	10.0	10.0
pseudo_2216	pseudo_transcript_0	0.7193667831751256	-0.17203686752715494	10.0	10.0	pseudo_transcript_0	0.787344984881105	-0.028737435437513104	10.0	10.0	pseudo_transcript_0	0.5837819951913037	0.04095200813726337	10.0	10.0
pseudo_2217	pseudo_transcript_0	0.5109335245493989	-0.10132526550568166	10.0	10.0	pseudo_transcript_0	0.8382602930276498	-0.07707891036309004	10.0	10.0	pseudo_transcript_0	0.6452664667958596	-0.0653844190049651	10.0	10.0
pseudo_2218	pseudo_transcript_0	0.7564451800746824	-0.21862755264355757	10.0	10.0	pseudo_transcript_0	0.7595780261152214	-0.08585031022435885	10.0	10.0	pseudo_transcript_0	0.9589002975258039	-0.34010957898687205	10.0	10.0
pseudo_2219	pseudo_transcript_0	0.972942211723401	0.07491970964474853	10.0	10.0	pseudo_transcript_0	0.6117597325009375	-0.17196244066522945	10.0	10.0	pseudo_transcript_0	0.7931097792458955	-0.0998968515626718	10.0	10.0
pseudo_222	pseudo_transcript_0	0.7362039269720956	0.027223335879347072	10.0	10.0	pseudo_transcript_0	0.7127194452389551	0.1720800237007887	9.0	9.0	pseudo_transcript_0	0.8149561631639866	0.11672023441303303	9.0	9.0
pseudo_2220	pseudo_transcript_0	0.6833593795466235	0.1259249625346631	10.0	10.0	pseudo_transcript_0	0.7116356206868147	-0.07981596707611717	10.0	10.0	pseudo_transcript_0	0.6129719428831748	0.07411169430962772	10.0	10.0
pseudo_2221	pseudo_transcript_0	0.14557798354316318	-0.40314673278455776	10.0	10.0	pseudo_transcript_0	0.8162792112783719	-0.129976827619415	10.0	10.0	pseudo_transcript_0	0.23500015381619443	-0.16252161981392277	10.0	10.0
pseudo_2222	pseudo_transcript_0	0.7700337789861	-0.19751639927380182	10.0	10.0	pseudo_transcript_0	0.8612731416911725	-0.2524239787483264	10.0	10.0	pseudo_transcript_0	0.6008979721046277	-0.3063168301302927	10.0	10.0
pseudo_2223	pseudo_transcript_0	0.9210046947706207	-0.10496201383734229	10.0	10.0	pseudo_transcript_0	0.5723684189602308	-0.41899078333613543	10.0	10.0	pseudo_transcript_0	0.8585592303787632	-0.17537907867523575	10.0	10.0
pseudo_2224	pseudo_transcript_0	0.7907699213760584	-0.12212437230754059	10.0	10.0	pseudo_transcript_0	0.5353610538907402	0.2550738332086983	10.0	10.0	pseudo_transcript_0	0.612567755139676	-0.06886216321322931	10.0	10.0
pseudo_2225	pseudo_transcript_0	0.9772976855077774	-0.1401886832628869	10.0	10.0	pseudo_transcript_0	0.45465946540205615	-0.6169754923373847	10.0	10.0	pseudo_transcript_0	0.4477415948466905	-0.2886484670908474	10.0	10.0
pseudo_2226	pseudo_transcript_0	0.8574253069229145	-0.0379341867116994	10.0	10.0	pseudo_transcript_0	0.5372583522372345	-0.20746186771137645	10.0	10.0	pseudo_transcript_0	0.8432128678260887	-0.3829597532788163	10.0	10.0
pseudo_2227	pseudo_transcript_0	0.5804311024591573	0.008270862146259975	10.0	10.0	pseudo_transcript_0	0.14226369342638426	0.24384251774502952	10.0	10.0	pseudo_transcript_0	0.6535527924054314	0.055064455756152125	10.0	10.0
pseudo_2228	pseudo_transcript_0	0.6334547928120551	0.02270573804966534	10.0	10.0	pseudo_transcript_0	0.22848333461916237	0.2631411980231556	10.0	10.0	pseudo_transcript_0	0.7079917812841491	0.18023757199053336	10.0	10.0
pseudo_2229	pseudo_transcript_0	0.141175767039859	-0.4828846409418937	10.0	10.0	pseudo_transcript_0	0.7118501704552493	0.024750926077348273	10.0	10.0	pseudo_transcript_0	0.5525573370731225	-0.35883833694046335	10.0	10.0
pseudo_223	pseudo_transcript_0	0.22130140538219745	0.17842371502039248	10.0	10.0	pseudo_transcript_0	0.530821357739671	-0.09427828515516312	10.0	10.0	pseudo_transcript_0	0.26164478478513886	0.09683524942814664	10.0	10.0
pseudo_2230	pseudo_transcript_0	0.8687232908575361	-0.046469440385824984	10.0	10.0	pseudo_transcript_0	0.12272936677943215	0.3437862797605124	10.0	10.0	pseudo_transcript_0	0.42869309891428065	0.15247123465622944	10.0	10.0
pseudo_2231	pseudo_transcript_0	0.7234559746157225	-0.2182740765239994	10.0	10.0	pseudo_transcript_0	0.7617709882385932	-0.16956703294128972	10.0	10.0	pseudo_transcript_0	0.7377573241083635	-0.006675803690600816	10.0	10.0
pseudo_2232	pseudo_transcript_0	0.10163161898870648	0.1475779037041964	10.0	10.0	pseudo_transcript_0	0.9933385190011691	-0.08373645261456747	10.0	10.0	pseudo_transcript_0	0.34722520945326896	0.005792631443347435	10.0	10.0
pseudo_2233	pseudo_transcript_0	0.3383268014342159	0.14814150372981338	10.0	10.0	pseudo_transcript_0	0.5548704873265438	0.12326310109204434	10.0	10.0	pseudo_transcript_0	0.4626889456123203	0.16112792900906706	10.0	10.0
pseudo_2234	pseudo_transcript_0	0.9198636649741233	0.378824886938159	10.0	10.0	pseudo_transcript_0	0.22737288027992475	0.6754770032404624	10.0	10.0	pseudo_transcript_0	0.3315094331175321	0.4238055256388103	10.0	10.0
pseudo_2235	pseudo_transcript_0	0.8657831383245828	0.09785933003907345	10.0	10.0	pseudo_transcript_0	0.6012987016813853	-0.21686519685620484	10.0	10.0	pseudo_transcript_0	0.695610532411551	0.04754847504729089	10.0	10.0
pseudo_2236	pseudo_transcript_0	0.8873090982731021	0.12067671070509532	10.0	10.0	pseudo_transcript_0	0.16655845515667678	0.053010904493043985	10.0	10.0	pseudo_transcript_0	0.3936370856131426	0.07950492419573058	10.0	10.0
pseudo_2237	pseudo_transcript_0	0.19853460746931972	0.048046906974966476	10.0	10.0	pseudo_transcript_0	0.25437550812001675	-0.13242068979145658	10.0	10.0	pseudo_transcript_0	0.7368887434421106	-0.021383970547764936	10.0	10.0
pseudo_2238	pseudo_transcript_0	0.47078807070543194	0.014583568818912882	10.0	10.0	pseudo_transcript_0	0.5845730295283078	0.10622354609486272	10.0	10.0	pseudo_transcript_0	0.39299880550804045	-0.06313748503172673	10.0	10.0
pseudo_2239	pseudo_transcript_0	0.424735617686246	0.09271150535720225	10.0	10.0	pseudo_transcript_0	0.6174257561290564	-0.2772375395165952	10.0	10.0	pseudo_transcript_0	0.35018673874653916	-0.13908275172501713	10.0	10.0
pseudo_224	pseudo_transcript_0	0.14894805018966883	-0.3060600660707142	10.0	10.0	pseudo_transcript_0	0.9286558659407498	-0.21643583428526725	10.0	10.0	pseudo_transcript_0	0.5517873399431952	-0.26124795017799074	10.0	10.0
pseudo_2240	pseudo_transcript_0	0.9187228002872773	-0.0038576702315049525	10.0	10.0	pseudo_transcript_0	0.7988859013145231	0.014305924087134622	10.0	10.0	pseudo_transcript_0	0.859463683535352	-0.11865947064746778	10.0	10.0
pseudo_2241	pseudo_transcript_0	0.9310525074556474	-0.20832311838000805	10.0	10.0	pseudo_transcript_0	0.3210110105100896	-0.2124118349513923	10.0	10.0	pseudo_transcript_0	0.7054236723778349	-0.23618998487986573	10.0	10.0
pseudo_2242	pseudo_transcript_0	0.039996163275642226	-0.4257268206967175	10.0	10.0	pseudo_transcript_0	0.291096223183418	-0.043138990750678764	10.0	10.0	pseudo_transcript_0	0.30553925216301825	-0.1723351509877125	10.0	10.0
pseudo_2243	pseudo_transcript_0	0.975005238278397	0.10882451746537015	10.0	10.0	pseudo_transcript_0	0.9974732062135554	-0.09816209613242806	10.0	10.0	pseudo_transcript_0	0.8775899276829027	-0.08464323920102686	10.0	10.0
pseudo_2244	pseudo_transcript_0	0.657800849907042	0.18381613829865273	10.0	10.0	pseudo_transcript_0	0.937353971738467	-0.04503927222548657	10.0	10.0	pseudo_transcript_0	0.6668998598761595	0.08304241753818263	10.0	10.0
