	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho
	Rep1	Rep1	Rep1	Rep1	Rep1	Rep2	Rep2	Rep2	Rep2	Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2
	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg
gene															
pseudo_835	pseudo_transcript_0	0.4868501275806447	-0.13560881397532562	10.0	10.0	pseudo_transcript_0	0.5514025381141058	-0.29098309610339024	10.0	10.0	pseudo_transcript_0	0.5006978896408785	-0.2359427408466878	10.0	10.0
pseudo_836	pseudo_transcript_0	0.07806377095014104	-0.19045063585620872	10.0	10.0	pseudo_transcript_0	0.5829914581493381	-0.24167555693714501	10.0	10.0	pseudo_transcript_0	0.07356933278116572	-0.15419211940669256	10.0	10.0
pseudo_837	pseudo_transcript_0	0.41086194108305474	0.34205426867610367	10.0	10.0	pseudo_transcript_0	0.5825963773602922	-0.37868507965898024	10.0	10.0	pseudo_transcript_0	0.8369106937676912	0.03073318063934352	10.0	10.0
pseudo_838	pseudo_transcript_0	0.5205890275727121	0.1351898408634522	10.0	10.0	pseudo_transcript_0	0.8671588641642333	-0.022873619788013083	10.0	10.0	pseudo_transcript_0	0.7062793375779552	0.023921705250488232	10.0	10.0
pseudo_839	pseudo_transcript_0	0.3786202013938008	-0.10230191205825641	10.0	10.0	pseudo_transcript_0	0.9163102978658278	-0.23406897790344736	10.0	10.0	pseudo_transcript_0	0.45396498062971	-0.13382222457447987	10.0	10.0
pseudo_84	pseudo_transcript_0	0.11809166704064411	-0.33198134988105893	10.0	10.0	pseudo_transcript_0	0.5731521487205213	0.043990965958679386	10.0	10.0	pseudo_transcript_0	0.3297920716671363	-0.11062500405379337	10.0	10.0
pseudo_840	pseudo_transcript_0	0.6757780462833063	0.16750387764997535	10.0	10.0	pseudo_transcript_0	0.8549432850031258	-0.04512776844858277	10.0	10.0	pseudo_transcript_0	0.8247863498582368	0.08522127338252106	10.0	10.0
pseudo_841	pseudo_transcript_0	0.44708137343025667	-0.1525401664355851	10.0	10.0	pseudo_transcript_0	0.6589619851218431	-0.38961959452104816	10.0	10.0	pseudo_transcript_0	0.8757742495268602	-0.21600782386855474	10.0	10.0
pseudo_842	pseudo_transcript_0	0.019131569466657426	0.3512357346295456	10.0	10.0	pseudo_transcript_0	0.2715586380064716	0.06693242963502778	10.0	10.0	pseudo_transcript_0	0.029324567038968078	0.23441235534079907	10.0	10.0
pseudo_843	pseudo_transcript_0	0.7015988603341283	0.0928787004534512	10.0	10.0	pseudo_transcript_0	0.48905193852114726	-0.24698550337115732	10.0	10.0	pseudo_transcript_0	0.7482061263014466	0.02476523915274211	10.0	10.0
pseudo_844	pseudo_transcript_0	0.6745176557272814	-0.010102975755014343	10.0	10.0	pseudo_transcript_0	0.1596116370327323	-0.32427176756499365	10.0	10.0	pseudo_transcript_0	0.6951850140562594	-0.21260296302629125	10.0	10.0
pseudo_845	pseudo_transcript_0	0.7067203372654596	-0.04658932242744208	10.0	10.0	pseudo_transcript_0	0.6990181199774264	-0.18731122642482836	10.0	10.0	pseudo_transcript_0	0.6875422135202778	-0.026297037588125443	10.0	10.0
pseudo_846	pseudo_transcript_0	0.06291896158755508	0.22715016047277672	10.0	10.0	pseudo_transcript_0	0.8834952818370416	-0.1296190912314185	10.0	10.0	pseudo_transcript_0	0.3275112356405129	0.06978411503474514	10.0	10.0
pseudo_847	pseudo_transcript_0	0.70032059495994	-0.12181604176458471	10.0	10.0	pseudo_transcript_0	0.7217438748898634	-0.10589269378410111	10.0	10.0	pseudo_transcript_0	0.8149379287351137	-0.24809653310913524	10.0	10.0
pseudo_848	pseudo_transcript_0	0.7438009973232209	-0.28247895830654585	10.0	10.0	pseudo_transcript_0	0.5001938664722615	0.24338048034212456	9.0	9.0	pseudo_transcript_0	0.4799636343556076	0.09926100563481843	9.0	9.0
pseudo_849	pseudo_transcript_0	0.6305917790697849	0.10635013869126708	10.0	10.0	pseudo_transcript_0	0.028065510421026545	0.37233349652162273	10.0	10.0	pseudo_transcript_0	0.1986308885458833	0.18448013599153978	10.0	10.0
pseudo_85	pseudo_transcript_0	0.11607648151013358	-0.5607315100242364	10.0	10.0	pseudo_transcript_0	0.21690790571703578	-0.6634380976562767	10.0	10.0	pseudo_transcript_0	0.04720269609121581	-0.5251967820515243	10.0	10.0
pseudo_850	pseudo_transcript_0	0.6880082456961963	-0.17219382192465468	10.0	10.0	pseudo_transcript_0	0.4609367075622812	0.08035336404241218	10.0	10.0	pseudo_transcript_0	0.5028977574388506	-0.12512259590046068	10.0	10.0
pseudo_851	pseudo_transcript_0	0.6204121629261392	-0.09374471820132313	10.0	10.0	pseudo_transcript_0	0.3643196633202068	-0.09874797062524458	10.0	10.0	pseudo_transcript_0	0.407837533969841	-0.18725625224424602	10.0	10.0
pseudo_852	pseudo_transcript_0	0.9420262489665523	-0.17737197493381232	10.0	10.0	pseudo_transcript_0	0.29215006469772375	-0.2002307305142015	10.0	10.0	pseudo_transcript_0	0.46303983830332496	-0.13503440765899946	10.0	10.0
pseudo_853	pseudo_transcript_0	0.4571075829139356	-0.08563210598669452	10.0	10.0	pseudo_transcript_0	0.3104574525655993	0.11647762241991244	10.0	10.0	pseudo_transcript_0	0.8463677504785816	0.061581104442783884	10.0	10.0
pseudo_854	pseudo_transcript_0	0.4690216301809288	0.0751958976897784	10.0	10.0	pseudo_transcript_0	0.6255596624102935	0.0926035072773687	10.0	10.0	pseudo_transcript_0	0.42400567872552664	0.05541906216097167	10.0	10.0
pseudo_855	pseudo_transcript_0	0.7634495437239135	0.024208256269421857	10.0	10.0	pseudo_transcript_0	0.1590995950559303	0.2612392076090775	10.0	10.0	pseudo_transcript_0	0.2937356280922254	0.06779029274993811	10.0	10.0
pseudo_856	pseudo_transcript_0	0.42107582165729907	-0.14718021879285798	10.0	10.0	pseudo_transcript_0	0.5229241709770011	-0.047449705751334635	10.0	10.0	pseudo_transcript_0	0.9561476989473888	-0.1330989613851359	10.0	10.0
pseudo_857	pseudo_transcript_0	0.08801159898716544	0.17646113945692474	10.0	10.0	pseudo_transcript_0	0.5058388404185699	0.030596233939086448	10.0	10.0	pseudo_transcript_0	0.10351217859533404	0.08770062359820735	10.0	10.0
pseudo_858	pseudo_transcript_0	0.28701479975987576	0.13949370773121883	10.0	10.0	pseudo_transcript_0	0.110080658806734	-0.22903250669632036	10.0	10.0	pseudo_transcript_0	0.7079917812841491	-0.04004354139347375	10.0	10.0
pseudo_859	pseudo_transcript_0	0.18560922281547643	-0.17530973258696866	10.0	10.0	pseudo_transcript_0	0.7869020170445976	-0.3857970847569588	10.0	10.0	pseudo_transcript_0	0.31988920067031335	-0.1754540500744565	10.0	10.0
pseudo_86	pseudo_transcript_0	0.9818831236124802	-0.13251886444810754	10.0	10.0	pseudo_transcript_0	0.1518962837300649	-0.09261036040959174	10.0	10.0	pseudo_transcript_0	0.6158045482096381	-0.2526413238705038	10.0	10.0
pseudo_860	pseudo_transcript_0	0.17368022314828624	0.24517653600829328	10.0	10.0	pseudo_transcript_0	0.590521621849738	0.07923100349976055	10.0	10.0	pseudo_transcript_0	0.15173177059618415	0.1255499993590252	10.0	10.0
pseudo_861	pseudo_transcript_0	0.33026841175787525	-0.3322861198103725	10.0	10.0	pseudo_transcript_0	0.6243366342062149	-0.13300487014535514	10.0	10.0	pseudo_transcript_0	0.48688468368180227	-0.152100524995091	10.0	10.0
pseudo_862	pseudo_transcript_0	0.871438890841865	-0.023425683999569364	10.0	10.0	pseudo_transcript_0	0.41868550445082076	-0.18890985089301893	10.0	10.0	pseudo_transcript_0	0.8662528807019478	-0.08028353127703132	10.0	10.0
pseudo_863	pseudo_transcript_0	0.13297560709365835	-0.3329855916865197	10.0	10.0	pseudo_transcript_0	0.04823817042503272	-0.3633628377052877	10.0	10.0	pseudo_transcript_0	0.024018830365914425	-0.2968008127832768	10.0	10.0
pseudo_864	pseudo_transcript_0	0.21074049013453267	-0.1373136071159922	10.0	10.0	pseudo_transcript_0	0.7152860596029159	-0.09013066018904288	10.0	10.0	pseudo_transcript_0	0.13015860086963182	-0.025533053511305415	10.0	10.0
pseudo_865	pseudo_transcript_0	0.7654230424951807	0.006757349523201108	10.0	10.0	pseudo_transcript_0	0.17065448851137965	0.2369867074418475	10.0	10.0	pseudo_transcript_0	0.6227075398439961	-0.025351347772672908	10.0	10.0
pseudo_866	pseudo_transcript_0	0.3090274355638405	0.2683423611572392	10.0	10.0	pseudo_transcript_0	0.9832324839302454	0.133594737551199	10.0	10.0	pseudo_transcript_0	0.5132309695599642	0.10470674363093325	10.0	10.0
pseudo_867	pseudo_transcript_0	0.015108594782308462	0.11982898044741304	10.0	10.0	pseudo_transcript_0	0.07155327582750563	0.26875302674211987	10.0	10.0	pseudo_transcript_0	0.005578350640464826	0.13405805801155996	10.0	10.0
pseudo_868	pseudo_transcript_0	0.9507217095333854	-0.07802804062375356	10.0	10.0	pseudo_transcript_0	0.8944142614654864	-0.17363145650446743	10.0	10.0	pseudo_transcript_0	0.9901227691798564	-0.12290273267349204	10.0	10.0
pseudo_869	pseudo_transcript_0	0.5211489300953771	0.1462085291778391	10.0	10.0	pseudo_transcript_0	0.5102673819052178	-0.2652078451322378	10.0	10.0	pseudo_transcript_0	0.9593591124898238	-0.06746367190538459	10.0	10.0
pseudo_87	pseudo_transcript_0	0.6314092197373664	-0.2235911659180337	10.0	10.0	pseudo_transcript_0	0.06594448327987917	-0.34157225130714247	10.0	10.0	pseudo_transcript_0	0.49959987179099963	-0.21090815368861784	10.0	10.0
pseudo_870	pseudo_transcript_0	0.9482039529490619	-0.0567944528937121	10.0	10.0	pseudo_transcript_0	0.44843067766364375	0.08695839745455829	10.0	10.0	pseudo_transcript_0	0.7416700676012373	0.06996849165650491	10.0	10.0
pseudo_871	pseudo_transcript_0	0.7003205954510598	-0.11129329469138997	10.0	10.0	pseudo_transcript_0	0.563586723437504	-0.14609695743458836	10.0	10.0	pseudo_transcript_0	0.621486928965536	-0.16265685853952824	10.0	10.0
pseudo_872	pseudo_transcript_0	0.0683949234115139	0.1227316558141451	10.0	10.0	pseudo_transcript_0	0.24095375817159237	0.0846567142601871	10.0	10.0	pseudo_transcript_0	0.07440736287132885	0.21869146119472258	10.0	10.0
pseudo_873	pseudo_transcript_0	0.19833397914214623	-0.01948390059467175	10.0	10.0	pseudo_transcript_0	0.5334671382753216	0.1138827912154332	10.0	10.0	pseudo_transcript_0	0.7161459376975949	0.05280529850546143	10.0	10.0
pseudo_874	pseudo_transcript_0	0.2062688016564711	0.20785957453592543	10.0	10.0	pseudo_transcript_0	0.5877421446329236	-0.010514401379903698	10.0	10.0	pseudo_transcript_0	0.2843086072441452	0.0973109350116001	10.0	10.0
pseudo_875	pseudo_transcript_0	0.8904887793772784	-0.02591216881596591	10.0	10.0	pseudo_transcript_0	0.6337394061422197	-0.290245289810324	10.0	10.0	pseudo_transcript_0	0.8445646554226458	-0.184421855443914	10.0	10.0
pseudo_876	pseudo_transcript_0	0.3711941441593627	0.40237216491025785	10.0	10.0	pseudo_transcript_0	0.48832894302973295	-0.0397280958162242	10.0	10.0	pseudo_transcript_0	0.8662528807019478	0.15230877841448298	10.0	10.0
pseudo_877	pseudo_transcript_0	0.33543442867866446	-0.4452710131551261	10.0	10.0	pseudo_transcript_0	0.9533956231354506	-0.15106628580382206	10.0	10.0	pseudo_transcript_0	0.45988714929883856	-0.1304733518659068	10.0	10.0
pseudo_878	pseudo_transcript_0	0.8696283204330884	0.0037303302853824625	10.0	10.0	pseudo_transcript_0	0.30255926061139304	-0.1388521099620218	10.0	10.0	pseudo_transcript_0	0.6247441962545426	-0.03728984986972731	10.0	10.0
pseudo_879	pseudo_transcript_0	0.3811157378908646	0.10690136985998389	10.0	10.0	pseudo_transcript_0	0.2961247742514094	-0.21830804007544005	10.0	10.0	pseudo_transcript_0	0.9570651752908091	-0.0553994309677612	10.0	10.0
pseudo_88	pseudo_transcript_0	0.8941248555799108	0.4271526687574794	10.0	10.0	pseudo_transcript_0	0.016515409730055785	0.3228349629134522	10.0	10.0	pseudo_transcript_0	0.161672275215608	0.31277155873917306	10.0	10.0
pseudo_880	pseudo_transcript_0	0.12901626008977346	-0.12388425618071684	10.0	10.0	pseudo_transcript_0	0.6153995376218104	-0.05795868481588451	10.0	10.0	pseudo_transcript_0	0.24490347643725074	0.0037642538584513052	10.0	10.0
pseudo_881	pseudo_transcript_0	0.3711941441593627	-0.12290103779764873	10.0	10.0	pseudo_transcript_0	0.10829767794415586	0.24294873043988327	10.0	10.0	pseudo_transcript_0	0.8477206004339128	0.1276938191447247	10.0	10.0
pseudo_882	pseudo_transcript_0	0.8040846481969025	-0.33781451682715913	10.0	10.0	pseudo_transcript_0	0.06949421502228222	-0.14209245732740383	10.0	10.0	pseudo_transcript_0	0.14086018682757828	-0.20588570222574487	10.0	10.0
pseudo_883	pseudo_transcript_0	0.6054792936147533	-0.06369288106938735	10.0	10.0	pseudo_transcript_0	0.30148043687935266	0.2284781063015563	10.0	10.0	pseudo_transcript_0	0.7957742924818518	0.07393685496072887	10.0	10.0
pseudo_884	pseudo_transcript_0	0.3829940017433663	-0.4556095455461704	10.0	10.0	pseudo_transcript_0	0.45465946540205615	-0.06030828965902322	10.0	10.0	pseudo_transcript_0	0.5822014223927279	-0.24865004514701053	10.0	10.0
pseudo_885	pseudo_transcript_0	0.5105640366276649	0.0753174579761427	10.0	10.0	pseudo_transcript_0	0.3578109066694126	-0.2723289375785827	10.0	10.0	pseudo_transcript_0	0.7851308369731395	0.025644306690526215	10.0	10.0
pseudo_886	pseudo_transcript_0	0.04484848115501748	-0.42306627763792265	10.0	10.0	pseudo_transcript_0	0.5180658459787901	-0.13032763169307868	10.0	10.0	pseudo_transcript_0	0.09942719207509429	-0.34141056792495766	10.0	10.0
pseudo_887	pseudo_transcript_0	0.28545623526379116	-0.034598980203773104	10.0	10.0	pseudo_transcript_0	0.06287063531198443	-0.10224505511418092	10.0	10.0	pseudo_transcript_0	0.67613783623937	-0.06036577963648487	10.0	10.0
pseudo_888	pseudo_transcript_0	0.6334547928120551	0.0564531135531341	10.0	10.0	pseudo_transcript_0	0.6423765584983687	-0.047009057534255015	10.0	10.0	pseudo_transcript_0	0.6259675685567455	0.05880307640143545	10.0	10.0
pseudo_889	pseudo_transcript_0	0.2367615254593035	0.11265562651414447	10.0	10.0	pseudo_transcript_0	0.3753825358675925	0.19092598779510442	10.0	10.0	pseudo_transcript_0	0.07754711107669535	0.07429584320100588	10.0	10.0
pseudo_89	pseudo_transcript_0	0.496809707707471	0.09627622565472677	10.0	10.0	pseudo_transcript_0	0.5025307575017519	-0.09767079844320097	10.0	10.0	pseudo_transcript_0	0.7464613849450612	-0.13091277799332798	10.0	10.0
pseudo_890	pseudo_transcript_0	0.36629401072889567	0.12796642363708657	10.0	10.0	pseudo_transcript_0	0.3974799308524338	0.06645367774114123	10.0	10.0	pseudo_transcript_0	0.1768470583359577	0.06709808226355862	10.0	10.0
pseudo_891	pseudo_transcript_0	0.021555183856263878	0.18134540371294383	10.0	10.0	pseudo_transcript_0	0.9419349931367782	0.10021676261832352	10.0	10.0	pseudo_transcript_0	0.11778312018921494	0.16301426750518822	10.0	10.0
pseudo_892	pseudo_transcript_0	0.8755151240268542	0.025138518388078217	10.0	10.0	pseudo_transcript_0	0.3329449751898734	-0.3725099960108061	10.0	10.0	pseudo_transcript_0	0.4006995182605624	-0.21622852319103328	10.0	10.0
pseudo_893	pseudo_transcript_0	0.8709861846964413	-0.11315739145965742	10.0	10.0	pseudo_transcript_0	0.23049187411220917	0.12976077567350172	10.0	10.0	pseudo_transcript_0	0.4473972787415772	0.07877735249809738	10.0	10.0
pseudo_894	pseudo_transcript_0	0.699894695493176	-0.0570355940169461	10.0	10.0	pseudo_transcript_0	0.6902984814451114	0.22669990831171727	10.0	10.0	pseudo_transcript_0	0.7891175434091736	-0.05614845015719384	10.0	10.0
pseudo_895	pseudo_transcript_0	0.019548179130193678	-0.3798943106690095	10.0	10.0	pseudo_transcript_0	0.34252001613520666	-0.07881594680774846	10.0	10.0	pseudo_transcript_0	0.020835472064930517	-0.2597823445887677	10.0	10.0
pseudo_896	pseudo_transcript_0	0.6022718498013437	-0.17401488135181978	10.0	10.0	pseudo_transcript_0	0.6362021435437175	-0.1105193272404924	10.0	10.0	pseudo_transcript_0	0.8766820074895136	-0.13180225233740034	10.0	10.0
pseudo_897	pseudo_transcript_0	0.8493086676784747	0.2899741332887806	10.0	10.0	pseudo_transcript_0	0.23273826923326746	0.229317464025792	10.0	10.0	pseudo_transcript_0	0.40653410639656995	0.060587912799534654	10.0	10.0
pseudo_898	pseudo_transcript_0	0.8671399034930329	-0.14375026201863644	10.0	10.0	pseudo_transcript_0	0.48724553132021275	0.25002828805909094	10.0	10.0	pseudo_transcript_0	0.6977395598772906	-0.0715284720177884	10.0	10.0
pseudo_899	pseudo_transcript_0	0.10155372590164431	-0.27060715587785206	14.0	14.0	pseudo_transcript_0	0.10198021694230656	-0.2549021893677409	14.0	14.0	pseudo_transcript_0	0.021032650998158455	-0.18602767548248253	14.0	14.0
pseudo_9	pseudo_transcript_0	0.7546971860564061	-0.38768419599531806	10.0	10.0	pseudo_transcript_0	0.9026167625096998	-0.4728641167484769	10.0	10.0	pseudo_transcript_0	0.7860162887974518	-0.49713969029239635	10.0	10.0
pseudo_90	pseudo_transcript_0	0.6536478423072174	-0.10342412063068179	10.0	10.0	pseudo_transcript_0	0.08783249329679868	-0.24611536935176262	10.0	10.0	pseudo_transcript_0	0.4150507840874764	-0.19156867709589295	10.0	10.0
pseudo_900	pseudo_transcript_0	0.7498540598211023	-0.006711266676477451	9.0	9.0	pseudo_transcript_0	0.2287534618581777	0.3014611874546477	9.0	9.0	pseudo_transcript_0	0.2808046779014626	0.09610248043413587	9.0	9.0
pseudo_901	pseudo_transcript_0	0.028355209490810426	0.27714678111594976	10.0	10.0	pseudo_transcript_0	0.3419347467048587	-0.049555468014629844	10.0	10.0	pseudo_transcript_0	0.05023114164918191	0.04070686829670711	10.0	10.0
pseudo_902	pseudo_transcript_0	0.24917167447613608	-0.19843104984535156	10.0	10.0	pseudo_transcript_0	0.8015555413832167	0.08855532162891955	10.0	10.0	pseudo_transcript_0	0.3564579287807297	-0.06953864005609538	10.0	10.0
pseudo_903	pseudo_transcript_0	0.7669590404967617	0.15963334209306465	10.0	10.0	pseudo_transcript_0	0.9090037259969292	-0.2239909649023107	10.0	10.0	pseudo_transcript_0	0.9506441031334656	-0.14106156258120142	10.0	10.0
pseudo_904	pseudo_transcript_0	0.8721180288791264	-0.05051780767910904	10.0	10.0	pseudo_transcript_0	0.19404509092787703	-0.07033851529051467	10.0	10.0	pseudo_transcript_0	0.22516352597838973	-0.01159602471870394	10.0	10.0
pseudo_905	pseudo_transcript_0	0.5766965128484276	0.09300220665399261	10.0	10.0	pseudo_transcript_0	0.9437679482259781	-0.20720198252000765	10.0	10.0	pseudo_transcript_0	0.8189633889565872	-0.10512631373574301	10.0	10.0
pseudo_906	pseudo_transcript_0	0.6204121629261392	-0.10013426973847332	10.0	10.0	pseudo_transcript_0	0.7886743007052115	0.06100390518329726	10.0	10.0	pseudo_transcript_0	0.7058514584886912	0.03494572467105125	10.0	10.0
pseudo_907	pseudo_transcript_0	0.30089708624843325	-0.23103761716584423	10.0	10.0	pseudo_transcript_0	0.5735442043951594	-0.11964487165054273	10.0	10.0	pseudo_transcript_0	0.3567583118691683	-0.16967473376631384	10.0	10.0
pseudo_908	pseudo_transcript_0	0.1978330566862717	0.34871024984944815	10.0	10.0	pseudo_transcript_0	0.3088122781033331	-0.589857851435469	10.0	10.0	pseudo_transcript_0	0.9094601680029276	-0.1707279283527403	10.0	10.0
pseudo_909	pseudo_transcript_0	0.3170235519480421	0.05928586922495845	10.0	10.0	pseudo_transcript_0	0.9460595597287661	-0.11721698524837143	10.0	10.0	pseudo_transcript_0	0.464796525182975	-0.020548355009353352	10.0	10.0
pseudo_91	pseudo_transcript_0	0.28727511794484273	-0.04711641397211353	10.0	10.0	pseudo_transcript_0	0.9892040106756078	-0.05757002339561207	10.0	10.0	pseudo_transcript_0	0.549864655479509	-0.04801689106913571	10.0	10.0
pseudo_910	pseudo_transcript_0	0.36690431132892987	0.25235108128505446	10.0	10.0	pseudo_transcript_0	0.39363708459000113	0.051133388923306655	10.0	10.0	pseudo_transcript_0	0.3014804379249314	0.14204156633840004	10.0	10.0
pseudo_911	pseudo_transcript_0	0.8655570492505423	0.01711549101702539	10.0	10.0	pseudo_transcript_0	0.9478931712483768	-0.13169754186142	10.0	10.0	pseudo_transcript_0	0.9341484811661571	0.05529904376986145	10.0	10.0
pseudo_912	pseudo_transcript_0	0.03814113813162184	0.2292752966178464	10.0	10.0	pseudo_transcript_0	0.820754021573941	0.090399164494812	10.0	10.0	pseudo_transcript_0	0.11286387600047638	0.06634318198517163	10.0	10.0
pseudo_913	pseudo_transcript_0	0.18219456464520478	0.2409441083047319	10.0	10.0	pseudo_transcript_0	0.7966629942791043	-0.278189480940966	10.0	10.0	pseudo_transcript_0	0.6951850140562594	-0.05292528248279108	10.0	10.0
pseudo_914	pseudo_transcript_0	0.19445131536938554	-0.2769317816095087	10.0	10.0	pseudo_transcript_0	0.47791056703135937	0.047229605298928945	10.0	10.0	pseudo_transcript_0	0.6473339746261184	-0.09495780352498322	10.0	10.0
pseudo_915	pseudo_transcript_0	0.6873310313234904	0.050080776758720004	9.0	9.0	pseudo_transcript_0	0.06162867285717922	-0.14299899557449902	9.0	9.0	pseudo_transcript_0	0.13193397180001382	-0.07282276981863334	9.0	9.0
pseudo_916	pseudo_transcript_0	0.7766346330363687	-0.11199665587469494	10.0	10.0	pseudo_transcript_0	0.30853864376270157	-0.10750378601443966	10.0	10.0	pseudo_transcript_0	0.6502330601861553	-0.11649006802081874	10.0	10.0
pseudo_917	pseudo_transcript_0	0.9525531156760744	-0.22078955283397317	10.0	10.0	pseudo_transcript_0	0.7277891262427834	-0.1332266816259486	10.0	10.0	pseudo_transcript_0	0.8082397224100983	-0.1671311870301917	10.0	10.0
