	rho	rho	rho
	Rep1	Rep2	ave_Rep1_Rep2
common:TSS53131_+_210887854.23-P1P2	0.11577574268926409	0.4077110910600465	0.2617434168746553
common:TSS53131_+_210887865.23-P1P2	-0.1523494548430082	-0.05571530709218337	-0.10403238096759578
common:TSS53131_+_210887881.23-P1P2	-0.5800193086743609	0.04859509412754229	-0.2657121072734093
common:TSS53131_-_210887615.23-P1P2	0.07834816140135671	-0.380777181917725	-0.15121451025818416
common:TSS53131_-_210887712.23-P1P2	-0.0941461517996636	0.04750771313781841	-0.023319219330922594
common:TSS53232_+_217374187.23-CUFF.27581.1	0.26579306233521066	0.3696069928129178	0.31770002757406424
common:TSS53232_+_217374290.23-CUFF.27581.1	0.20388561644242711	0.041507157326282546	0.12269638688435483
common:TSS53232_-_217374176.23-CUFF.27581.1	-0.001554809796089341	0.36511665107323854	0.1817809206385746
common:TSS53232_-_217374218.23-CUFF.27581.1	-0.05714891543268902	-0.005507798314151352	-0.031328356873420185
common:TSS53232_-_217374231.23-CUFF.27581.1	-0.18703057871800427	0.27491884210166023	0.04394413169182798
common:TSS53232_-_217374236.23-CUFF.27581.1	-0.279939083978438	0.03959875977975125	-0.12017016209934336
common:TSS53232_-_217374248.23-CUFF.27581.1	-0.2885123739424621	0.16049674614759626	-0.06400781389743292
common:TSS53232_-_217374256.23-CUFF.27581.1	0.07894546129069363	-0.2535767069604675	-0.08731562283488695
common:TSS53232_-_217374271.23-CUFF.27581.1	-0.05125924173658879	0.28099194128433796	0.11486634977387458
common:TSS53232_-_217374309.23-CUFF.27581.1	-0.32648081967131715	-0.11882080076969928	-0.2226508102205082
common:TSS53811_+_242629920.23-ENST00000433036	-0.24937499457363327	0.2850626762248708	0.017843840825618767
common:TSS53811_+_242629959.23-ENST00000433036	-0.351179569381916	-0.06891866988263359	-0.2100491196322748
common:TSS53811_+_242629966.23-ENST00000433036	-0.11858273787801486	0.14440343296411973	0.012910347543052432
common:TSS53811_-_242629839.23-ENST00000433036	-0.031186790903235877	0.09301312469980721	0.030913166898285667
common:TSS53811_-_242629843.23-ENST00000433036	-0.11825794380467583	0.2022212964643184	0.04198167632982129
common:TSS53811_-_242629887.23-ENST00000433036	-0.007898330207288456	0.13936437167558138	0.06573302073414647
common:TSS53811_-_242629940.23-ENST00000433036	0.1643722370920913	-0.4233903543586717	-0.1295090586332902
common:TSS53811_-_242630028.23-ENST00000433036	0.08877169837257119	0.332701975620971	0.2107368369967711
common:TSS53811_-_242630059.23-ENST00000433036	-0.201878892174484	0.14883918162948107	-0.02651985527250146
common:TSS53811_-_242630068.23-ENST00000433036	0.10440321859349125	-0.1462805770873952	-0.020938679246951974
common:TSS5388_+_24104397.23-P1P2	-0.022024812309657867	0.22325319786741826	0.1006141927788802
common:TSS5388_+_24104559.23-P1P2	-0.2038987650110537	-0.4134552042891154	-0.30867698465008453
common:TSS5388_+_24104666.23-P1P2	-0.03522902276503255	0.034016944154164154	-0.000606039305434198
common:TSS5388_+_24104715.23-P1P2	0.09880970426658017	-0.597308816526892	-0.24924955613015592
common:TSS5388_+_24104720.23-P1P2	-0.07107785467312101	-0.14967008101461823	-0.11037396784386963
common:TSS5388_+_24104753.23-P1P2	0.04047515322651697	0.28993433090457016	0.16520474206554356
common:TSS5388_+_24104800.23-P1P2	-0.24251090354867771	0.017490355739042576	-0.11251027390481758
common:TSS5388_-_24104725.23-P1P2	0.07318339110435253	0.2584998831115116	0.16584163710793207
common:TSS5388_-_24104762.23-P1P2	-0.059949818735342594	-0.4384417284267287	-0.24919577358103565
common:TSS5388_-_24104781.23-P1P2	-0.42347105884512176	0.10392965217371739	-0.1597707033357022
common:TSS54208_+_8823614.23-CUFF.24199.1	0.23727000807426796	0.12715280274246157	0.18221140540836478
common:TSS54208_+_8823684.23-CUFF.24199.1	0.4667714410099535	0.5171730186676409	0.4919722298387972
common:TSS54208_+_8823746.23-CUFF.24199.1	0.11338511030084687	0.06170180864537071	0.08754345947310879
common:TSS54208_+_8823754.23-CUFF.24199.1	0.17962642890398772	0.057381674732335804	0.11850405181816176
common:TSS54208_+_8823757.23-CUFF.24199.1	0.43886113620794065	0.1843421014491883	0.31160161882856446
common:TSS54208_+_8823763.23-CUFF.24199.1	-0.05749586935973977	0.31949749926583954	0.13100081495304988
common:TSS54208_+_8823797.23-CUFF.24199.1	0.44306658548285416	0.5421706097909219	0.49261859763688803
common:TSS54208_-_8823579.23-CUFF.24199.1	-0.1700482678303031	0.4388835752335296	0.13441765370161324
common:TSS54208_-_8823592.23-CUFF.24199.1	0.10756279894029583	0.15838302859874576	0.1329729137695208
common:TSS54208_-_8823689.23-CUFF.24199.1	0.12150712937349843	0.21981815316158995	0.17066264126754419
common:TSS54249_+_10077609.23-CUFF.24238.1	-0.07461653238479204	0.09908262796783818	0.012233047791523066
common:TSS54249_+_10077627.23-CUFF.24238.1	0.18215096736775785	0.43152039897334027	0.30683568317054905
common:TSS54249_+_10077749.23-CUFF.24238.1	0.10110195367289342	-0.44922200769760817	-0.17406002701235737
common:TSS54249_+_10077839.23-CUFF.24238.1	-0.3683529288381739	0.35162861087006386	-0.008362158984055013
common:TSS54249_+_10078061.23-CUFF.24238.1	0.07931558247141304	-0.07472075320062099	0.002297414635396025
common:TSS54249_-_10077674.23-CUFF.24238.1	0.01748975496995054	-0.2559741964122195	-0.1192422207211345
common:TSS54249_-_10077681.23-CUFF.24238.1	-0.23509321973201175	-0.3534276214799597	-0.29426042060598573
common:TSS54249_-_10077871.23-CUFF.24238.1	0.19444808030998487	0.22128212251911142	0.20786510141454814
common:TSS54249_-_10078037.23-CUFF.24238.1	-0.11869704146850987	-0.14129796261074795	-0.1299975020396289
common:TSS54249_-_10078078.23-CUFF.24238.1	0.04838442428518526	0.048794979683844344	0.0485897019845148
common:TSS54265_+_10194724.23-ENST00000607181	-0.11632450870080377	-0.09368061051268042	-0.1050025596067421
common:TSS54265_+_10194772.23-ENST00000607181	0.06268366250142508	0.017396587075806037	0.04004012478861556
common:TSS54265_+_10194791.23-ENST00000607181	0.021263053980696996	-0.39854298032514	-0.1886399631722215
common:TSS54265_+_10194972.23-ENST00000607181	-0.05501576673909414	-0.16775577092030805	-0.1113857688297011
common:TSS54265_+_10194991.23-ENST00000607181	0.051783425892029125	0.1443003797985471	0.0980419028452881
common:TSS54265_-_10194744.23-ENST00000607181	-0.4870313616858699	-0.6548056978118982	-0.5709185297488841
common:TSS54265_-_10194765.23-ENST00000607181	-0.6853974714324639	0.30522042978305947	-0.1900885208247022
common:TSS54265_-_10194769.23-ENST00000607181	0.04574899463924484	0.14333270753480096	0.0945408510870229
common:TSS54265_-_10194963.23-ENST00000607181	-0.017548235763810347	-0.09467046950193914	-0.05610935263287474
common:TSS54265_-_10194998.23-ENST00000607181	-0.1684341964451033	0.2855392824721691	0.058552543013532896
common:TSS543_+_21069482.23-ENST00000413451	-0.019079394055048514	-0.008255756606224868	-0.013667575330636691
common:TSS543_+_21069644.23-ENST00000413451	0.10273050513763017	-0.0375782470336677	0.032576129051981234
common:TSS543_-_21069489.23-ENST00000413451	-0.07742323895327281	-0.11102336320085476	-0.09422330107706378
common:TSS543_-_21069583.23-ENST00000413451	-0.12476362317110855	0.3300781127469	0.10265724478789573
common:TSS543_-_21069591.23-ENST00000413451	0.006275739435385192	0.2027731463709321	0.10452444290315865
common:TSS543_-_21069672.23-ENST00000413451	-0.04704764663482572	-0.029020140298664857	-0.03803389346674529
common:TSS543_-_21069681.23-ENST00000413451	0.07351898279870488	-0.36693420925618003	-0.14670761322873757
common:TSS543_-_21069686.23-ENST00000413451	-0.047784829281434946	-0.3541696872944243	-0.20097725828792962
common:TSS543_-_21069803.23-ENST00000413451	0.2825979221114249	0.055877168400331356	0.16923754525587814
common:TSS543_-_21069875.23-ENST00000413451	-0.04731774527449088	0.05131406328621682	0.001998159005862969
common:TSS5444_+_26146288.23-P1P2	-0.03802382579666429	0.03254951402107445	-0.002737155887794919
common:TSS5444_+_26146323.23-P1P2	-0.20239719469160497	-0.059078771899427555	-0.13073798329551625
common:TSS5444_+_26146349.23-P1P2	0.2487815161774678	-0.02997506545587228	0.10940322536079776
common:TSS5444_+_26146366.23-P1P2	0.20851634707254313	-0.22757254488321055	-0.00952809890533371
common:TSS5444_-_26146140.23-P1P2	-0.01969389124883382	-0.06577201215966277	-0.0427329517042483
common:TSS5444_-_26146160.23-P1P2	-0.26383940004805684	0.013584758108778176	-0.12512732096963933
common:TSS5444_-_26146293.23-P1P2	0.2290440202717448	-0.3223409205815879	-0.046648450154921556
common:TSS5444_-_26146334.23-P1P2	0.04577590754046641	0.2159976288416846	0.1308867681910755
common:TSS5444_-_26146375.23-P1P2	0.1268339033632421	-0.07935485803674538	0.023739522663248358
common:TSS5444_-_26146386.23-P1P2	0.02808737497547988	0.27020647425954086	0.14914692461751036
common:TSS544_+_21080236.23-CUFF.600.1	-0.07469193170633219	-0.21512998598837954	-0.14491095884735586
common:TSS544_+_21080327.23-CUFF.600.1	-0.13407158266133112	0.1256946837348552	-0.004188449463237959
common:TSS544_+_21080368.23-CUFF.600.1	-0.15689164648774984	0.2228556516976694	0.03298200260495979
common:TSS544_-_21080188.23-CUFF.600.1	-0.06448258815191359	0.16237741811942885	0.04894741498375763
common:TSS544_-_21080250.23-CUFF.600.1	-0.16725107966269165	0.21005927155756313	0.02140409594743574
common:TSS544_-_21080356.23-CUFF.600.1	-0.18130169007576932	0.03028903381245736	-0.07550632813165598
common:TSS544_-_21080379.23-CUFF.600.1	-0.34338329027139003	0.18777684733100442	-0.07780322147019281
common:TSS544_-_21080447.23-CUFF.600.1	0.2775496350285208	0.19330479600451744	0.23542721551651913
common:TSS544_-_21080650.23-CUFF.600.1	0.07700841846036525	-0.4603921350652177	-0.19169185830242622
common:TSS544_-_21080671.23-CUFF.600.1	0.21631200550665322	-0.02432480293528714	0.09599360128568304
common:TSS5453_+_26497848.23-P1P2	0.06736668634874628	-0.14071170449321843	-0.03667250907223608
common:TSS5453_+_26498086.23-P1P2	0.24176345305700347	0.2720229745639407	0.2568932138104721
common:TSS5453_-_26498057.23-P1P2	-0.31204835000261477	0.5205083427664383	0.10422999638191177
common:TSS5453_-_26498063.23-P1P2	0.3443904248994319	-0.3578784461940737	-0.006744010647320914
common:TSS5453_-_26498068.23-P1P2	-1.0272946311831648	-0.8836082341363748	-0.9554514326597698
common:TSS5453_-_26498099.23-P1P2	-0.3676091746986074	0.281297107632908	-0.04315603353284969
common:TSS5453_-_26498132.23-P1P2	0.04469678226553918	-0.33681573948209925	-0.14605947860828003
common:TSS5453_-_26498243.23-P1P2	0.10167599108371443	0.1957237188804355	0.14869985498207497
common:TSS5453_-_26498251.23-P1P2	-0.06641463255806901	0.003793545429734098	-0.03131054356416746
common:TSS5453_-_26498292.23-P1P2			
common:TSS5454_+_26497196.23-ENST00000414762	0.10524231923147351	-0.06741530432466772	0.018913507453402895
common:TSS5454_-_26496840.23-ENST00000414762	0.29341821981514443	-0.14564988693673936	0.07388416643920254
common:TSS5454_-_26496991.23-ENST00000414762	-0.1284308661288587	-0.34083287377644034	-0.2346318699526495
common:TSS5454_-_26497099.23-ENST00000414762	-0.3767839056750267	0.49396613945669343	0.05859111689083338
common:TSS5454_-_26497180.23-ENST00000414762	0.20855937253254506	-0.013433786128512613	0.09756279320201622
common:TSS5454_-_26497211.23-ENST00000414762	0.06395103402660376	0.13545843552027603	0.0997047347734399
common:TSS5454_-_26497258.23-ENST00000414762	-0.26999460926315655	0.17132902839079397	-0.04933279043618129
common:TSS5454_-_26497264.23-ENST00000414762	0.029028981322134582	0.018290015020087085	0.023659498171110835
common:TSS5454_-_26497269.23-ENST00000414762	0.009000510968849712	0.010389079533078827	0.00969479525096427
common:TSS5454_-_26497272.23-ENST00000414762	-0.45828310078274287	0.28981777591450286	-0.08423266243412
common:TSS545_+_21501701.23-CUFF.599.1	0.22263073614028914	-0.16253667185645002	0.03004703214191956
common:TSS545_+_21501803.23-CUFF.599.1	-0.08440199185892781	-0.27178287453253475	-0.1780924331957313
common:TSS545_+_21501864.23-CUFF.599.1	-0.12805029313575061	-0.32285482191417164	-0.22545255752496113
common:TSS545_+_21501871.23-CUFF.599.1	0.02487711941555402	0.01966392994037317	0.022270524677963595
common:TSS545_+_21501896.23-CUFF.599.1	0.10479901928370411	-0.14289431472383746	-0.019047647720066674
common:TSS545_+_21501917.23-CUFF.599.1	0.034643821540136	0.316561208733152	0.17560251513664402
common:TSS545_-_21501691.23-CUFF.599.1	0.0180718966843116	-0.14914316033286842	-0.0655356318242784
common:TSS545_-_21501904.23-CUFF.599.1	0.005196933149114621	0.31697324736891863	0.16108509025901663
common:TSS545_-_21501988.23-CUFF.599.1	0.037275694128370576	-0.1120027982700926	-0.03736355207086101
common:TSS545_-_21502035.23-CUFF.599.1	0.0603472319028176	-0.11240738117764526	-0.02603007463741383
common:TSS5482_+_27633474.23-CUFF.813.1	-0.3531921540956851	0.21077784611955971	-0.0712071539880627
common:TSS5482_+_27633482.23-CUFF.813.1	-0.09582941001016561	-0.2016542201761602	-0.1487418150931629
common:TSS5482_+_27633526.23-CUFF.813.1	0.20080182237366515	-0.5214658319663855	-0.16033200479636017
common:TSS5482_+_27633629.23-CUFF.813.1	-0.24319983959307057	-0.06468228264793893	-0.15394106112050476
common:TSS5482_+_27633648.23-CUFF.813.1	0.1473760939208693	0.06996230272234993	0.10866919832160962
common:TSS5482_+_27633659.23-CUFF.813.1	-0.15492765232224326	-0.035324275291249686	-0.09512596380674647
common:TSS5482_+_27633680.23-CUFF.813.1	-0.048885733100895015	-0.370342115939163	-0.209613924520029
common:TSS5482_+_27633685.23-CUFF.813.1	-0.3321587961674359	-0.07286712065112527	-0.20251295840928057
common:TSS5482_-_27633637.23-CUFF.813.1	0.20857528165648587	-1.3065471105758761	-0.5489859144596951
common:TSS5482_-_27633699.23-CUFF.813.1	-0.06502922285322849	0.03804924917714095	-0.013489986838043769
common:TSS5483_+_27633951.23-CUFF.813.2	-0.3656127957713601	0.07191038807927908	-0.1468512038460405
common:TSS5483_+_27633976.23-CUFF.813.2	-0.07142481236607434	0.13997369088753353	0.034274439260729594
common:TSS5483_+_27634020.23-CUFF.813.2	0.07737525303330356	0.14505317015352626	0.11121421159341491
common:TSS5483_+_27634119.23-CUFF.813.2	0.27463284558340223	-0.05970842008176978	0.10746221275081623
common:TSS5483_+_27634138.23-CUFF.813.2	0.08991334017843965	-0.07801147474074316	0.005950932718848244
common:TSS5483_+_27634312.23-CUFF.813.2	-0.35074135321992994	-0.2952759982408558	-0.3230086757303929
common:TSS5483_-_27633987.23-CUFF.813.2	0.10534635470013178	-0.2321732636448816	-0.06341345447237492
common:TSS5483_-_27634153.23-CUFF.813.2	-0.41586159508536563	-0.2578939019255872	-0.3368777485054764
common:TSS5483_-_27634177.23-CUFF.813.2	0.10736861835799603	0.0351901010975292	0.07127935972776261
common:TSS5483_-_27634225.23-CUFF.813.2	-0.019789276870953477	-0.27440070492358476	-0.14709499089726913
common:TSS54869_+_39220898.23-P1P2	0.11044690214264408	-0.2357205399573285	-0.06263681890734221
common:TSS54869_+_39220920.23-P1P2	0.06590730237315681	0.03003310688496365	0.04797020462906023
common:TSS54869_+_39221149.23-P1P2	-0.018931253898414876	-0.08178074897920579	-0.05035600143881033
common:TSS54869_-_39220953.23-P1P2	-0.15542033003342756	-0.06372385459343957	-0.10957209231343357
common:TSS54869_-_39220956.23-P1P2	-0.3574268824797763	-0.12102790537091321	-0.23922739392534476
common:TSS54869_-_39220992.23-P1P2	-0.16804705704411294	-0.1866241485499613	-0.1773356027970371
common:TSS54869_-_39220998.23-P1P2	-0.6568035708575832	0.4466320298132752	-0.10508577052215401
common:TSS54869_-_39221145.23-P1P2	0.14418988941515715	0.07412368515280726	0.1091567872839822
common:TSS54869_-_39221160.23-P1P2	-0.12234478189056862	0.32357540273992036	0.10061531042467586
common:TSS54869_-_39221177.23-P1P2	-0.22614076450570209	0.07295802996910362	-0.07659136726829924
common:TSS5511_+_28908169.23-P1P2	0.14429814952489092	0.4496464515194607	0.2969723005221758
common:TSS5511_+_28908181.23-P1P2	-0.7040163973976403	0.16570539791934769	-0.2691554997391463
common:TSS5511_-_28908147.23-P1P2	0.20481681025758547	0.2169037038793637	0.21086025706847458
common:TSS5511_-_28908310.23-P1P2	-0.04234800292700238	0.39782348847398374	0.1777377427734907
common:TSS5511_-_28908317.23-P1P2	-0.17841641048083656	0.36405934429019615	0.0928214669046798
common:TSS5511_-_28908329.23-P1P2	-0.1236361299950206	0.18688567511024023	0.031624772557609815
common:TSS5511_-_28908333.23-P1P2	-0.10566012382154145	0.10293705940017939	-0.0013615322106810337
common:TSS5511_-_28908365.23-P1P2	-0.3765915273069022	-0.006701562007261363	-0.19164654465708178
common:TSS5511_-_28908372.23-P1P2	-0.2205011793515034	-0.16133953700041767	-0.19092035817596054
common:TSS5511_-_28908375.23-P1P2	-0.22060023193427544	-0.1514915954633922	-0.18604591369883383
common:TSS55121_+_54889585.23-ENST00000456363	-0.13581499783722076	0.14346545028251143	0.0038252262226453337
common:TSS55121_+_54889794.23-ENST00000456363	0.08224717000049406	-0.12348394610807628	-0.020618388053791112
common:TSS55121_+_54889797.23-ENST00000456363	0.046583169075776545	0.17535004921003688	0.11096660914290671
common:TSS55121_+_54889802.23-ENST00000456363	0.019565280350604012	-0.3465548972224776	-0.1634948084359368
common:TSS55121_+_54889812.23-ENST00000456363	-0.1208758125781639	0.29943849685841034	0.08928134214012322
common:TSS55121_+_54889841.23-ENST00000456363	-0.14521260413376147	-0.11151112295211868	-0.12836186354294007
common:TSS55121_+_54889851.23-ENST00000456363	-0.19205577400604149	-0.17066504533209856	-0.18136040966907002
common:TSS55121_+_54889900.23-ENST00000456363	0.10512472819394418	0.5359698127727218	0.320547270483333
common:TSS55121_-_54889575.23-ENST00000456363	0.17352133023822305	-0.03288000362295587	0.07032066330763359
common:TSS55121_-_54889752.23-ENST00000456363	0.08362490168232456	-0.24294727040321162	-0.07966118436044353
common:TSS55122_+_54915667.23-CUFF.25008.1	0.08686641759802437	-0.06000879704012887	0.01342881027894775
common:TSS55122_+_54915883.23-CUFF.25008.1	0.1315134860306575	-0.02902692760850794	0.05124327921107477
common:TSS55122_+_54915890.23-CUFF.25008.1	0.14507505509336024	-0.24602383744918765	-0.050474391177913705
common:TSS55122_+_54916091.23-CUFF.25008.1	-0.6753667371408932	-0.3155759365876136	-0.49547133686425343
common:TSS55122_+_54916095.23-CUFF.25008.1	-0.05717270786015491	0.2824090552737787	0.11261817370681189
common:TSS55122_-_54915731.23-CUFF.25008.1	-0.3465263643003135	-0.21915337448100028	-0.2828398693906569
common:TSS55122_-_54915859.23-CUFF.25008.1	0.0890767827934932	0.19197114970698753	0.14052396625024036
common:TSS55122_-_54915968.23-CUFF.25008.1	-0.014436479280850824	-0.10727607469079001	-0.06085627698582041
common:TSS55122_-_54916062.23-CUFF.25008.1	0.02187262198000098	-0.16140595553387452	-0.06976666677693677
common:TSS55122_-_54916077.23-CUFF.25008.1	-0.03203035620494879	-0.005804769887422453	-0.018917563046185623
common:TSS5514_+_28907203.23-P1P2	-0.26797624742704473	0.29892684882230813	0.0154753006976317
common:TSS5514_+_28907242.23-P1P2	-0.14207500854821473	-0.12218111820259192	-0.13212806337540334
common:TSS5514_+_28907599.23-P1P2	-0.1412037313478686	-0.11776875277647425	-0.1294862420621714
common:TSS5514_+_28907604.23-P1P2	0.06741073684473582	-0.08047958188079318	-0.0065344225180286805
common:TSS5514_-_28907430.23-P1P2	-0.0004761838853595598	-0.15594771459019022	-0.07821194923777489
common:TSS5514_-_28907479.23-P1P2	-0.18029458315010827	0.04738981712993216	-0.06645238301008805
common:TSS5514_-_28907491.23-P1P2	0.01745037632001543	-0.07414568113274464	-0.028347652406364603
common:TSS5514_-_28907559.23-P1P2	-0.4562765248986711	0.14262584292317523	-0.15682534098774792
common:TSS5514_-_28907568.23-P1P2	0.1756451844836413	-0.13851352054385266	0.018565831969894322
common:TSS5514_-_28907585.23-P1P2	-0.2865410909494586	-0.04634699216703873	-0.16644404155824868
common:TSS55214_+_61150842.23-CUFF.25079.1	0.122408691146989	-0.13480039127943777	-0.006195850066224383
common:TSS55214_+_61151090.23-CUFF.25079.1	-0.3257277630727176	0.18752308890457223	-0.06910233708407269
common:TSS55214_+_61151096.23-CUFF.25079.1	0.04194652445469681	-0.185822470366103	-0.07193797295570309
common:TSS55214_+_61151100.23-CUFF.25079.1	-0.1512348946024472	-0.22146331758763407	-0.18634910609504063
common:TSS55214_+_61151144.23-CUFF.25079.1	0.0452684848819014	0.13782641220872374	0.09154744854531258
common:TSS55214_+_61151217.23-CUFF.25079.1	-0.12347247563140706	-0.08231039515031896	-0.10289143539086301
common:TSS55214_+_61151263.23-CUFF.25079.1	-0.10229546747454206	0.2226656225209129	0.06018507752318542
common:TSS55214_+_61151287.23-CUFF.25079.1	0.23123140344201645	-0.4942466616037225	-0.131507629080853
common:TSS55214_+_61151301.23-CUFF.25079.1	-0.11169547798098585	-0.04625132404071002	-0.07897340101084793
common:TSS55214_+_61151331.23-CUFF.25079.1	-0.21593448739590315	-0.07016481419430962	-0.1430496507951064
common:TSS55215_+_61279587.23-CUFF.25087.1	0.13497429920629922	-0.22290571074762935	-0.04396570577066507
common:TSS55215_+_61279619.23-CUFF.25087.1	0.11483886715397253	0.0855236225449191	0.10018124484944582
common:TSS55215_+_61279681.23-CUFF.25087.1	-0.1028069481391693	0.04529482333047119	-0.028756062404349053
common:TSS55215_+_61279702.23-CUFF.25087.1	-0.27979687243475904	-0.09012527349286767	-0.18496107296381337
common:TSS55215_+_61279734.23-CUFF.25087.1	-0.26784866393837614	0.12202201975144222	-0.07291332209346696
common:TSS55215_+_61279738.23-CUFF.25087.1	0.07086121646593167	0.26458743767517545	0.16772432707055357
common:TSS55215_+_61279851.23-CUFF.25087.1		0.5767583694228001	
common:TSS55215_-_61279594.23-CUFF.25087.1	0.06357699135590555	-0.04055774551722451	0.011509622919340521
common:TSS55215_-_61279632.23-CUFF.25087.1	-0.1319618026177273	0.040719626367834494	-0.045621088124946405
common:TSS55215_-_61279720.23-CUFF.25087.1	0.044107403276613305	0.08947135889522181	0.06678938108591756
common:TSS55258_+_63085252.23-ENST00000452397	0.04058261398107689	-0.2846476415634025	-0.12203251379116281
common:TSS55258_+_63085413.23-ENST00000452397	-0.1087069674332336	0.1437846548765991	0.017538843721682754
common:TSS55258_+_63085438.23-ENST00000452397	0.14873748929275477	-0.16091858260640643	-0.006090546656825832
common:TSS55258_+_63085448.23-ENST00000452397	0.25876558491246354	0.2105296481247547	0.2346476165186091
common:TSS55258_+_63085478.23-ENST00000452397	0.10758282058054289	-0.26243652702101844	-0.07742685322023778
common:TSS55258_+_63085506.23-ENST00000452397	-0.3115855012725736	0.20357851658784415	-0.054003492342364734
common:TSS55258_+_63085550.23-ENST00000452397	-0.27912844319502	-0.09839336808141974	-0.18876090563821987
common:TSS55258_-_63085270.23-ENST00000452397	-0.5196724304231888	-0.6177097799337056	-0.5686911051784471
common:TSS55258_-_63085396.23-ENST00000452397	0.03540847277384597	0.17161841167726063	0.10351344222555331
common:TSS55258_-_63085526.23-ENST00000452397	-0.05505567528655611	-0.06922679722825076	-0.062141236257403434
common:TSS55459_+_69693387.23-CUFF.25252.2	-0.04297468548083337	-0.20877393471331337	-0.12587431009707337
common:TSS55459_+_69693447.23-CUFF.25252.2	-0.05398862325629952	-0.24947230862773095	-0.15173046594201522
common:TSS55459_+_69693574.23-CUFF.25252.2	0.2042325442235824	0.1636732035806394	0.1839528739021109
common:TSS55459_+_69693610.23-CUFF.25252.2	-0.15535502656804545	-0.033523539553370854	-0.09443928306070815
common:TSS55459_-_69693187.23-CUFF.25252.2	0.19031384324921066	0.6706483222329832	0.4304810827410969
common:TSS55459_-_69693373.23-CUFF.25252.2	-0.4133867307208994	0.00452494486414657	-0.2044308929283764
common:TSS55459_-_69693435.23-CUFF.25252.2	0.019778675377234375	-0.19523321238842603	-0.08772726850559583
common:TSS55459_-_69693440.23-CUFF.25252.2	-0.5249751791841647	0.4320323272546267	-0.046471425964769
common:TSS55459_-_69693609.23-CUFF.25252.2	-0.08975255902952094	-0.0523468432103281	-0.07104970111992452
common:TSS55459_-_69693656.23-CUFF.25252.2	-0.06656011685616917	-0.9604514556881026	-0.513505786272136
common:TSS55468_+_70140291.23-CUFF.25246.1	-0.04154912036176713	0.09874579889726517	0.02859833926774902
common:TSS55468_+_70140483.23-CUFF.25246.1	0.032035101643470634	0.08589634504046595	0.05896572334196829
common:TSS55468_-_70140089.23-CUFF.25246.1	-0.12607861175070614	-0.010006373932341488	-0.06804249284152382
common:TSS55468_-_70140298.23-CUFF.25246.1	-0.08846363224566682	0.30358714769106615	0.10756175772269966
common:TSS55468_-_70140301.23-CUFF.25246.1	-0.11322565598441321	0.14940780192347966	0.018091072969533224
common:TSS55468_-_70140306.23-CUFF.25246.1	-0.0154311414620426	0.0019809512790987145	-0.006725095091471942
common:TSS55468_-_70140337.23-CUFF.25246.1	-0.01641544904367928	0.24175863469100206	0.11267159282366139
common:TSS55468_-_70140458.23-CUFF.25246.1	-0.07275740409279863	0.23565960127719957	0.08145109859220047
common:TSS55468_-_70140479.23-CUFF.25246.1	-0.11745805028611149	0.17262967925952466	0.027585814486706585
common:TSS55468_-_70140511.23-CUFF.25246.1	-0.317797799052564	-0.07254784000105455	-0.19517281952680926
common:TSS55475_+_70313128.23-P1P2	0.04015230260041075	0.06442218907758213	0.05228724583899644
common:TSS55475_+_70313352.23-P1P2	-0.34787973092558866	0.10543203997918318	-0.12122384547320274
common:TSS55475_+_70313382.23-P1P2	0.32551671426482603	-0.050153522190609166	0.13768159603710844
common:TSS55475_+_70313392.23-P1P2	0.1297216640749208	0.42369669059780235	0.2767091773363616
common:TSS55475_-_70313319.23-P1P2	1.0898634941002505	1.2665514760011978	1.178207485050724
common:TSS55475_-_70313368.23-P1P2	-0.2613683537543654	0.22425670445067317	-0.018555824651846117
common:TSS55475_-_70313418.23-P1P2	0.2521156817654705	-0.20786688524761213	0.022124398258929187
common:TSS55475_-_70313430.23-P1P2	0.19292144776868336	-0.0769948256505697	0.05796331105905683
common:TSS55475_-_70313443.23-P1P2	-0.20265992859480506	-0.2405473618173204	-0.22160364520606274
common:TSS55475_-_70313446.23-P1P2	0.02344172123478316	-0.009629149445713803	0.006906285894534679
common:TSS55476_+_70280475.23-ENST00000594376,ENST00000601494	-0.18591379631171603	0.39423074390247437	0.10415847379537917
common:TSS55476_+_70280773.23-ENST00000594376,ENST00000601494	-0.18328586024996638	-0.4032360695436599	-0.29326096489681314
common:TSS55476_+_70280786.23-ENST00000594376,ENST00000601494	-0.08338573351000964	-0.14169789734802968	-0.11254181542901966
common:TSS55476_+_70280910.23-ENST00000594376,ENST00000601494	-0.12270137334031388	0.29304371074933144	0.08517116870450878
common:TSS55476_+_70280942.23-ENST00000594376,ENST00000601494	0.2304428347386308	-0.2402177406342212	-0.00488745294779519
common:TSS55476_-_70280521.23-ENST00000594376,ENST00000601494	-0.28945038639822335	-0.05795209420427872	-0.17370124030125103
common:TSS55476_-_70280765.23-ENST00000594376,ENST00000601494	0.07408648781088356	-0.1661917460869932	-0.046052629138054815
common:TSS55476_-_70280846.23-ENST00000594376,ENST00000601494	0.1248702086199021	-0.09678035912423597	0.014044924747833067
common:TSS55476_-_70280957.23-ENST00000594376,ENST00000601494	-0.061636362145027046	-0.38486392075650394	-0.2232501414507655
common:TSS55476_-_70280969.23-ENST00000594376,ENST00000601494	0.05625196146754931	-0.13483324475865854	-0.03929064164555462
common:TSS55569_+_74208457.23-P1P2	-0.42344225077572545	-0.1324123499470187	-0.2779273003613721
