gene,Mann-Whitney p-value,average log2 enrichment of strongest 3 sgRNAs,sgRNAs passing filter,screen score
pseudo_4803,0.011339977,0.970958831,10,2.873755917
pseudo_4804,0.647978413,0.047455553,10,0.013605101
pseudo_4805,0.140147811,0.333683344,10,0.433248428
pseudo_4806,0.251308331,-0.347753916,10,0.317333828
pseudo_4807,0.435011992,0.141048512,9,0.077574359
pseudo_4808,0.021265603,-0.379874706,10,0.966503039
pseudo_4809,0.928263517,-0.306182357,8,0.015059533
pseudo_481,0.39073045,-0.253322467,10,0.157292266
pseudo_4810,0.866417377,0.085939985,10,0.008142108
pseudo_4811,0.011288164,0.940821462,9,2.787404803
pseudo_4812,0.639193272,0.284602621,9,0.084160071
pseudo_4813,0.902223014,-0.012268729,9,0.000834094
pseudo_4814,0.592336023,-0.302778608,10,0.104765755
pseudo_4815,0.699073384,-0.220374211,10,0.052127925
pseudo_4816,0.014367616,-1.09336135,10,3.065076059
pseudo_4817,0.952993765,0.089759596,9,0.002855463
pseudo_4818,0.880822136,0.16551571,10,0.013877988
pseudo_4819,0.25183685,0.947859067,9,0.863628501
pseudo_482,0.700234142,0.519431535,10,0.122298375
pseudo_4820,0.340270683,-0.546919268,9,0.389560344
pseudo_4821,0.649857305,0.672148161,10,0.19141323
pseudo_4822,0.368311292,0.367325724,9,0.242420144
pseudo_4823,0.083973965,0.976150388,10,1.59776711
pseudo_4824,0.366964161,0.459180867,10,0.304152564
pseudo_4825,0.41720606,0.359738368,10,0.207784111
pseudo_4826,0.900640578,-0.526361951,10,0.036395427
pseudo_4827,0.481316208,-1.158135319,10,0.559552674
pseudo_4828,0.216366031,-0.281766724,9,0.284990717
pseudo_4829,0.591931988,-0.195142133,9,0.067609964
pseudo_483,0.490799507,0.684100573,10,0.321703688
pseudo_4830,0.896506203,-0.162561659,10,0.011734565
pseudo_4831,0.249800492,-0.37638332,10,0.34495547
pseudo_4832,0.072995888,-1.511484631,10,2.61392471
pseudo_4833,0.438202121,-0.669760735,10,0.365123927
pseudo_4834,0.156255743,-0.689795372,10,0.846031528
pseudo_4835,0.525786537,0.131372972,3,0.055801977
pseudo_4836,0.13443727,-0.416688611,9,0.552474296
pseudo_4837,0.425351588,-0.181389573,9,0.10245282
pseudo_4838,0.965415594,-0.05540238,10,0.001288417
pseudo_4839,0.766510672,0.272448159,9,0.047867447
pseudo_484,0.546265812,-0.562802214,10,0.224846812
pseudo_4840,0.979578532,0.093558348,10,0.001275467
pseudo_4841,0.033665609,0.923994598,10,2.070427668
pseudo_4842,0.167214435,0.802293285,10,0.94807784
pseudo_4843,0.796761733,0.3445716,10,0.051726634
pseudo_4844,0.005829942,1.140492735,10,3.876893046
pseudo_4845,0.902295089,-0.106846248,10,0.00725834
pseudo_4846,0.707213305,0.401599658,10,0.091923631
pseudo_4847,0.501046831,0.630364655,10,0.28782737
pseudo_4848,0.571561858,-0.379216636,10,0.140159804
pseudo_4849,0.003758862,-1.515540465,10,5.591290322
pseudo_485,0.774092628,0.530143304,9,0.089695063
pseudo_4850,0.439746827,0.069952086,10,0.037972141
pseudo_4851,0.503617649,-0.34278855,9,0.155359675
pseudo_4852,0.043863145,-0.597437645,10,1.234250505
pseudo_4853,0.787904336,0.221634614,10,0.034908567
pseudo_4854,0.15219445,0.646968807,9,0.804762477
pseudo_4855,0.91619775,-1.004282033,9,0.058077154
pseudo_4856,0.620020156,-0.436206157,9,0.137768476
pseudo_4857,0.598420741,0.133161954,9,0.045176748
pseudo_4858,0.174813325,0.764096037,9,0.880502747
pseudo_4859,0.16386785,-1.230478935,10,1.470505624
pseudo_486,0.830405473,0.52132893,10,0.064014882
pseudo_4860,0.61933239,-0.109060534,10,0.034524938
pseudo_4861,0.968330748,0.543049533,10,0.011547124
pseudo_4862,0.236720965,-0.644701414,10,0.613778345
pseudo_4863,0.450333343,0.01700526,10,0.008963686
pseudo_4864,0.530742573,0.665804484,10,0.278679836
pseudo_4865,0.338269584,-0.388400636,8,0.278164164
pseudo_4866,0.989996818,0.354437875,10,0.002354435
pseudo_4867,0.039019714,-1.164469198,10,2.495710995
pseudo_4868,0.695981478,-0.816599859,10,0.195552462
pseudo_4869,0.073025515,1.019989952,9,1.763672302
pseudo_487,0.564815152,0.087536551,9,0.033040603
pseudo_4870,0.093974392,0.618819843,10,0.966882083
pseudo_4871,0.208487757,-0.293796894,9,0.304358755
pseudo_4872,0.536580502,0.178385929,10,0.073376013
pseudo_4873,0.371546098,-1.002039321,9,0.655515934
pseudo_4874,0.688273885,0.137458011,10,0.033928714
pseudo_4875,0.426952899,-0.236878829,9,0.133206254
pseudo_4876,0.552958053,-0.008623251,9,0.003375723
pseudo_4877,0.013794692,0.882640653,10,2.498083642
pseudo_4878,0.250230657,1.93322597,10,1.769604656
pseudo_4879,0.24235613,1.022266384,10,0.957342748
pseudo_488,0.046440648,1.014946967,10,2.05849353
pseudo_4880,0.826334183,0.308514057,10,0.038884844
pseudo_4881,0.414100411,-0.233573279,8,0.136064543
pseudo_4882,0.722027534,0.091337859,10,0.019655546
pseudo_4883,0.450067888,-0.4151012,9,0.218966773
pseudo_4884,0.79434343,-0.590798792,10,0.089876548
pseudo_4885,0.558844318,0.514041897,10,0.197634322
pseudo_4886,0.809286919,0.230506206,10,0.032227683
pseudo_4887,0.352172397,-0.312695416,10,0.215624001
pseudo_4888,0.086245886,-0.897579044,10,1.453329088
pseudo_4889,0.328888827,-0.449335608,10,0.330154076
pseudo_489,0.368311292,0.489039605,9,0.32274639
pseudo_4890,0.147981588,0.845783138,9,1.067754222
pseudo_4891,0.022841765,-1.86933485,10,4.667776874
pseudo_4892,0.319493169,-0.644921267,9,0.486213372
pseudo_4893,0.716977816,-0.452166058,9,0.099401167
pseudo_4894,0.250698768,-0.1128327,9,0.103143608
pseudo_4895,0.920133005,0.178101069,9,0.009795134
pseudo_4896,0.322460459,0.960554627,10,0.718305594
pseudo_4897,0.532113297,0.299152683,10,0.124703836
pseudo_4898,0.59849,0.229525043,10,0.0778515
pseudo_4899,0.163551779,0.537602214,10,0.643156841
pseudo_49,0.378166954,-0.319720421,10,0.205424015
pseudo_490,0.518148903,0.156016231,10,0.067777858
pseudo_4900,0.163052746,0.52464329,8,0.628712841
pseudo_4901,0.834073534,0.453837361,10,0.054405825
pseudo_4902,0.471498271,0.151930852,9,0.075474194
pseudo_4903,0.98041104,0.004546076,8,5.94E-05
pseudo_4904,0.690967913,0.240439489,10,0.058726978
pseudo_4905,0.666603592,0.622257802,9,0.166744818
pseudo_4906,0.897332857,0.156308391,10,0.011187984
pseudo_4907,0.90146778,-0.300245898,10,0.020578453
pseudo_4908,0.330323029,-0.516829162,9,0.378259774
pseudo_4909,0.762308064,-0.321644951,9,0.057679434
pseudo_491,0.22593012,-0.346305922,10,0.34037111
pseudo_4910,0.650233349,1.48963672,10,0.423646875
pseudo_4911,0.506714093,-0.493901652,10,0.221847303
pseudo_4912,0.912645117,-0.383042296,10,0.023134437
pseudo_4913,0.838969891,0.380579641,10,0.044151851
pseudo_4914,0.402956407,0.386626915,10,0.232192515
pseudo_4915,0.81779978,0.394903305,10,0.052482137
pseudo_4916,0.112505138,-1.079938808,10,1.558939793
pseudo_4917,0.232544998,0.905842123,9,0.87304614
pseudo_4918,0.765484121,-0.09060588,10,0.01599912
pseudo_4919,0.545976122,0.392079595,9,0.156778321
pseudo_492,0.093762166,2.038202912,9,3.18765803
pseudo_4920,0.299028315,0.250438797,10,0.199762577
pseudo_4921,0.432973524,0.736367065,10,0.407275066
pseudo_4922,0.219980021,0.088612489,10,0.088656518
pseudo_4923,0.66534733,-0.553797136,10,0.14908983
pseudo_4924,0.591974928,0.243720888,10,0.084429133
pseudo_4925,0.320675307,0.878349786,10,0.660054368
pseudo_4926,0.332003746,0.844364965,10,0.61514702
pseudo_4927,0.685967858,0.028330729,10,0.007055687
pseudo_4928,0.983297748,0.380001886,9,0.004229025
pseudo_4929,0.65966322,0.672715091,10,0.184917776
pseudo_493,0.550380668,0.347909841,9,0.137269413
pseudo_4930,0.364748679,-0.463304977,10,0.308738053
pseudo_4931,0.385120045,-0.096464117,7,0.060818047
pseudo_4932,0.096036021,1.037097807,8,1.605554682
pseudo_4933,0.164977723,-1.017726932,10,1.211713463
pseudo_4934,0.932141957,-0.107126717,10,0.004973887
pseudo_4935,0.08788501,-0.679284407,10,1.091423912
pseudo_4936,0.111229811,-1.419549088,9,2.059875373
pseudo_4937,0.188730652,2.374499445,10,2.616061843
pseudo_4938,0.261818886,-0.25548784,10,0.226222272
pseudo_4939,0.239631235,0.594093719,10,0.560801564
pseudo_494,0.431136797,-0.53593348,10,0.297923225
pseudo_4940,0.901786768,0.312731184,9,0.021361073
pseudo_4941,0.565539212,-0.488110281,10,0.183823669
pseudo_4942,0.10470937,-1.124697947,9,1.676915765
pseudo_4943,0.636045999,0.344143585,9,0.102889359
pseudo_4944,0.675627173,0.00233168,10,0.000604099
pseudo_4945,0.971246326,-0.747466777,10,0.014408949
pseudo_4946,0.291795384,-0.6255923,10,0.50912495
pseudo_4947,0.854515313,0.079377329,10,0.008245819
pseudo_4948,0.413019527,0.304466373,10,0.177888015
pseudo_4949,0.149209305,1.134869748,10,1.426514618
pseudo_495,0.116706355,0.208956862,10,0.296576785
pseudo_4950,0.772670215,0.534173266,10,0.091026037
pseudo_4951,0.678302313,0.113377813,10,0.029078265
pseudo_4952,0.4903557,-0.029973851,9,0.014113357
pseudo_4953,0.835297026,0.093560525,10,0.01112538
pseudo_4954,0.651053132,-0.363797872,9,0.103159835
pseudo_4955,0.417114407,-0.40631667,8,0.234746622
pseudo_4956,0.125735543,0.618910749,10,0.847958958
pseudo_4957,0.446580535,-0.934072346,10,0.497525965
pseudo_4958,0.468080745,-0.08412985,10,0.04219729
pseudo_4959,0.570851736,-0.947268856,10,0.350892014
pseudo_496,0.173069139,1.291801257,9,1.497160439
pseudo_4960,0.478393528,0.59480918,10,0.28977559
pseudo_4961,0.125220045,-1.020137036,10,1.400441338
pseudo_4962,0.075623835,0.594277709,10,1.013841639
pseudo_4963,0.121531799,-0.239001621,10,0.332821944
pseudo_4964,0.775358403,0.390709397,9,0.065682426
pseudo_4965,0.995831917,-0.145575633,10,0.000401753
pseudo_4966,0.978745197,0.071316934,10,0.001012357
pseudo_4967,0.192793846,-0.978418387,9,1.064184473
pseudo_4968,0.176389449,1.011009812,10,1.159036954
pseudo_4969,0.188870531,0.930838548,9,1.025078874
pseudo_497,0.884945248,0.427296688,10,0.034509029
pseudo_4970,0.097829854,1.211774751,10,1.861158626
pseudo_4971,0.671050742,0.517764963,10,0.136469414
pseudo_4972,0.733404029,0.387511847,10,0.07938818
pseudo_4973,0.408282098,0.077684932,9,0.045980483
pseudo_4974,0.464567752,-0.627682022,8,0.317952907
pseudo_4975,0.098893282,1.267485894,10,1.937670732
pseudo_4976,0.452216426,0.382262072,10,0.200441192
pseudo_4977,0.805241028,-0.3390821,10,0.048530842
pseudo_4978,0.898573046,0.771938263,10,0.054548082
pseudo_4979,0.557390135,0.255582537,9,0.098704133
pseudo_498,0.978745197,0.144650047,10,0.002053334
pseudo_4980,0.738128897,-0.027254111,10,0.005467813
pseudo_4981,0.960002991,-0.854723562,10,0.023052282
pseudo_4982,0.619242923,0.424235068,9,0.134339209
pseudo_4983,0.559195718,-0.734624829,10,0.282136996
pseudo_4984,0.672574874,-0.157002292,10,0.041146385
pseudo_4985,0.245952247,-0.534497054,10,0.495349653
pseudo_4986,0.157628654,-0.27974855,9,0.34149362
pseudo_4987,0.115493623,0.77382296,10,1.10364368
pseudo_4988,0.136021674,1.292712436,9,1.703959102
pseudo_4989,0.390410309,-0.435982136,9,0.270944912
pseudo_499,0.710712173,0.331969472,10,0.074903214
pseudo_4990,0.751569296,-0.240032867,10,0.045294317
pseudo_4991,0.362765331,0.35178726,9,0.235692012
pseudo_4992,0.97666196,-0.352507304,10,0.005500187
pseudo_4993,0.107736372,0.746758882,10,1.099350105
pseudo_4994,0.900640578,0.34225794,10,0.023665509
pseudo_4995,0.248298981,1.509935937,10,1.389871829
pseudo_4996,0.058476156,0.981951537,10,1.842058663
pseudo_4997,0.902295089,-0.621815043,10,0.04224149
pseudo_4998,0.380432532,0.397983697,10,0.254138373
pseudo_4999,0.607592271,-0.225457885,10,0.074223424
pseudo_5,0.811311786,0.499988167,10,0.06907913
pseudo_50,0.935464953,-0.538544067,10,0.023738308
pseudo_500,0.140288263,0.686253006,10,0.890564323
pseudo_5000,0.027895236,2.711664658,10,6.412999134
pseudo_5001,0.652114905,-0.670061795,10,0.189283691
pseudo_5002,0.592693693,-0.565273494,9,0.195367303
pseudo_5003,0.88865872,0.026157233,10,0.002040119
pseudo_5004,0.272458325,0.484785053,9,0.416495018
pseudo_5005,0.328956447,-1.774737692,9,1.303766163
pseudo_5006,0.714098547,0.170135943,9,0.037853898
pseudo_5007,0.749577405,0.213134939,8,0.040592393
pseudo_5008,0.181627208,-1.564426702,10,1.763235216
pseudo_5009,0.536580502,-0.518642259,10,0.213334658
pseudo_501,0.010072947,1.974451973,9,5.998372817
pseudo_5010,0.188949215,-0.655969174,7,0.722200539
pseudo_5011,0.886595374,2.020727325,10,0.160709219
pseudo_5012,0.251308331,0.765416823,10,0.698461294
pseudo_5013,0.316290031,-1.24538295,9,0.947199612
pseudo_5014,0.72620292,0.096449983,8,0.020388186
pseudo_5015,0.720463109,0.084259026,10,0.018252967
pseudo_5016,0.429844102,0.90531179,9,0.505055327
pseudo_5017,0.566246177,0.04549039,10,0.017094255
pseudo_5018,0.434507581,0.239317687,10,0.131804246
pseudo_5019,0.624129918,0.08056839,10,0.025094493
pseudo_502,0.289648627,1.042215424,10,0.853269802
pseudo_5020,0.577257948,-0.236017423,10,0.085686443
pseudo_5021,0.175888604,0.496798837,10,0.570471081
pseudo_5022,0.722696124,-0.124388639,8,0.026691873
pseudo_5023,0.802411997,0.67952382,10,0.098836463
pseudo_5024,0.256526231,-0.376391162,10,0.338355245
pseudo_5025,0.512090164,0.50697313,9,0.224183406
pseudo_5026,0.917203935,0.183597453,10,0.010484203
pseudo_5027,0.58477439,0.214991846,10,0.076215359
pseudo_5028,0.839786562,0.282571256,10,0.032600036
pseudo_5029,0.316619255,1.124230555,10,0.854282069
pseudo_503,0.852876181,0.334415058,10,0.03516372
pseudo_5030,0.87670225,1.128564214,10,0.098122647
pseudo_5031,0.581905621,-0.79761296,10,0.285348331
pseudo_5032,0.723201615,-0.531506556,10,0.113807512
pseudo_5033,0.176310978,0.546451326,8,0.626620732
pseudo_5034,0.592697208,0.322545144,10,0.111475349
pseudo_5035,0.067538588,0.68234608,8,1.215065521
pseudo_5036,0.827962145,-0.23834855,10,0.029731288
pseudo_5037,0.229327734,1.473064176,9,1.433291642
pseudo_5038,0.319658125,0.334077704,10,0.251750987
pseudo_5039,0.960419283,0.214185266,10,0.005715319
pseudo_504,0.091411669,0.728304818,9,1.151253362
pseudo_5040,0.632285155,0.091718894,10,0.027780791
pseudo_5041,0.688372467,0.166091622,9,0.040980621
pseudo_5042,0.125864674,0.632098989,10,0.865599231
pseudo_5043,0.941282868,-0.31355544,10,0.012536607
pseudo_5044,0.113097908,-1.011377073,10,1.45645621
pseudo_5045,0.751172891,0.920148147,10,0.17395315
pseudo_5046,0.093258874,-0.487997274,10,0.764941292
pseudo_5047,0.966891509,-0.284228232,8,0.006323018
pseudo_5048,0.942529982,0.134958009,10,0.00527784
pseudo_5049,0.599952193,0.345187911,9,0.116526088
pseudo_505,0.056976943,2.276451376,8,4.309497598
pseudo_5050,0.853695668,-0.228097039,10,0.023839646
pseudo_5051,0.413616069,-0.154640415,10,0.090202987
pseudo_5052,0.476450474,-1.504157875,10,0.736831527
pseudo_5053,0.372259457,0.298979872,10,0.195208285
pseudo_5054,0.525618368,-0.180248878,10,0.076600603
pseudo_5055,0.771870784,0.401899067,10,0.068760681
pseudo_5056,0.632656924,-0.526250432,10,0.159191924
pseudo_5057,0.788708437,0.241119573,10,0.037815038
pseudo_5058,0.595744997,0.535588732,9,0.183290606
pseudo_5059,0.845508043,0.447708164,10,0.049643191
pseudo_506,0.445956803,0.520861229,10,0.277913464
pseudo_5060,0.600305501,-0.463790994,10,0.156382867
pseudo_5061,0.810096713,-0.263450623,10,0.036659636
pseudo_5062,0.746421165,-0.376152693,10,0.072688492
pseudo_5063,0.108884468,-0.560942936,10,0.821870133
pseudo_5064,0.116341489,0.257047556,10,0.365364713
pseudo_5065,0.457575921,0.708339544,10,0.36590745
pseudo_5066,0.2961209,0.731128697,10,0.587904941
pseudo_5067,0.476260066,0.318374666,9,0.156044105
pseudo_5068,0.429304591,-0.268749607,10,0.150153043
pseudo_5069,0.416007362,-0.677203836,10,0.392438935
pseudo_507,0.462428538,-0.250572354,8,0.127691787
pseudo_5070,0.749587924,-0.476079355,10,0.090666783
pseudo_5071,0.773249108,0.57481839,9,0.097667742
pseudo_5072,0.821861155,-0.125185982,10,0.016227292
pseudo_5073,0.90920687,0.003016241,9,0.000189693
pseudo_5074,0.355970574,0.1393238,10,0.095085391
pseudo_5075,0.619659322,-0.066893998,8,0.02115309
pseudo_5076,0.809691786,-0.255814706,10,0.035681593
pseudo_5077,0.94336147,-0.337437394,10,0.012999653
pseudo_5078,0.116098744,0.852940645,10,1.213538035
pseudo_5079,0.344920098,0.290109874,10,0.20403839
pseudo_508,0.979578533,-0.208466501,10,0.002841993
pseudo_5080,0.810501688,-0.277410079,10,0.038510513
pseudo_5081,0.742468734,-1.400747283,10,0.275597006
pseudo_5082,0.581547486,0.066983199,10,0.023990679
pseudo_5083,0.514771928,0.179427732,10,0.078723667
pseudo_5084,0.790719683,0.264803821,10,0.041083862
pseudo_5085,0.160105266,-0.556906383,10,0.674088268
pseudo_5086,0.48517289,0.217829288,9,0.104095481
pseudo_5087,0.898986498,-0.359352445,10,0.025283981
pseudo_5088,0.194236062,-1.167472293,10,1.264061458
pseudo_5089,0.503043197,0.21949597,10,0.099646156
pseudo_509,0.269671818,-0.669902994,10,0.580086208
pseudo_5090,0.806454254,0.262029652,10,0.03724212
pseudo_5091,0.078772015,0.287913079,10,0.483422641
pseudo_5092,0.506045607,0.369267451,10,0.166187075
pseudo_5093,0.999533549,0.29370494,8,9.05E-05
pseudo_5094,0.181560963,1.261723734,9,1.422368652
pseudo_5095,0.764288375,0.152241922,10,0.027040021
pseudo_5096,0.445333566,-0.698460215,10,0.373319521
pseudo_5097,0.904777649,-0.302567933,10,0.020004922
pseudo_5098,0.192417637,0.392249177,9,0.427139143
pseudo_5099,0.455705881,0.664202689,9,0.344904878
pseudo_51,0.552886961,0.209540075,10,0.082045954
pseudo_510,0.539338892,0.388835395,10,0.15862347
pseudo_5100,0.195755168,0.470250521,8,0.506735437
pseudo_5101,0.265837578,0.83325164,10,0.729418112
pseudo_5102,0.180094816,-0.846349878,10,0.958642757
pseudo_5103,0.068057766,1.324255265,9,2.351423995
pseudo_5104,0.499759294,-0.261934646,9,0.120045858
pseudo_5105,0.753155576,0.197040399,10,0.036907122
pseudo_5106,0.663174957,0.339626667,8,0.092166065
pseudo_5107,0.261153208,-0.154182424,10,0.136780513
pseudo_5108,0.54904887,0.195430635,10,0.077420886
pseudo_5109,0.53177045,0.65261636,10,0.272325501
pseudo_511,0.571538081,-0.271066137,9,0.10019445
pseudo_5110,0.358425844,0.659210873,10,0.4469028
pseudo_5111,0.181456464,0.878389542,10,0.990561804
pseudo_5112,0.395361155,1.035691724,10,0.63501632
pseudo_5113,0.429609642,-0.060666938,10,0.033866741
pseudo_5114,0.89113573,-0.319951068,10,0.024365976
pseudo_5115,0.995415114,-1.054495707,10,0.003201829
pseudo_5116,0.544877719,0.432485359,9,0.173510583
pseudo_5117,0.445956803,0.482420265,10,0.2574027
pseudo_5118,0.182311368,1.771905742,10,1.992679076
pseudo_5119,0.204851377,-0.598331991,10,0.626797969
pseudo_512,0.847962621,-0.246736826,10,0.026886304
pseudo_5120,0.247756564,0.667257578,9,0.615164076
pseudo_5121,0.399286035,-0.339281866,9,0.205810271
pseudo_5122,0.69868662,-0.383825329,10,0.090931452
pseudo_5123,0.566599819,0.37988397,10,0.142595057
pseudo_5124,0.672623365,0.30788933,9,0.080675449
pseudo_5125,0.484139896,-0.123968789,9,0.059416345
pseudo_5126,0.712455074,0.054249531,9,0.012152681
pseudo_5127,0.529255605,-0.294312537,9,0.123733355
pseudo_5128,0.057855163,-1.012630365,9,1.906752927
pseudo_5129,0.328138263,0.515705681,9,0.379698696
pseudo_513,0.533829221,-0.656464244,10,0.272255123
pseudo_5130,0.69868662,0.405075593,10,0.095965818
pseudo_5131,0.626719835,-0.3725086,10,0.115005355
pseudo_5132,0.701008366,0.279818172,10,0.065677921
pseudo_5133,0.348937311,1.606923287,10,1.117877418
pseudo_5134,0.333568332,-0.398805746,10,0.289303942
pseudo_5135,0.131382099,-0.927900865,10,1.244368267
pseudo_5136,0.068835413,-1.177283705,10,2.08161503
pseudo_5137,0.147303762,0.709867172,10,0.898321198
pseudo_5138,0.611616738,0.038541322,10,0.012520144
pseudo_5139,0.641681588,-0.290943141,8,0.085288127
pseudo_514,0.640859157,0.169622589,10,0.049867518
pseudo_5140,0.065099618,-0.636830564,10,1.149491578
pseudo_5141,0.492115383,-0.269538033,10,0.126275541
pseudo_5142,0.048015969,0.840464592,9,1.686087348
pseudo_5143,0.906433208,-0.331072246,10,0.021489641
pseudo_5144,0.445126187,0.724374619,9,0.387393424
pseudo_5145,0.5767932,0.306673345,9,0.111501373
pseudo_5146,0.822674007,-0.312842455,10,0.040348011
pseudo_5147,0.991663949,-0.092777581,10,0.000513153
pseudo_5148,0.837188855,0.708524992,9,0.083192364
pseudo_5149,0.060023819,-0.573375649,10,1.065708148
pseudo_515,0.392173986,-0.653705666,10,0.404304274
pseudo_5150,0.542104375,-0.476524702,10,0.192785572
pseudo_5151,0.867239359,-0.041267403,10,0.003883891
pseudo_5152,0.40531089,0.060454487,10,0.036073807
pseudo_5153,0.836112911,-0.325369308,10,0.038480122
pseudo_5154,0.888245991,-0.000618153,10,4.84E-05
pseudo_5155,0.038970209,1.262532718,10,2.706941496
pseudo_5156,0.113931913,1.126984454,10,1.617468257
pseudo_5157,0.700580228,0.506771191,9,0.119152089
pseudo_5158,0.083693414,-1.663222522,10,2.726047353
pseudo_5159,0.0283443,-0.323609116,10,0.761910375
pseudo_516,0.365025147,0.369691245,10,0.246170478
pseudo_5160,0.597764499,0.24066246,10,0.081822023
