gene,Mann-Whitney p-value,average log2 enrichment of strongest 3 sgRNAs,sgRNAs passing filter,screen score
LH14698,0.777469368,0.14643418,9,0.024354089
LH14699,0.912019875,0.152680355,8,0.009290505
LH14701,0.273315027,-1.076000821,10,0.922196249
LH14711,0.318389629,0.310772846,10,0.235005605
LH14712,0.8799979,-0.010088214,10,0.000852106
LH14713,0.083065007,0.516569016,9,0.849236994
LH14723,0.324414486,0.793008821,7,0.589848812
LH14725,0.852876185,-0.39275573,10,0.041298236
LH14726,0.992080737,0.10845635,10,0.00056976
LH14735,0.359578552,1.157075141,9,0.781968149
LH14736,0.268314248,0.455907571,10,0.396302364
LH14737,0.220006763,0.100549635,8,0.10059152
LH14744,0.570142034,-0.486736788,10,0.180699526
LH14745,0.179409576,-1.324310635,9,1.50335458
LH14746,0.584056592,0.158969646,10,0.056484303
LH14750,0.42759442,-2.111811068,9,1.185459155
LH14766,0.237965161,0.310059708,10,0.294113756
LH14768,0.761888192,0.238350663,9,0.042829335
LH14769,0.875055227,-0.097586133,10,0.008605842
LH14770,0.467437723,-0.147964112,9,0.07434925
LH14778,0.209554823,0.074748146,10,0.077183175
LH14780,0.662692327,-0.023753705,10,0.006457579
LH14781,0.009961255,-1.556055688,9,4.738751524
LH14782,0.173013345,0.290283188,5,0.336491694
LH14783,0.080170106,-0.279764876,9,0.466489284
LH14784,0.065863805,-1.012876303,10,1.820451157
LH14785,0.245958051,0.445749018,9,0.413094712
LH14786,0.837745213,-2.232398035,10,0.261139949
LH14787,0.336379574,0.260558804,9,0.187571207
LH14792,0.159091446,-0.958222544,9,1.163869544
LH14797,0.049993167,0.838049692,10,1.65889829
LH14801,0.313372412,0.542106529,9,0.415628844
LH14802,0.813743296,0.050585227,10,0.006888912
LH14805,0.796540179,0.639480654,9,0.096115499
LH14806,0.58623359,0.293023815,9,0.103395444
LH14807,0.302199448,0.566261119,10,0.447731466
LH14811,0.570851746,0.660194823,10,0.244552624
LH14813,0.758531701,-0.492671454,9,0.089965615
LH14815,0.041512107,1.302307207,9,2.737848578
LH14816,0.385846619,-0.294236332,10,0.185141705
LH14817,0.908917309,-0.238757029,10,0.015065792
LH14818,0.829590851,-0.462222233,10,0.057056816
LH14819,0.747212462,-0.076229476,10,0.014677368
LH14820,0.582263867,-0.112632329,10,0.040248737
LH14821,0.313850341,0.774733706,10,0.593202182
LH14826,0.70425787,0.332352006,9,0.076992894
LH14828,0.065940628,1.272394127,10,2.285904713
LH14834,0.801604182,0.185569493,10,0.027114507
LH14841,0.262930971,-1.258707403,10,1.111000175
LH14842,0.620806849,0.204971411,10,0.06456509
LH14847,0.832442838,-0.19756731,10,0.023939751
LH14863,0.506045623,-0.164420133,10,0.073996502
LH14864,0.556738176,0.359738965,10,0.139206777
LH14868,0.014598375,-1.102702405,10,3.079653314
LH14870,0.082771757,-1.292936992,9,2.128603524
LH14872,0.736827902,0.252852058,9,0.051022768
LH14876,0.475919076,-0.779466897,9,0.382406853
LH14877,0.4256538,0.526378014,10,0.297062858
LH14878,0.310100287,-0.2858759,10,0.221161494
LH14879,0.98707945,0.451317465,10,0.00387803
LH14880,0.021790381,-1.218773078,9,3.081254228
LH14888,0.816176598,-0.01249283,10,0.001676681
LH14889,0.529977143,-0.08827722,9,0.037033588
LH14893,0.804203359,-0.012143854,9,0.001748426
LH14894,0.30000168,0.360384839,10,0.286687228
LH14897,0.613040446,-1.671901976,9,0.540548702
LH14898,0.391885039,0.497758298,10,0.308096259
LH14912,0.443158217,-0.010032326,9,0.00539463
LH14913,0.177100349,-1.143892395,9,1.308335552
LH14916,0.43174855,0.403309287,10,0.22382013
LH14917,0.703440017,0.482026052,9,0.112036565
LH14918,0.327854756,0.513178803,10,0.378131314
LH14921,0.807263334,0.105062581,10,0.014862873
LH14924,0.880822139,-0.329953987,10,0.027665637
LH14928,0.184720988,0.575137251,10,0.641807612
LH14945,0.609785981,-0.817767434,10,0.267271452
LH14949,0.503617661,-0.899244427,9,0.407558294
LH14950,0.576544491,-0.008667026,10,0.003153658
LH14951,0.607957651,-0.771119818,10,0.253555535
LH14952,0.424743907,-0.966087719,10,0.546580193
LH14953,0.395651681,-0.346451166,10,0.212252339
LH14955,0.194683017,0.734213257,9,0.793842325
LH14962,0.161387274,0.82744011,9,0.997186263
LH14972,0.679067664,0.522603604,9,0.133643937
LH14973,0.582826802,-0.449670009,9,0.160400769
LH14974,0.500109414,-0.593374293,9,0.271671606
LH14976,0.643103826,0.144959353,10,0.042281857
LH14979,0.956943545,0.619669041,9,0.018019679
LH14980,0.115372908,0.988769167,10,1.410887998
LH14981,0.469127265,0.276971945,9,0.138513043
LH14984,0.737658919,0.400230204,9,0.080463977
LH14987,0.496074351,0.22044788,10,0.102110258
LH14989,0.851647251,-0.231001562,10,0.024509886
LH14992,0.428085651,-0.024516014,10,0.013743396
LH14993,0.803220035,0.255773278,10,0.037032021
LH14994,0.053421096,0.762660927,9,1.47624868
LH14999,0.495413347,0.160365419,10,0.07442167
LH15000,0.307590463,0.967737377,9,0.753864611
LH15002,0.752758915,-0.180401956,10,0.033853413
LH15003,0.230365949,0.197449656,10,0.191529246
LH15005,0.465282055,-0.462713443,8,0.233918202
LH15006,0.444141586,0.765744308,9,0.410638201
LH15008,0.632513165,0.317148846,9,0.095985852
LH15009,0.938789075,-0.142476456,10,0.005946248
LH15010,0.398054641,0.194673737,9,0.118487473
LH15012,0.798375027,0.104538697,10,0.015553494
LH15016,0.002628193,1.225467183,7,4.810851357
LH15032,0.266736371,-2.272797212,10,1.984509668
LH15033,0.038318334,-1.510276846,9,3.254952356
LH15034,0.411827974,0.452449813,10,0.265212768
LH15035,0.755139898,0.150368142,10,0.027903644
LH15046,0.185262549,-0.399785502,8,0.445355648
LH15059,0.279306715,0.417490979,10,0.351832478
LH15062,0.741284332,-0.430826349,10,0.085219539
LH15067,0.130287622,1.157578695,8,1.558777693
LH15072,0.902295091,-0.421815767,10,0.028655026
LH15074,0.768276359,0.112757511,10,0.019639371
LH15075,0.933803312,-0.255890701,10,0.011579915
LH15076,0.386132869,0.251853885,10,0.158350078
LH15077,0.284692087,-0.340273733,7,0.282465387
LH15084,0.459040836,0.142379699,9,0.073248482
LH15085,0.272857796,0.920047775,10,0.789553104
LH15086,0.703332915,0.198997242,10,0.04627264
LH15087,0.503376347,0.464850964,10,0.210828374
LH15088,0.666106685,0.582555067,10,0.156392813
LH15089,0.845508047,-0.066428057,10,0.007365737
LH15090,0.831627758,-0.139349015,10,0.016975483
LH15091,0.504710054,-0.101390638,10,0.045807418
LH15092,0.866417381,-0.190737271,10,0.01807079
LH15093,0.487518117,-0.444696148,10,0.21109293
LH15094,0.438510826,-0.020909146,10,0.011389012
LH15098,0.286802875,0.683420786,10,0.563980308
LH15099,0.681747753,0.381331204,10,0.096524294
LH15106,0.243945671,0.623330461,9,0.581050629
LH15107,0.571206756,0.482986248,10,0.178711748
LH15120,0.321949768,0.266289391,10,0.199410868
LH15124,0.037502808,0.650258768,9,1.410682185
LH15127,0.909745541,-0.098756367,10,0.006172187
LH15129,0.789915018,-0.605972662,10,0.094423283
LH15130,0.552589504,0.067106044,9,0.026299405
LH15131,0.762694939,-0.188908147,10,0.03381289
LH15132,0.620069433,-0.441961462,10,0.139562986
LH15134,0.368631278,-0.273027001,10,0.180030134
LH15135,0.042121439,0.511935273,9,1.071315784
LH15136,0.22613043,-0.161895016,10,0.159025745
LH15141,0.906433211,-0.378846866,10,0.024590654
LH15142,0.738490243,0.554056183,9,0.110977468
LH15144,0.642355241,0.560608263,10,0.163950073
LH15145,0.054381105,-0.988381247,9,1.901533783
LH15149,0.710712186,-0.418284585,10,0.094378733
LH15152,0.40061016,-0.712172289,10,0.430449786
LH15153,0.061460121,0.764103746,10,1.4082674
LH15158,0.292513352,-1.092322775,10,0.887189928
LH15159,0.663829677,-0.335663263,10,0.090871648
LH15163,0.00077198,1.903630526,10,9.014051813
LH15164,0.783887226,0.133381839,10,0.021458789
LH15165,0.079665193,1.198767116,10,2.003868492
LH15171,0.165717196,0.200625038,9,0.238272863
LH15174,0.837745213,0.064404892,10,0.007533912
LH15178,0.187328777,0.804301535,10,0.890086829
LH15190,0.548700615,0.361356928,10,0.143304962
LH15191,0.285172705,1.590201088,9,1.318273066
LH15199,0.076314418,0.836947787,10,1.422811394
LH15210,0.749984072,-0.443121761,10,0.084235491
LH15218,0.360735345,1.272461079,9,0.85724719
LH15219,0.455364776,-0.470506985,10,0.244556029
LH15222,0.529616317,0.097444129,9,0.040923091
LH15223,0.668006546,-0.329156362,10,0.087745937
LH15227,0.187328777,0.519910851,10,0.575363567
LH15228,0.653621764,-0.124754631,10,0.035051298
LH15230,0.324508571,-0.57646499,10,0.428670645
LH15231,0.727512149,-0.637144323,10,0.133925175
LH15233,0.22466662,0.376848418,9,0.371786592
LH15234,0.566953573,-0.807257871,10,0.302683249
LH15241,0.614183903,-0.009717685,10,0.003129895
LH15251,0.784690192,0.097956323,10,0.015693183
LH15266,0.886109124,-0.054691227,8,0.004369439
LH15267,0.624499634,-0.149772602,10,0.046590802
LH15269,0.097407058,-0.76093254,10,1.17088996
LH15270,0.379298715,0.236418666,10,0.151434888
LH15271,0.675439827,-0.274236892,9,0.071100445
LH15274,0.556036986,0.812900514,10,0.315241822
LH15275,0.742468741,0.367244123,10,0.072255273
LH15276,0.907023638,-0.07113608,9,0.004586781
LH15277,0.193764144,0.367721831,3,0.398735807
LH15278,0.149263602,0.529320017,4,0.665220247
LH15281,0.867427754,-0.175063511,9,0.016451019
LH15287,0.12090458,0.768291988,10,1.072512443
LH15290,0.706304,0.392597136,9,0.090196754
LH15291,0.326777566,-0.499943463,9,0.369466079
LH15300,0.952927793,-0.070941879,10,0.002260072
LH15301,0.525618379,-0.451615387,10,0.191923579
LH15306,0.387853082,0.470693687,10,0.294560515
LH15307,0.068755831,-0.825606229,10,1.460427284
LH15311,0.652114919,0.665389877,10,0.187963926
LH15312,0.737987296,0.399217001,7,0.080142882
LH15315,0.097512621,0.317111579,10,0.487730584
LH15319,0.59079028,-0.616997648,9,0.214555302
LH15320,0.345721187,0.352682743,10,0.247506184
LH15327,0.435122093,-0.802090552,10,0.441002481
LH15328,0.877114093,0.317226415,10,0.027482707
LH15331,0.944608819,0.906989802,10,0.034149586
LH15335,0.84673515,0.588587332,10,0.064700274
LH15343,0.22076682,0.582903918,10,0.581818468
LH15346,0.343055548,-1.335417696,10,0.944000947
LH15347,0.007960001,-1.015882417,10,3.244267992
LH15358,0.544876919,-0.628725145,10,0.252241442
LH15363,0.034683094,1.006957285,10,2.236514502
LH15365,0.906433211,-0.684152333,10,0.044407793
LH15375,0.703332917,-0.761659359,10,0.177107925
LH15380,0.12645473,-0.67805022,9,0.926429677
LH15386,0.224877009,-2.655959437,9,2.618642012
LH15387,0.816176598,0.567811647,10,0.076206821
LH15389,0.197123261,0.413559128,10,0.443742512
LH15390,0.041182901,1.154681637,9,2.433568912
LH15395,0.11716219,-0.901565412,9,1.27728824
LH15396,0.378068397,0.726472281,9,0.466891836
LH15406,0.565933,0.370917887,9,0.139518103
LH15414,0.266723011,-0.028631349,9,0.025000621
LH15416,0.734584318,-0.229561043,10,0.046785452
LH15417,0.151282415,0.794445061,10,0.991362793
LH15418,0.29674948,-0.553323721,9,0.44415566
LH15420,0.17816338,-0.196378175,9,0.223832509
LH15428,0.496735825,-0.67834762,10,0.313609675
LH15437,0.421985216,-0.314597598,1,0.179343303
LH15438,0.066480465,1.161235443,10,2.079948046
LH15440,0.03906928,-0.617036101,10,1.321925135
LH15441,0.075452001,-0.789973526,10,1.348887344
LH15442,0.807263335,-0.706419878,10,0.099934998
LH15444,0.269218785,-0.411041484,10,0.356388016
LH15445,0.372819612,-0.658369387,10,0.429204817
LH15446,0.950431521,-0.21426799,10,0.00719752
LH15447,0.976245332,0.293459661,10,0.004661596
LH15448,0.382991263,-0.191668355,10,0.121543738
LH15449,0.084643248,-0.824808033,9,1.34572296
LH15450,0.613816877,-0.399942335,10,0.128972335
LH15451,0.772670221,0.387558797,10,0.06604213
LH15452,0.269898546,0.40912028,10,0.354040581
LH15453,0.639364546,-0.657862014,10,0.19442045
LH15459,0.974578884,-0.615963028,10,0.010479871
LH15460,0.408857996,0.2992341,10,0.176833247
LH15461,0.904363826,0.110035669,10,0.007308503
LH15468,0.811024034,-0.253429212,8,0.035073568
LH15469,0.906019282,0.288534074,10,0.0188156
LH15470,0.057646048,1.506135108,10,2.839611178
LH15474,0.974509566,-0.266758563,9,0.004551114
LH15475,0.098466817,0.734617547,10,1.125145242
LH15476,0.737734786,0.681317372,10,0.136928637
LH15482,0.450333355,0.115081077,10,0.060660678
LH15483,0.750907633,-0.47066781,8,0.089089148
LH15488,0.078683155,1.30379571,10,2.190120426
LH15491,0.33881792,1.142409066,10,0.816946162
LH15495,0.35871249,-1.087591386,9,0.736742914
LH15497,0.182311377,0.457484038,10,0.514484954
LH15500,0.890727937,0.168548176,8,0.012886814
LH15508,0.624616641,-0.828657766,8,0.257673745
LH15511,0.447757917,0.75911441,9,0.403015431
LH15515,0.628943449,-0.286085947,10,0.087654425
LH15516,0.963333623,0.271534012,10,0.006702021
LH15534,0.729866996,-0.003194654,10,0.000664682
LH15536,0.759908829,-0.434479784,10,0.078818647
LH15538,0.110508041,0.796076782,10,1.158593208
LH15541,0.269898548,-0.833860073,10,0.721597822
LH15542,0.40442701,-0.011358978,10,0.006794403
LH15543,0.283506752,-0.375626223,10,0.312847431
LH15544,0.26337671,0.331740277,10,0.292439829
LH15545,0.58908984,0.318301461,10,0.111292634
LH15547,0.433280101,0.634747125,10,0.350773536
LH15548,0.793135022,-0.767877922,10,0.117587517
LH15550,0.430220139,0.383628214,10,0.213796853
LH15551,0.819017689,0.15754361,10,0.020782434
LH15552,0.968747235,-0.268903048,10,0.005641413
LH15553,0.335924125,1.429113309,10,1.0300702
LH15555,0.030402935,0.696099347,10,1.60665955
LH15559,0.113724595,0.598182183,9,0.859241634
LH15565,0.037846224,2.290448551,10,4.95514211
LH15569,0.873934418,-0.072694739,9,0.006472302
LH15578,0.542450566,0.224979965,10,0.090924288
LH15583,0.349475194,0.348386263,10,0.242004944
LH15586,0.835467723,0.235797612,9,0.028007107
LH15590,0.886595377,-0.678846477,10,0.053988919
LH15592,0.111725284,0.616345972,9,0.892555584
LH15595,0.972079421,-0.393936822,10,0.007370769
LH15598,0.694437423,0.394781683,10,0.095118333
LH15616,0.79568991,-0.584287452,9,0.088232147
LH15618,0.594504709,-0.323307626,10,0.111088402
LH15621,0.297330036,0.789563788,10,0.632767084
LH15626,0.867650407,-0.341476242,10,0.032031203
LH15640,0.514219863,0.464021962,9,0.203917973
LH15647,0.684519684,0.300569595,8,0.075275705
LH15650,0.49739777,-0.311078927,10,0.143542458
LH15654,0.241059361,-0.346168721,9,0.325410839
LH15658,0.139727124,-1.575699367,10,2.048989472
LH15659,0.693280207,0.269408464,10,0.065207906
LH15661,0.453159642,-0.362029166,10,0.189333553
LH15662,0.467120286,0.31038879,10,0.156103989
LH15665,0.872198455,0.535313692,9,0.048364387
LH15666,0.956673061,0.267139615,10,0.00781819
LH15674,0.80564539,-0.153801822,10,0.021961739
LH15679,0.842356911,-0.183218429,9,0.020767813
LH15685,0.25412383,-0.281894195,9,0.25516014
LH15688,0.154281956,0.179992813,10,0.222272368
LH15694,0.140569497,0.453648706,10,0.588108759
LH15697,0.718118665,0.117985175,10,0.025813127
LH15698,0.984162255,-0.160624049,10,0.001694311
LH15702,0.484248596,0.610346035,10,0.292438989
LH15704,0.253039353,0.52238006,10,0.474315103
LH15719,0.144984099,0.214622388,10,0.273850779
LH15720,0.773465818,-0.750898911,6,0.127446662
LH15721,0.339874166,0.528973325,10,0.377185308
LH15722,0.251836864,-0.535836508,9,0.488219904
LH15724,0.076438316,-0.745831862,9,1.267114884
LH15749,0.60759228,-0.52079172,10,0.171450838
LH15750,0.490009267,0.382309836,9,0.180191264
LH15767,0.436044789,0.932862467,10,0.51159735
LH15768,0.322716024,0.01640629,10,0.012260085
LH15774,0.811311791,0.147086784,10,0.020321734
LH15780,0.765085484,0.222446362,10,0.039355976
LH15797,0.933803312,-0.684861635,10,0.030992292
LH15798,0.748004018,0.523376534,10,0.100405768
LH15801,0.061170607,1.1380032,10,2.100926281
LH15802,0.933803312,-0.594220498,10,0.026890475
LH15803,0.389290157,0.344888627,10,0.214988819
LH15805,0.868594203,0.510530117,8,0.047522089
LH15807,0.028096273,-0.751013052,9,1.772558188
LH15809,0.893613808,0.857741356,10,0.06374776
LH15810,0.440984848,0.751216941,10,0.406388195
LH15811,0.942905358,-0.254649249,9,0.009891641
LH15812,0.664967793,0.590034801,10,0.15906796
LH15820,0.118082308,-1.515896347,6,2.139803228
LH15821,0.407969904,0.152014292,9,0.090051689
LH15824,0.538378753,0.217725796,7,0.089076486
LH15831,0.762296733,-0.509888209,10,0.09144143
LH15832,0.5815475,0.402352113,10,0.144106287
LH15834,0.457259687,-2.989818013,10,1.545818106
LH15835,0.280236381,0.305977064,10,0.257184475
LH15836,0.889071484,0.209112719,10,0.016245473
LH15837,0.459793108,0.265488174,10,0.136295477
LH15840,0.367912772,0.433725411,7,0.286551506
LH15841,0.171499663,0.437502199,8,0.509685858
LH15849,0.259076815,-1.588117706,5,1.417250026
LH15854,0.063295383,1.139601108,10,2.078165523
LH15857,0.140569497,-0.592085847,10,0.767578235
LH15859,0.328683584,-0.629042627,9,0.462455159
LH15861,0.962084558,-0.290433949,10,0.007417491
LH15862,0.320420825,-1.105113921,10,0.831040727
LH15864,0.293699575,-0.881272423,9,0.713417234
LH15865,0.396518603,-0.134700439,9,0.082329048
LH15866,0.831627758,-0.1880252,10,0.022905211
LH15867,0.243832392,-0.625929737,10,0.58366569
LH15877,0.511406435,-0.331783999,10,0.147007705
LH15883,0.769035552,0.130405097,9,0.02262801
LH15884,0.097829862,-0.073796177,10,0.113343165
LH15885,0.275842645,-0.637473883,9,0.542475398
LH15886,0.157143341,0.51237466,9,0.626508039
LH15895,0.276991734,-0.477896867,10,0.405366425
LH15897,0.385263502,-0.698934088,9,0.440487263
LH15902,0.256745277,-0.691458527,10,0.621193772
LH15903,0.312579778,0.090414971,9,0.069471749
LH15904,0.875500778,0.67284068,8,0.059109589
LH15906,0.028156442,0.210454998,10,0.49642323
LH15910,0.973745701,0.253130917,10,0.004449766
LH15928,0.081659157,-2.560891502,10,4.238976282
LH15931,0.830812855,0.555855252,10,0.068074295
LH15941,0.194954946,0.336733355,10,0.363770571
LH15943,0.148910004,0.787675775,9,0.991141904
LH15944,0.300848848,-0.464342769,9,0.36852091
LH15950,0.563326357,-0.853975569,9,0.323821686
LH15956,0.495743789,-0.377575267,10,0.175057104
LH15960,0.882471003,-0.073823493,10,0.00609865
LH15961,0.282943897,0.400011827,9,0.333682693
LH15964,0.810096719,-0.222815352,10,0.031005163
LH15965,0.674863604,-0.39877438,10,0.103613723
LH15966,0.857795458,0.040676868,10,0.004122594
LH15970,0.088762906,0.353025978,10,0.564897541
LH15971,0.430525568,-0.231361964,10,0.128830046
LH15972,0.036702108,-0.973804322,9,2.126473464
LH15976,0.328371528,0.033570036,10,0.024700853
LH15978,0.645726718,-0.073883886,10,0.021351812
LH15981,0.976661961,-0.259615363,10,0.00405079
LH15987,0.77029891,0.323448711,9,0.055774315
LH15988,0.862228861,0.488306601,9,0.047826565
LH15989,0.660419984,0.271376819,10,0.074391223
LH15992,0.514930778,-0.103274913,9,0.045290671
LH15994,0.677857554,-0.557340816,9,0.143184007
LH16005,0.333568344,-0.457352608,10,0.33177533
LH16008,0.411725743,-0.680388751,9,0.398935478
LH16009,0.395942327,-0.617384748,10,0.377939488
LH16010,0.77187079,-0.286103546,10,0.04894929
LH16011,0.047151168,0.995483204,9,2.009030483
LH16016,0.229757446,1.082521146,10,1.051954228
LH16020,0.212501543,-0.303065741,9,0.310142336
LH16027,0.479677426,-0.292676494,9,0.142066093
LH16029,0.965832018,0.469232296,10,0.010778584
LH16030,0.744048906,-0.261723321,10,0.05112641
LH16034,0.160727795,-0.692193606,10,0.83606719
LH16036,0.684432142,-0.261393038,10,0.06548628
LH16048,0.356515271,-0.726662188,10,0.495196638
LH16051,0.003565374,-1.470307157,6,5.475751271
LH16054,0.631913491,0.051197623,10,0.015527169
LH16055,0.22493055,0.200405466,10,0.197558156
LH16058,0.062331901,-0.564563135,5,1.03525372
LH16059,0.318136325,0.217888759,10,0.164881486
LH16073,0.91401238,-0.220011056,9,0.013070292
LH16074,0.102953066,-1.07167919,9,1.609842936
LH16080,0.843872493,0.057094632,10,0.006403865
LH16091,0.147741855,0.159796749,10,0.201905703
LH16092,0.925383041,0.490974575,9,0.025156727
LH16096,0.01967496,-1.247471456,10,3.237982048
LH16097,0.186108446,0.394939803,10,0.438768834
LH16100,0.133864687,0.935035942,9,1.242371627
LH16101,0.6017597,0.40773178,10,0.136828781
LH16102,0.511882637,-0.584887702,7,0.258793857
LH16106,0.49343316,0.335449425,10,0.156561569
LH16107,0.47161182,0.419632125,10,0.20839252
LH16121,0.943782271,-0.413579251,9,0.015811124
LH16124,0.327854753,-1.151929002,10,0.848788819
LH16125,0.332264188,1.56753119,10,1.141184703
LH16129,0.170775204,-0.686627566,10,0.801835035
LH16130,0.870117424,0.612434362,10,0.056298715
LH16131,0.565909437,0.237988641,8,0.089524267
LH16133,0.692509124,-0.399297526,10,0.096939992
LH16134,0.457259687,0.385024038,10,0.199068012
LH16137,0.777872367,-1.336412133,10,0.221806776
LH16138,0.820236031,-0.27913644,10,0.03654825
LH16142,0.668386774,0.032851028,10,0.008745019
LH16160,0.038524555,1.295524016,9,2.787522105
LH16161,0.761102496,0.450742921,10,0.081301479
LH16162,0.941282869,0.672535016,10,0.026889366
LH16173,0.856975188,-0.208889375,10,0.021302952
LH16174,0.022887995,-1.540364797,8,3.844272441
LH16179,0.755139897,0.150656085,10,0.027957077
LH16181,0.756728515,0.168287226,10,0.030995192
LH16185,0.017536249,1.011779723,8,2.703142901
LH16202,0.336933689,0.378867437,9,0.272327257
LH16203,0.779581968,-0.293862148,9,0.048346575
LH16211,0.454103963,0.134483264,10,0.070146912
LH16212,0.381568454,-0.050294117,10,0.032016976
LH16221,0.824300285,-0.327244372,10,0.04177845
LH16222,0.58836958,0.774975218,10,0.271592954
LH16224,0.294433703,0.662373506,10,0.535119214
LH16229,0.621544646,-0.359022507,10,0.11280875
LH16235,0.969996744,-0.661612738,10,0.013316727
LH16238,0.578328947,0.194177345,10,0.070258529
LH16240,0.605326174,-0.035433517,9,0.011752618
LH16245,0.091486911,0.966308734,7,1.526947998
LH16249,0.365301777,0.473195294,10,0.314855034
LH16254,0.397106195,-0.477286605,10,0.29125109
LH16259,0.645351749,-0.199568697,10,0.057750242
LH16262,0.130981894,0.880984812,10,1.183226993
LH16264,0.535041781,0.357639546,9,0.147787546
LH16266,0.242988053,0.272331601,10,0.25456739
LH16267,0.749191852,0.582395657,10,0.111117539
LH16270,0.06948418,1.258086839,9,2.216689274
LH16271,0.047172478,-0.55879221,8,1.127557456
LH16272,0.499718268,0.369826197,10,0.169513116
LH16273,0.324252098,-0.864059396,10,0.642982869
LH16277,0.021324429,0.664233594,10,1.688775853
LH16279,0.836112916,-0.027144727,10,0.003210298
LH16280,0.063518631,0.20435497,10,0.372184334
LH16285,0.271496635,0.199123566,9,0.171538914
LH16288,0.941698558,0.118086196,10,0.004686886
LH16292,0.542416532,1.16626907,8,0.471388919
LH16312,0.591613948,-0.165802426,10,0.057503653
LH16313,0.062262138,0.770455727,10,1.413374257
LH16320,0.58836958,0.231082459,10,0.080983709
LH16324,0.132723027,0.536139933,10,0.715397167
LH16331,0.519164235,-0.92754645,10,0.401752631
LH16332,0.789512774,-0.193088436,10,0.030152222
LH16333,0.882471003,-0.073823493,10,0.00609865
LH16341,0.121280613,0.535565875,10,0.74653493
LH16342,0.606095642,0.21988409,9,0.072746773
LH16344,0.344120224,0.749450931,10,0.528249154
LH16347,0.920935911,0.318526881,10,0.01733465
LH16350,0.152476856,-0.019661232,10,0.024432462
LH16351,0.522784442,0.628117662,9,0.269175662
LH16352,0.608406666,-0.407373341,9,0.133751622
LH16353,0.90064058,-0.111859033,10,0.00773452
LH16356,0.541412353,-0.449912745,10,0.182399012
LH16357,0.220569921,-1.143902706,10,1.142446998
LH16363,0.470481323,-0.107756996,9,0.053683823
LH16364,0.445956814,-0.211751752,10,0.112983378
LH16365,0.069234497,-0.410518131,10,0.724289889
LH16367,0.286804439,-0.295586998,8,0.243926614
LH16370,0.617859479,0.487285195,10,0.155024906
LH16371,0.215108175,1.208951896,10,1.2274422
LH16372,0.317630111,0.82799102,10,0.627431245
LH16373,0.918862372,0.325267867,10,0.018185944
LH16376,0.534516385,-0.107652687,10,0.044555249
LH16379,0.088958949,0.830751997,10,1.328123935
LH16381,0.869706165,-0.640878375,10,0.059113653
LH16382,0.229352411,-1.369222339,10,1.332156177
LH16383,0.576901173,0.121330554,10,0.044098784
LH16384,0.167375081,0.565106095,10,0.667432866
LH16385,0.237540108,0.506281199,9,0.480841889
LH16386,0.442176091,-0.768494056,9,0.414364847
LH16387,0.927159699,0.179288638,10,0.008959234
LH16398,0.273422371,-1.059833929,9,0.908065292
LH16399,0.354974722,-0.692524945,9,0.473914745
LH16400,0.594504706,0.221127935,10,0.075979492
LH16404,0.927989883,0.136566421,10,0.006743602
LH16406,0.094846489,-0.894599421,9,1.392316873
LH16407,0.287163808,-2.11759878,9,1.745749347
LH16408,0.120155253,0.718826098,10,1.006412316
LH16416,0.012468119,-0.787949072,10,2.282723746
LH16417,0.452518556,-0.399172085,8,0.209131897
LH16422,0.342507089,1.248412244,9,0.883816985
LH16424,0.112386889,-0.898356166,10,1.297441361
LH16425,0.168502757,-0.359273275,10,0.422734806
LH16433,0.632656933,0.508572456,10,0.153844292
LH16444,0.699847152,-0.392170316,10,0.092478402
LH16453,0.541589128,0.252610864,9,0.102356418
LH16455,0.431442615,-1.660939626,10,0.922531358
LH16460,0.478969005,0.555229288,8,0.270052251
LH16461,0.959170442,0.19277695,10,0.005309793
LH16467,0.33618654,1.505602617,10,1.084425029
LH16468,0.699460234,0.01596513,10,0.0037706
LH16471,0.533541618,0.437585234,8,0.18163534
LH16472,0.763491537,-0.186236694,10,0.033206268
LH16473,0.965586996,-0.118013796,7,0.002730641
LH16474,0.312346754,-0.644806758,10,0.495765031
LH16485,0.022757893,0.61764354,9,1.543772944
LH16486,0.593781414,-0.386376983,10,0.133069801
LH16498,0.791442221,0.427941111,9,0.066136079
LH16499,0.809749648,0.083254121,9,0.011608536
LH16521,0.183685428,-0.997993563,10,1.117388857
LH16524,0.371420237,0.911127612,10,0.59624711
LH16525,0.387279161,-0.194866684,10,0.122138404
LH16526,0.034504277,-1.545596522,10,3.438144415
LH16532,0.252293103,0.681926984,9,0.620512649
LH16533,0.498723066,0.374162187,10,0.171993395
LH16537,0.269671831,0.076616691,10,0.066344358
LH16539,0.669008962,-0.401512079,9,0.106636597
LH16540,0.997362615,-0.041236456,9,7.20E-05
LH16541,0.514097918,-0.435188458,10,0.191315068
LH16548,0.394680089,0.965809038,9,0.593269211
LH16552,0.444469654,0.485010378,9,0.259855141
LH16557,0.953759988,1.137600951,10,0.035585654
LH16560,0.576544491,0.143106921,10,0.052072098
LH16565,0.353254976,-0.075608266,10,0.051983527
LH16566,0.522556045,1.064560184,10,0.456517582
LH16571,0.456627558,2.140574057,10,1.108692225
LH16572,0.032953084,-1.247563018,8,2.813092521
LH16575,0.316366885,0.111514206,10,0.084796342
LH16576,0.629379883,0.673086814,9,0.205919868
LH16578,0.940867196,0.098568107,10,0.003969727
LH16579,0.379298715,0.830417842,10,0.5319133
